iso_code,GDLCODE,Nr_individuals,Nr_households,Data_Availability
LAO,LAOr117,133801,30675,No data (105)
LBN,LBNr101,696685,172715,No data (105)
LBN,LBNr102,2520716,664649,No data (105)
LBN,LBNr103,1404406,361353,No data (105)
LBN,LBNr104,805572,226258,No data (105)
LBN,LBNr105,1104748,303515,No data (105)
LBR,LBRr101,121182,26110,IPUMS/DHS: survey + marginals (24)
LBR,LBRr102,453444,96647,IPUMS/DHS: survey + marginals (24)
LBR,LBRr103,97107,18184,IPUMS/DHS: survey + marginals (24)
LBR,LBRr104,223755,47753,IPUMS/DHS: survey + marginals (24)
LBR,LBRr105,184838,36391,IPUMS/DHS: survey + marginals (24)
LBR,LBRr106,90592,19456,IPUMS/DHS: survey + marginals (24)
LBR,LBRr107,121823,20119,IPUMS/DHS: survey + marginals (24)
LBR,LBRr108,240436,44973,IPUMS/DHS: survey + marginals (24)
LBR,LBRr109,327961,70414,IPUMS/DHS: survey + marginals (24)
LBR,LBRr110,138608,22808,IPUMS/DHS: survey + marginals (24)
LBR,LBRr111,1432856,306502,IPUMS/DHS: survey + marginals (24)
LBR,LBRr112,575543,102597,IPUMS/DHS: survey + marginals (24)
LBR,LBRr113,74547,12290,IPUMS/DHS: survey + marginals (24)
LBR,LBRr114,58421,9666,IPUMS/DHS: survey + marginals (24)
LBR,LBRr115,113600,18665,IPUMS/DHS: survey + marginals (24)
LBY,LBYr101,1863338,442185,No data (105)
LBY,LBYr102,4071222,980893,No data (105)
LBY,LBYr103,483942,115893,No data (105)
LCA,LCAt,-99,-99,No data (105)
LIE,LIEt,37442,15668,No data (105)
LKA,LKAt,20970228,6424399,No data (105)
LSO,LSOr101,122566,27425,IPUMS/DHS: survey + marginals (24)
LSO,LSOr102,318552,74082,IPUMS/DHS: survey + marginals (24)
LSO,LSOr103,253909,59392,IPUMS/DHS: survey + marginals (24)
LSO,LSOr104,488301,129272,IPUMS/DHS: survey + marginals (24)
LSO,LSOr105,188400,43453,IPUMS/DHS: survey + marginals (24)
LSO,LSOr106,197986,43960,IPUMS/DHS: survey + marginals (24)
LSO,LSOr107,121887,27024,IPUMS/DHS: survey + marginals (24)
LSO,LSOr108,72472,15192,IPUMS/DHS: survey + marginals (24)
LSO,LSOr109,118288,25258,IPUMS/DHS: survey + marginals (24)
LSO,LSOr110,140152,30241,IPUMS/DHS: survey + marginals (24)
LTU,LTUr101,147001,67302,LIS: survey + marginals (38)
LTU,LTUr102,581980,268698,LIS: survey + marginals (38)
LTU,LTUr103,325971,144494,LIS: survey + marginals (38)
LTU,LTUr104,150979,62839,LIS: survey + marginals (38)
LTU,LTUr105,235014,110180,LIS: survey + marginals (38)
LTU,LTUr106,283958,131290,LIS: survey + marginals (38)
LTU,LTUr107,103000,49924,LIS: survey + marginals (38)
LTU,LTUr108,142980,60610,LIS: survey + marginals (38)
LTU,LTUr109,140964,72106,LIS: survey + marginals (38)
LTU,LTUr110,794222,363008,LIS: survey + marginals (38)
LUX,LUXt,569962,220050,LIS: survey + marginals (38)
LVA,LVAr101,640814,264921,No data (105)
LVA,LVAr103,197530,68294,No data (105)
LVA,LVAr104,252880,90954,No data (105)
LVA,LVAr105,240789,81399,No data (105)
LVA,LVAr106,279041,88609,No data (105)
MAR,MARr101,8228140,1937595,No data (105)
MAR,MARr102,4107264,946471,No data (105)
MAR,MARr103,6695110,1598091,No data (105)
MAR,MARr104,2862907,634681,No data (105)
MAR,MARr105,3008171,681279,No data (105)
MAR,MARr106,3369407,740479,No data (105)
NA,MARr107,6406399,1443791,No data (105)
MCO,MCOt,-99,-99,No data (105)
MDA,MDAr101,893921,237290,No data (105)
MDA,MDAr102,855149,224757,No data (105)
MDA,MDAr103,543905,148248,No data (105)
MDA,MDAr104,541717,174236,No data (105)
MDG,MDGr101,3415753,794079,No data (105)
MDG,MDGr102,2058649,435573,No data (105)
MDG,MDGr103,908366,190234,No data (105)
MDG,MDGr104,678936,140360,No data (105)
MDG,MDGr105,1312540,276187,No data (105)
MDG,MDGr106,832206,176424,No data (105)
MDG,MDGr107,1319154,260620,No data (105)
MDG,MDGr108,372298,73191,No data (105)
MDG,MDGr109,995423,194807,No data (105)
MDG,MDGr110,1364766,292378,No data (105)
MDG,MDGr111,1078602,229800,No data (105)
MDG,MDGr112,1229968,262033,No data (105)
MDG,MDGr113,772442,164057,No data (105)
MDG,MDGr114,1395059,297145,No data (105)
MDG,MDGr115,364109,73568,No data (105)
MDG,MDGr116,265696,52615,No data (105)
MDG,MDGr117,1701587,332986,No data (105)
MDG,MDGr118,952851,186476,No data (105)
MDG,MDGr119,777100,151925,No data (105)
MDG,MDGr120,765648,151927,No data (105)
MDG,MDGr121,788275,175200,No data (105)
MDG,MDGr122,885996,192201,No data (105)
MEX,MEXr101,1314485,341639,LIS: survey + marginals (38)
MEX,MEXr102,3422960,996700,LIS: survey + marginals (38)
MEX,MEXr103,701019,200438,LIS: survey + marginals (38)
MEX,MEXr104,904234,241759,LIS: survey + marginals (38)
MEX,MEXr105,2998638,802412,LIS: survey + marginals (38)
MEX,MEXr106,729012,214407,LIS: survey + marginals (38)
MEX,MEXr107,5312967,1287513,LIS: survey + marginals (38)
MEX,MEXr108,3692011,1051686,LIS: survey + marginals (38)
MEX,MEXr109,9100914,2679751,LIS: survey + marginals (38)
MEX,MEXr110,1811349,485357,LIS: survey + marginals (38)
MEX,MEXr111,5834725,1492826,LIS: survey + marginals (38)
MEX,MEXr112,3567642,904387,LIS: survey + marginals (38)
MEX,MEXr113,2891979,797316,LIS: survey + marginals (38)
MEX,MEXr114,8037887,2095673,LIS: survey + marginals (38)
MEX,MEXr115,16669422,4196582,LIS: survey + marginals (38)
MEX,MEXr116,4703729,1230025,LIS: survey + marginals (38)
MEX,MEXr117,1938151,547731,LIS: survey + marginals (38)
MEX,MEXr118,1273710,357216,LIS: survey + marginals (38)
MEX,MEXr119,5152066,1418063,LIS: survey + marginals (38)
MEX,MEXr120,4068730,1020483,LIS: survey + marginals (38)
MEX,MEXr121,6200991,1582328,LIS: survey + marginals (38)
MEX,MEXr122,2138023,565179,LIS: survey + marginals (38)
MEX,MEXr123,1519795,412639,LIS: survey + marginals (38)
MEX,MEXr124,2752962,720747,LIS: survey + marginals (38)
MEX,MEXr125,3011705,837627,LIS: survey + marginals (38)
MEX,MEXr126,2863807,816806,LIS: survey + marginals (38)
MEX,MEXr127,2401063,645764,LIS: survey + marginals (38)
MEX,MEXr128,3485085,988638,LIS: survey + marginals (38)
MEX,MEXr129,1293664,314517,LIS: survey + marginals (38)
MEX,MEXr130,8268778,2307417,LIS: survey + marginals (38)
MEX,MEXr131,2140041,573421,LIS: survey + marginals (38)
MEX,MEXr132,1634079,485428,LIS: survey + marginals (38)
MKD,MKDr101,612995,180459,No data (105)
MKD,MKDr102,275722,77081,No data (105)
MKD,MKDr103,149920,40801,No data (105)
MKD,MKDr104,206525,53936,No data (105)
MKD,MKDr105,188315,51962,No data (105)
MKD,MKDr106,182062,46143,No data (105)
MKD,MKDr107,289940,77454,No data (105)
MKD,MKDr108,173936,46336,No data (105)
MLI,MLIr101,2344347,368372,IPUMS/DHS: survey + marginals (24)
MLI,MLIr102,3268160,506371,IPUMS/DHS: survey + marginals (24)
MLI,MLIr103,3411907,535919,IPUMS/DHS: survey + marginals (24)
MLI,MLIr104,2969906,500119,IPUMS/DHS: survey + marginals (24)
MLI,MLIr105,2108099,396906,IPUMS/DHS: survey + marginals (24)
MLI,MLIr106,724809,132396,IPUMS/DHS: survey + marginals (24)
MLI,MLIr107,569581,98574,IPUMS/DHS: survey + marginals (24)
MLI,MLIr108,2196998,355546,IPUMS/DHS: survey + marginals (24)
MMR,MMRr101,1578345,319545,IPUMS/DHS: survey + marginals (24)
MMR,MMRr102,282987,61286,IPUMS/DHS: survey + marginals (24)
MMR,MMRr103,1510469,330009,IPUMS/DHS: survey + marginals (24)
MMR,MMRr104,508106,103985,IPUMS/DHS: survey + marginals (24)
MMR,MMRr105,5713411,1255746,IPUMS/DHS: survey + marginals (24)
MMR,MMRr106,1354743,292547,IPUMS/DHS: survey + marginals (24)
MMR,MMRr107,5066770,1227319,IPUMS/DHS: survey + marginals (24)
MMR,MMRr108,4192695,1023922,IPUMS/DHS: survey + marginals (24)
MMR,MMRr109,7171188,1658754,IPUMS/DHS: survey + marginals (24)
MMR,MMRr110,2050951,455558,IPUMS/DHS: survey + marginals (24)
MMR,MMRr111,2976038,683099,IPUMS/DHS: survey + marginals (24)
MMR,MMRr112,6885119,1579879,IPUMS/DHS: survey + marginals (24)
MMR,MMRr113,5806009,1253111,IPUMS/DHS: survey + marginals (24)
MMR,MMRr114,6984237,1720601,IPUMS/DHS: survey + marginals (24)
MNE,MNEr101,162950,52336,No data (105)
MNE,MNEr102,312447,110726,No data (105)
MNE,MNEr103,146854,49488,No data (105)
MNG,MNGr101,384161,95486,No data (105)
MNG,MNGr102,565772,140515,No data (105)
MNG,MNGr103,490796,130377,No data (105)
MNG,MNGr104,218182,54973,No data (105)
MNG,MNGr105,1339687,410313,No data (105)
MOZ,MOZr101,1528781,354453,IPUMS/DHS: survey + marginals (24)
MOZ,MOZr102,2069099,510935,IPUMS/DHS: survey + marginals (24)
MOZ,MOZr103,4126351,1015914,IPUMS/DHS: survey + marginals (24)
MOZ,MOZr104,4926382,1158035,IPUMS/DHS: survey + marginals (24)
MOZ,MOZr105,2820761,629548,IPUMS/DHS: survey + marginals (24)
MOZ,MOZr106,1733214,352165,IPUMS/DHS: survey + marginals (24)
MOZ,MOZr107,2337900,486513,IPUMS/DHS: survey + marginals (24)
MOZ,MOZr108,1569290,361058,IPUMS/DHS: survey + marginals (24)
MOZ,MOZr109,1471375,307002,IPUMS/DHS: survey + marginals (24)
MOZ,MOZr110,1703661,380652,IPUMS/DHS: survey + marginals (24)
MOZ,MOZr111,1353580,270680,IPUMS/DHS: survey + marginals (24)
MRT,MRTr101,438449,79007,IPUMS: marginals (5)
MRT,MRTr102,314672,57384,IPUMS: marginals (5)
MRT,MRTr103,431037,79708,IPUMS: marginals (5)
MRT,MRTr104,358951,63692,IPUMS: marginals (5)
MRT,MRTr105,381898,73089,IPUMS: marginals (5)
MRT,MRTr106,1432613,286007,IPUMS: marginals (5)
MRT,MRTr107,95226,19698,IPUMS: marginals (5)
MRT,MRTr108,131999,30167,IPUMS: marginals (5)
MRT,MRTr109,107894,21788,IPUMS: marginals (5)
MRT,MRTr110,287798,51420,IPUMS: marginals (5)
MRT,MRTr111,65590,14229,IPUMS: marginals (5)
MRT,MRTr112,10003,2139,IPUMS: marginals (5)
MUS,MUSr101,588758,163104,No data (105)
MUS,MUSr102,634694,183626,No data (105)
MUS,MUSr103,38968,10756,No data (105)
MUS,MUSr104,-99,-99,No data (105)
MWI,MWIr101,1170400,267541,IPUMS/DHS: survey + marginals (24)
MWI,MWIr102,727567,146357,IPUMS/DHS: survey + marginals (24)
MWI,MWIr103,615550,140334,IPUMS/DHS: survey + marginals (24)
MWI,MWIr104,1063670,237666,IPUMS/DHS: survey + marginals (24)
MWI,MWIr105,1027433,198935,IPUMS/DHS: survey + marginals (24)
MWI,MWIr106,471443,103354,IPUMS/DHS: survey + marginals (24)
MWI,MWIr107,725946,170930,IPUMS/DHS: survey + marginals (24)
MWI,MWIr108,871626,207694,IPUMS/DHS: survey + marginals (24)
MWI,MWIr109,2367947,511882,IPUMS/DHS: survey + marginals (24)
MWI,MWIr110,705701,166990,IPUMS/DHS: survey + marginals (24)
MWI,MWIr111,987759,199445,IPUMS/DHS: survey + marginals (24)
MWI,MWIr112,3278289,704786,IPUMS/DHS: survey + marginals (24)
MWI,MWIr113,2273454,513223,IPUMS/DHS: survey + marginals (24)
MWI,MWIr114,-99,-99,IPUMS/DHS: survey + marginals (24)
MYS,MYSr101,3509729,1162661,No data (105)
MYS,MYSr102,2152618,669786,No data (105)
MYS,MYSr103,1748461,504584,No data (105)
MYS,MYSr104,809448,275861,No data (105)
MYS,MYSr105,1128460,376374,No data (105)
MYS,MYSr106,1686942,517895,No data (105)
MYS,MYSr107,1679321,601460,No data (105)
MYS,MYSr108,2697680,859720,No data (105)
MYS,MYSr109,264304,80787,No data (105)
MYS,MYSr110,5401665,2085656,No data (105)
MYS,MYSr111,1207288,366896,No data (105)
MYS,MYSr112,3393672,866290,No data (105)
MYS,MYSr113,2723905,736109,No data (105)
MYS,MYSr114,1774716,689449,No data (105)
MYS,MYSr115,92640,26899,No data (105)
NAM,NAMr101,120180,27221,No data (105)
NAM,NAMr102,170413,43540,No data (105)
NAM,NAMr103,81205,19974,No data (105)
NAM,NAMr104,82502,20760,No data (105)
NAM,NAMr105,430532,116359,No data (105)
NAM,NAMr106,71143,15888,No data (105)
NAM,NAMr107,272087,59319,No data (105)
NAM,NAMr108,235786,50387,No data (105)
NAM,NAMr109,64975,14636,No data (105)
NAM,NAMr110,268316,60403,No data (105)
NAM,NAMr111,182220,44599,No data (105)
NAM,NAMr112,193532,43848,No data (105)
NAM,NAMr113,142005,33362,No data (105)
NER,NERr101,386650,75726,No data (105)
NER,NERr102,591735,112045,No data (105)
NER,NERr103,2425500,451798,No data (105)
NER,NERr104,4474788,838597,No data (105)
NER,NERr105,3666839,700317,No data (105)
NER,NERr106,4354533,816483,No data (105)
NER,NERr107,4101554,767954,No data (105)
NGA,NGAr101,3745945,795588,No data (105)
NGA,NGAr102,4949683,1139852,No data (105)
NGA,NGAr103,6350147,1117826,No data (105)
NGA,NGAr104,2887886,645306,No data (105)
NGA,NGAr105,5725544,1135510,No data (105)
NGA,NGAr106,6515836,1185570,No data (105)
NGA,NGAr107,2892934,600954,No data (105)
NGA,NGAr108,3876108,730522,No data (105)
NGA,NGAr109,4039402,864842,No data (105)
NGA,NGAr110,9681611,1832870,No data (105)
NGA,NGAr111,14568003,2578882,No data (105)
NGA,NGAr112,9040273,1575533,No data (105)
NGA,NGAr113,2897264,615012,No data (105)
NGA,NGAr114,9479963,2162598,No data (105)
NGA,NGAr115,7173676,1331215,No data (105)
NGA,NGAr116,4039437,864480,No data (105)
NGA,NGAr117,3310538,698915,No data (105)
NGA,NGAr118,6628745,1370868,No data (105)
NGA,NGAr119,3497896,686740,No data (105)
NGA,NGAr120,5273407,1160822,No data (105)
NGA,NGAr121,4963541,879569,No data (105)
NGA,NGAr122,2461503,526834,No data (105)
NGA,NGAr123,3985199,888046,No data (105)
NGA,NGAr124,3678998,774403,No data (105)
NGA,NGAr125,6621215,1163001,No data (105)
NGA,NGAr126,5830405,1029359,No data (105)
NGA,NGAr127,2959129,610990,No data (105)
NGA,NGAr128,3549684,790784,No data (105)
NGA,NGAr129,3727623,695278,No data (105)
NGA,NGAr130,5544423,979719,No data (105)
NGA,NGAr131,1503914,336972,No data (105)
NGA,NGAr132,4364697,851503,No data (105)
NGA,NGAr133,1674937,370365,No data (105)
NGA,NGAr134,3125351,560323,No data (105)
NGA,NGAr135,2966348,591672,No data (105)
NGA,NGAr136,6287128,1107020,No data (105)
NGA,NGAr137,1344139,319667,No data (105)
NIC,NICr101,1183424,303833,No data (105)
NIC,NICr102,1869503,430530,No data (105)
NIC,NICr103,743857,162237,No data (105)
NLD,NLDr101,584071,249418,No data (105)
NLD,NLDr102,646035,274003,No data (105)
NLD,NLDr103,489021,207401,No data (105)
NLD,NLDr104,1142087,483978,No data (105)
NLD,NLDr105,2030901,861904,No data (105)
NLD,NLDr106,402994,171369,No data (105)
NLD,NLDr107,1269089,541125,No data (105)
NLD,NLDr108,2773021,1182048,No data (105)
NLD,NLDr109,3610756,1535104,No data (105)
NLD,NLDr110,380961,161715,No data (105)
NLD,NLDr111,2493944,1061144,No data (105)
NLD,NLDr112,1117052,472800,No data (105)
NOR,NORr101,1242452,533453,No data (105)
NOR,NORr102,383874,164578,No data (105)
NOR,NORr103,980463,419054,No data (105)
NOR,NORr104,764760,327608,No data (105)
NOR,NORr105,887624,380851,No data (105)
NOR,NORr106,447786,192263,No data (105)
NOR,NORr107,481734,206480,No data (105)
NPL,NPLr101,6248087,1343719,IPUMS/DHS: survey + marginals (24)
NPL,NPLr102,9552825,1985902,IPUMS/DHS: survey + marginals (24)
NPL,NPLr103,5304797,1170879,IPUMS/DHS: survey + marginals (24)
NPL,NPLr104,3410339,685648,IPUMS/DHS: survey + marginals (24)
NPL,NPLr105,2452980,467236,IPUMS/DHS: survey + marginals (24)
NZL,NZLr101,168403,69107,No data (105)
NZL,NZLr102,1570182,665840,No data (105)
NZL,NZLr103,439337,185483,No data (105)
NZL,NZLr104,287002,121128,No data (105)
NZL,NZLr105,47364,18771,No data (105)
NZL,NZLr106,160024,66407,No data (105)
NZL,NZLr107,115760,48587,No data (105)
NZL,NZLr108,234614,96840,No data (105)
NZL,NZLr109,496891,210738,No data (105)
NZL,NZLr110,99373,41606,No data (105)
NZL,NZLr111,45355,18827,No data (105)
NZL,NZLr112,32648,13277,No data (105)
NZL,NZLr113,586418,247913,No data (105)
NZL,NZLr114,214991,90758,No data (105)
NZL,NZLr115,97359,40283,No data (105)
NZL,NZLr116,-99,-99,No data (105)
OMN,OMNt,4267180,1433293,No data (105)
PAK,PAKr101,98146541,20935302,No data (105)
PAK,PAKr102,42517215,9019077,No data (105)
PAK,PAKr103,26186909,5557321,No data (105)
PAK,PAKr104,9415583,1860779,No data (105)
PAK,PAKr105,1205303,306457,No data (105)
Z06,PAKr106,8614768,1867262,No data (105)
Z06,PAKr107,23034504,5222458,No data (105)
PAK,PAKr108,3612496,724451,No data (105)
PAN,PANr101,151654,41709,No data (105)
PAN,PANr102,260075,78437,No data (105)
PAN,PANr103,274590,93218,No data (105)
PAN,PANr104,459618,150140,No data (105)
PAN,PANr105,54097,13999,No data (105)
PAN,PANr106,122552,39761,No data (105)
PAN,PANr107,98476,31331,No data (105)
PAN,PANr108,2044922,760321,No data (105)
PAN,PANr109,252882,71430,No data (105)
PAN,PANr110,41912,9878,No data (105)
PAN,PANr111,11783,2819,No data (105)
PAN,PANr112,195816,45699,No data (105)
PER,PERr101,6545555,1769071,LIS: survey (4)
PER,PERr102,2844988,732221,LIS: survey (4)
PER,PERr103,3464332,890219,LIS: survey (4)
PER,PERr104,3397325,1036270,LIS: survey (4)
PER,PERr105,11092874,3808965,LIS: survey (4)
PER,PERr106,3124947,827558,LIS: survey (4)
PHL,PHLr101,14851905,4390461,No data (105)
PHL,PHLr102,1823238,505668,No data (105)
PHL,PHLr103,5255314,1404831,No data (105)
PHL,PHLr104,3691599,961355,No data (105)
PHL,PHLr105,10387817,2790734,No data (105)
PHL,PHLr106,14635147,4070531,No data (105)
PHL,PHLr107,2651944,671509,No data (105)
PHL,PHLr108,6116676,1565396,No data (105)
PHL,PHLr109,7108209,1820368,No data (105)
PHL,PHLr110,6729032,1739245,No data (105)
PHL,PHLr111,4296351,1107375,No data (105)
PHL,PHLr112,3886611,992423,No data (105)
PHL,PHLr113,4498798,1151032,No data (105)
PHL,PHLr114,5379811,1390170,No data (105)
PHL,PHLr115,4849203,1212618,No data (105)
PHL,PHLr116,2845075,734170,No data (105)
PHL,PHLr117,3115109,716683,No data (105)
PNG,PNGr101,192067,42524,No data (105)
PNG,PNGr102,147321,31778,No data (105)
PNG,PNGr103,309866,68782,No data (105)
PNG,PNGr104,229700,60516,No data (105)
PNG,PNGr105,421744,92920,No data (105)
PNG,PNGr106,224054,48988,No data (105)
PNG,PNGr107,596823,124548,No data (105)
PNG,PNGr108,301702,63073,No data (105)
PNG,PNGr109,385005,87242,No data (105)
PNG,PNGr110,535755,118892,No data (105)
PNG,PNGr111,674086,145479,No data (105)
PNG,PNGr112,795881,180290,No data (105)
PNG,PNGr113,561685,122979,No data (105)
PNG,PNGr114,477273,104089,No data (105)
PNG,PNGr115,304837,66052,No data (105)
PNG,PNGr116,74841,17258,No data (105)
PNG,PNGr117,228351,51995,No data (105)
PNG,PNGr118,290238,66205,No data (105)
PNG,PNGr119,281217,64019,No data (105)
PNG,PNGr120,292921,66592,No data (105)
PNG,PNGr121,471687,94978,No data (105)
PNG,PNGr122,310215,67791,No data (105)
POL,POLr101,2468275,912672,LIS: survey + marginals (38)
POL,POLr102,5275339,1962821,LIS: survey + marginals (38)
POL,POLr103,3330119,1170125,LIS: survey + marginals (38)
POL,POLr104,4522101,1699179,LIS: survey + marginals (38)
POL,POLr105,2117016,728544,LIS: survey + marginals (38)
POL,POLr106,2101082,662981,LIS: survey + marginals (38)
POL,POLr107,1244968,422493,LIS: survey + marginals (38)
POL,POLr108,1176074,439006,LIS: survey + marginals (38)
POL,POLr109,3431923,1137612,LIS: survey + marginals (38)
POL,POLr110,1693199,649241,LIS: survey + marginals (38)
POL,POLr111,1006321,361774,LIS: survey + marginals (38)
POL,POLr112,2870031,1094995,LIS: survey + marginals (38)
POL,POLr113,986874,355630,LIS: survey + marginals (38)
POL,POLr114,2061918,744279,LIS: survey + marginals (38)
POL,POLr115,1424866,535203,LIS: survey + marginals (38)
POL,POLr116,2276939,822466,LIS: survey + marginals (38)
PRK,PRKt,-99,-99,No data (105)
PRT,PRTr101,3612957,1329858,No data (105)
PRT,PRTr102,441644,163475,No data (105)
PRT,PRTr103,2260060,867017,No data (105)
PRT,PRTr104,2811109,1159284,No data (105)
PRT,PRTr105,728779,264805,No data (105)
PRT,PRTr106,246082,78542,No data (105)
PRT,PRTr107,257520,84829,No data (105)
PRY,PRYr101,1202053,295511,LIS: survey + marginals (38)
PRY,PRYr102,1554108,393823,LIS: survey + marginals (38)
PRY,PRYr103,694678,177047,LIS: survey + marginals (38)
PRY,PRYr104,885300,238659,LIS: survey + marginals (38)
PRY,PRYr105,2353018,581599,LIS: survey + marginals (38)
PSE,PSEr101,923121,237903,LIS: survey (4)
PSE,PSEr102,400266,103949,LIS: survey (4)
PSE,PSEr103,387531,100416,LIS: survey (4)
PSE,PSEr104,814389,203286,LIS: survey (4)
PSE,PSEr105,958327,234607,LIS: survey (4)
PSE,PSEr106,786865,197305,LIS: survey (4)
PYF,PYFt,-99,-99,No data (105)
QAT,QATt,2565508,954326,No data (105)
ROU,ROUr101,3264056,1199497,IPUMS: marginals (5)
ROU,ROUr102,2480982,913217,IPUMS: marginals (5)
ROU,ROUr103,3046380,1068601,IPUMS: marginals (5)
ROU,ROUr104,2004263,726393,IPUMS: marginals (5)
ROU,ROUr105,1807003,669417,IPUMS: marginals (5)
ROU,ROUr106,2581143,929973,IPUMS: marginals (5)
ROU,ROUr107,2345883,850220,IPUMS: marginals (5)
ROU,ROUr108,2240661,907099,IPUMS: marginals (5)
RUS,RUSr101,38148581,15582263,LIS: survey + marginals (38)
RUS,RUSr102,16020145,6903394,LIS: survey + marginals (38)
RUS,RUSr103,13481106,5136932,LIS: survey + marginals (38)
RUS,RUSr104,6244785,1865573,LIS: survey + marginals (38)
RUS,RUSr105,19111728,7612411,LIS: survey + marginals (38)
RUS,RUSr106,11992039,4859703,LIS: survey + marginals (38)
RUS,RUSr107,29670567,12024372,LIS: survey + marginals (38)
RUS,RUSr108,9424723,3872539,LIS: survey + marginals (38)
RWA,RWAr101,1268349,292836,No data (105)
RWA,RWAr102,2757268,575617,No data (105)
RWA,RWAr103,2602607,549675,No data (105)
RWA,RWAr104,1861924,394043,No data (105)
RWA,RWAr105,2877229,591172,No data (105)
SAU,SAUr101,9804668,4034866,No data (105)
SAU,SAUr102,8832700,3471960,No data (105)
SAU,SAUr103,6144721,2280577,No data (105)
SAU,SAUr104,6166956,2362457,No data (105)
SAU,SAUr105,790742,322278,No data (105)
SDN,SDNr101,859043,197565,No data (105)
SDN,SDNr102,1461090,329297,No data (105)
SDN,SDNr103,979579,207806,No data (105)
SDN,SDNr104,1614169,315953,No data (105)
SDN,SDNr105,1969275,384638,No data (105)
SDN,SDNr106,5443515,1241042,No data (105)
SDN,SDNr107,6402018,1352912,No data (105)
SDN,SDNr108,1972101,402792,No data (105)
SDN,SDNr109,1480577,305162,No data (105)
SDN,SDNr110,1610531,312760,No data (105)
SDN,SDNr111,2502094,495035,No data (105)
SDN,SDNr112,3431608,662408,No data (105)
SDN,SDNr113,3056880,602883,No data (105)
SDN,SDNr114,1189554,232089,No data (105)
SDN,SDNr115,4921861,948125,No data (105)
SEN,SENr101,3153133,498047,IPUMS/DHS: survey + marginals (24)
SEN,SENr102,616860,84902,IPUMS/DHS: survey + marginals (24)
SEN,SENr103,1640369,179507,IPUMS/DHS: survey + marginals (24)
SEN,SENr104,1442014,166993,IPUMS/DHS: survey + marginals (24)
SEN,SENr105,800071,94465,IPUMS/DHS: survey + marginals (24)
SEN,SENr106,1767606,185523,IPUMS/DHS: survey + marginals (24)
SEN,SENr107,1954140,218428,IPUMS/DHS: survey + marginals (24)
SEN,SENr108,978147,113083,IPUMS/DHS: survey + marginals (24)
SEN,SENr109,741443,78505,IPUMS/DHS: survey + marginals (24)
SEN,SENr110,1248066,133345,IPUMS/DHS: survey + marginals (24)
SGP,SGPt,5535187,2338931,No data (105)
SJM,SJMt,-99,-99,No data (105)
SLB,SLBt,603143,133810,No data (105)
SLE,SLEr101,595090,105693,IPUMS/DHS: survey + marginals (24)
SLE,SLEr102,330632,53124,IPUMS/DHS: survey + marginals (24)
SLE,SLEr103,366191,53015,IPUMS/DHS: survey + marginals (24)
SLE,SLEr104,725058,132900,IPUMS/DHS: survey + marginals (24)
SLE,SLEr105,571202,95032,IPUMS/DHS: survey + marginals (24)
SLE,SLEr106,463086,75220,IPUMS/DHS: survey + marginals (24)
SLE,SLEr107,720163,132648,IPUMS/DHS: survey + marginals (24)
SLE,SLEr108,446834,77907,IPUMS/DHS: survey + marginals (24)
SLE,SLEr109,607463,109719,IPUMS/DHS: survey + marginals (24)
SLE,SLEr110,233165,38915,IPUMS/DHS: survey + marginals (24)
SLE,SLEr111,357656,69857,IPUMS/DHS: survey + marginals (24)
SLE,SLEr112,291433,45321,IPUMS/DHS: survey + marginals (24)
SLE,SLEr113,371325,76021,IPUMS/DHS: survey + marginals (24)
SLE,SLEr114,1060652,232481,IPUMS/DHS: survey + marginals (24)
SLV,SLVr101,1324421,318266,No data (105)
SLV,SLVr102,2916645,758751,No data (105)
SLV,SLVr103,804546,192299,No data (105)
SLV,SLVr104,1434354,581838,No data (105)
SMR,SMRt,-99,-99,No data (105)
SOM,SOMr101,1518099,295834,No data (105)
SOM,SOMr102,540474,105255,No data (105)
SOM,SOMr103,500598,97727,No data (105)
SOM,SOMr104,291000,56994,No data (105)
SOM,SOMr105,651295,126404,No data (105)
SOM,SOMr106,586339,114104,No data (105)
SOM,SOMr107,293325,57436,No data (105)
SOM,SOMr108,556656,108679,No data (105)
SOM,SOMr109,554218,107989,No data (105)
SOM,SOMr110,1068287,207403,No data (105)
SOM,SOMr111,638347,123920,No data (105)
SOM,SOMr112,393821,76870,No data (105)
SOM,SOMr113,572123,111089,No data (105)
SOM,SOMr114,998254,193715,No data (105)
SOM,SOMr115,1495020,289810,No data (105)
SOM,SOMr116,1775291,346687,No data (105)
SOM,SOMr117,662816,128823,No data (105)
SOM,SOMr118,701070,136527,No data (105)
SRB,SRBr101,1605078,615316,LIS: survey + marginals (38)
SRB,SRBr102,1888046,749783,LIS: survey + marginals (38)
SRB,SRBr103,1952015,677448,LIS: survey + marginals (38)
SRB,SRBr104,1650802,573120,LIS: survey + marginals (38)
SSD,SSDr101,1294285,250153,No data (105)
SSD,SSDr102,1563854,291748,No data (105)
SSD,SSDr103,759372,141838,No data (105)
SSD,SSDr104,1451635,268009,No data (105)
SSD,SSDr105,997278,183754,No data (105)
SSD,SSDr106,405026,78025,No data (105)
SSD,SSDr107,848458,159047,No data (105)
SSD,SSDr108,833201,162699,No data (105)
SSD,SSDr109,1403635,282755,No data (105)
SSD,SSDr110,1158845,218957,No data (105)
STP,STPr101,130428,30572,No data (105)
