"country","GDLCODE","X1","X2","X3","X4","X5","X6","X7","X8"
"Tanzania","TZAr201",45159.58,49218.88,716248.64,214599.85,87589.08,531024.19,271691.9,132526.54
"Tanzania","TZAr202",71612.93,49331.78,997267.51,404818.51,75592.09,804060.82,457773.75,205592.43
"Tanzania","TZAr203",49212.36,33437.46,463728.65,162343.4,75086.42,444341.38,245934.38,130066.5
"Tanzania","TZAr204",50071.18,44221.98,635158.41,190836.95,86732.19,571899.37,308538.04,135013.64
"Tanzania","TZAr205",67551.53,64410.39,661523.56,181573.32,99670.09,656288.26,307409.79,136189.72
"Tanzania","TZAr206",38387.35,35288.46,266079.89,75472.88,70413.09,343834.45,158952.18,87872.47
"Tanzania","TZAr207",193910.61,175465.95,916256.2,240649,195593.13,1476201.66,695737.49,380507.21
"Tanzania","TZAr208",32410.73,34547.89,194853.2,64029.35,71834.61,238460.05,118478.83,98280.78
"Tanzania","TZAr209",47634.59,61781.08,315921.19,98675.19,110469.02,350995.34,159134.02,107272.45
"Tanzania","TZAr210",29232.46,34247.09,416111.13,106646.91,71943.43,435051.72,178966.34,79147.23
"Tanzania","TZAr211",52791.93,37337.42,478783.13,187482.72,61960.97,426811.21,235741.27,131328.07
"Tanzania","TZAr212",83692.35,72517.39,920297.29,291925.43,101070.95,662980.16,344710.03,201457.62
"Tanzania","TZAr213",21173.81,20893.78,434594.61,122104.07,48611.35,418685.92,198042.35,79610.97
"Tanzania","TZAr214",37028.71,34480.48,562097.58,159878.77,79588.01,888076.08,375325.37,118512.47
"Tanzania","TZAr215",22678.46,31708.18,597048.54,152184.44,49611.41,458659.93,173598.83,65030.45
"Tanzania","TZAr216",29562.32,30626.41,806174.64,231165.82,45017.35,506209.8,255499.19,75188.55
"Tanzania","TZAr217",163282.43,159520.41,2821034.26,872303.87,306700.52,3218500.87,1812719.3,566066.53
"Tanzania","TZAr218",163282.43,159520.41,2821034.26,872303.87,306700.52,3218500.87,1812719.3,566066.53
"Tanzania","TZAr219",163282.43,159520.41,2821034.26,872303.87,306700.52,3218500.87,1812719.3,566066.53
"Tanzania","TZAr220",23523.71,22514.61,487930.05,206404.66,49587.37,483478.06,319838.76,108757.8
"Tanzania","TZAr221",4202.35,4757.96,65190.28,17034.01,8111.1,52137.69,22085.76,9639.53
"Tanzania","TZAr222",3041.04,3475.04,27780.27,7470.63,7980.29,38509.09,15820.28,7205.09
"Tanzania","TZAr223",10690.74,11890.51,126240.15,36443.81,28322.71,235746.68,103612.5,35602.3
"Tanzania","TZAr224",2476.15,3343.17,79773.08,19390.35,9956.79,58845.78,27216.41,8614.41
"Tanzania","TZAr225",2683.04,2796.23,66076.28,17293.89,8922.13,60465.47,26652.8,8686.08
"Uganda","UGAr101",191880,112480,1560820,376960,115230,1070860,587090,337420
"Uganda","UGAr102",147850,87820,1371840,323060,93560,890800,495670,272310
"Uganda","UGAr103",87740,51380,427020,142910,32140,377080,234050,177540
"Uganda","UGAr104",94300,84700,2083150,306440,128480,1340930,495690,211990
"Uganda","UGAr105",84590,71760,1880280,272550,109330,1406810,453640,165960
"Uganda","UGAr106",70180,80120,2048190,412490,99080,1177400,517830,170590
"Uganda","UGAr107",28240,38920,881970,222590,63100,1000320,390220,99800
"Uganda","UGAr108",115600,101620,2017760,349160,106920,1225160,530240,215570
"Uganda","UGAr109",91380,87800,2063850,312470,120320,1010700,437650,222110
"Zimbabwe","ZWEr110",24933.2331313579,16259.0500840409,128176.183913146,44218.1610226024,32175.167349932,168682.601492245,139573.656986946,82848.5343612355
"Zimbabwe","ZWEr101",49241.1181825605,31388.439120059,466953.463207665,211327.306055102,71834.3391430143,385274.934931881,306239.006607722,171547.099149731
"Zimbabwe","ZWEr102",28402.9063502848,24489.4377196347,364053.445244027,89969.4334675214,50895.2647171651,319714.249109136,157890.303979886,79540.2412920262
"Zimbabwe","ZWEr103",43048.1549371504,31993.6146814998,339140.384631383,122507.706154318,69635.534603113,334278.807621143,218145.617380667,134268.284564983
"Zimbabwe","ZWEr104",37783.127552616,33405.6909915281,426043.595254272,107156.419412438,73367.4505653308,449564.752075601,218165.789899382,110545.402556506
"Zimbabwe","ZWEr105",17953.5416560749,12627.9967153965,154723.218541679,61183.2492616575,42342.1167821362,180342.317309337,146230.588162794,83030.0870296677
"Zimbabwe","ZWEr106",21322.3522814283,11054.5402556506,96727.2272369428,53396.6570377868,44137.4709477437,148066.287365831,161319.632161383,114015.075775433
"Zimbabwe","ZWEr107",37198.12450989,30339.4681468951,413435.77105759,138807.101275788,74739.1818379298,414787.329811474,274426.944594655,150386.127018021
"Zimbabwe","ZWEr108",37742.7825151867,22068.7354738718,352615.627132797,164284.992412443,75667.1176988056,336820.544979194,285078.034476012,153149.762081933
"Zimbabwe","ZWEr109",73427.9681214749,68707.5987422372,547159.397617276,119320.448197397,82868.7068799502,692784.81021863,303233.301319234,162590.500840409
"Armenia","ARMr111",36070,40000,326430,71830,17830,375370,133300,49600
"Armenia","ARMr101",3160,3960,45830,6610,1540,47490,20790,2240
"Armenia","ARMr102",4740,6900,79890,11850,2680,103970,42300,6390
"Armenia","ARMr103",4390,6640,76880,9870,2240,112710,43730,5860
"Armenia","ARMr104",3810,4580,70360,8630,2380,94720,43200,4830
"Armenia","ARMr105",11090,12620,80440,15420,3440,67900,33280,6860
"Armenia","ARMr106",6970,8200,79890,11640,3880,104740,29610,4840
"Armenia","ARMr107",8510,8080,83480,15880,3740,87860,36930,6020
"Armenia","ARMr108",5890,6920,47630,9570,2320,45710,17260,4040
"Armenia","ARMr109",1440,2040,17140,2070,590,19160,7450,1040
"Armenia","ARMr110",4500,6400,36620,6410,2380,48940,19120,3160
"Bolivia","BOLr101",28012.93,15426.94,169774.73,67365,14155.72,130917.65,92600.95,47975.7
"Bolivia","BOLr102",206034.4,96184.4,855490.68,493846.2,50874.56,353779.6,376571.84,241094.96
"Bolivia","BOLr103",114729.78,55654.68,556015.24,274385.14,34663.38,291423.94,254196.56,145768.94
"Bolivia","BOLr104",36660.92,16403.9,154474.35,87341.46,7718.43,63543.2,75920.36,42480.29
"Bolivia","BOLr105",59135.5,26981.12,255160.11,133596.05,16096.62,120740.08,137846.34,63283.43
"Bolivia","BOLr106",19923.96,15105.04,155818.84,51402.58,11983.16,105805.74,68607.54,31229.92
"Bolivia","BOLr107",90762.26,70035.84,840349.08,254222.38,68129.72,646595.74,422753.6,188251.12
"Bolivia","BOLr108",12199.75,9563.22,117114.31,35683.16,12472.17,112303.38,75052.16,32623.67
"Bolivia","BOLr109",4286.16,2917.68,37673.25,7379.22,3024.27,28047.99,13596.75,6717.54
"Cambodia","KHMr101",5072.31,17025.34,373829.12,45307.97,12176.83,205115.24,55508.47,15536.12
"Cambodia","KHMr113",7797.54,24094.73,606939.56,47862.57,19499.54,331810.95,118532.16,30284.22
"Cambodia","KHMr102",12689.88,47031.43,883727.23,113219.75,35619.92,493957.98,127228.88,43750.3
"Cambodia","KHMr103",4467.94,11270.33,314274.55,33306.17,3424.74,111793.72,35921.04,8746.31
"Cambodia","KHMr104",3555.64,12204.13,416477.72,47872.44,9128.96,183213.07,69260.72,13755.82
"Cambodia","KHMr105",3257.9,12162.67,356874.11,39064.93,8041.14,197076.24,57937.68,16003.43
"Cambodia","KHMr114",5637.92,15444.02,373019.99,37658.36,6208.6,154511.06,38590.97,19191.07
"Cambodia","KHMr115",2476.13,15777.8,410231.61,27936.74,12236.71,191551.43,32883.22,9270.16
"Cambodia","KHMr116",784.5,7214.3,150118.78,9111.71,5076.76,73359.74,6469.62,4251.1
"Cambodia","KHMr106",11617.71,47303.93,1316966.03,159512.1,38578.67,782260.99,361867.86,86245.3
"Cambodia","KHMr108",11617.71,47303.93,1316966.03,159512.1,38578.67,782260.99,361867.86,86245.3
"Cambodia","KHMr109",8538.95,21196.77,543533.68,65769.86,30741.33,346252.43,104611.42,35759.01
"Cambodia","KHMr110",2952.76,8690.1,278074.07,29395.94,5248.8,75168.89,26610.28,9458.25
"Cambodia","KHMr117",5405.21,21133.11,619471.77,66033.99,13688.16,295551.5,99582.54,33510.58
"Cambodia","KHMr107",1602.69,7806.83,199449.65,19389.59,4156.08,105015.44,29399.14,5626.65
