GDLCODE,X1est,X2est,X3est,X4est,X5est,X6est,X7est,X8est
CUBr101,38884.717456359,69517.4243324804,387224.859807279,63788.2606615795,16416.8795513819,141604.159123704,66038.8097322968,27831.8893349193
CUBr102,39947.4965716267,69092.3984386208,364352.849455731,60370.948955609,15316.2536578407,130647.781878752,60786.5628955765,26512.7081462427
CUBr103,160354.312959346,259638.733338385,942912.343874758,165770.424148925,36626.2315331206,270744.963467848,121588.28364943,78786.7070281888
CUBr104,26583.2403259021,45379.6411323519,235950.425802277,39006.7623167649,9707.74435501269,83568.6022521039,38795.2281002966,17260.3557152911
CUBr105,42471.4929410434,79295.8551325655,486978.004070241,78399.8754391706,20485.0783589705,177068.924789323,81948.2963006936,32651.4729679921
CUBr106,15155.3692246947,27849.364482178,162627.627833156,26666.8899210185,6893.57557448682,59822.8638728911,27750.4129595784,11278.8961319965
CUBr107,15304.466387648,29171.4098490237,208185.127263528,33076.6533077845,8597.84643283667,79154.0712263793,37830.2950228157,13699.1305099843
CUBr108,12246.3451485761,22440.3337839376,129563.249548831,21247.3344936042,5497.92938440349,47552.1823663226,22018.4904608474,9077.13481347705
CUBr109,30647.9843845538,58451.6547377147,377258.129836367,60083.1319590636,15579.0116501662,139769.018911415,64152.8971987322,24709.1713219874
CUBr110,20470.3534025463,38943.0768261202,290029.696330775,45490.3058144478,12032.2529022424,114368.147138551,52615.1218345878,18903.0457507301
CUBr111,38611.9448886476,73667.8120607786,510809.842550972,81810.7371576918,21157.2325922531,194292.783078513,90611.338940087,33749.3087310575
CUBr112,27866.4210498074,53029.4585960738,396266.498236303,61654.631040379,16740.9922082424,156183.895537895,71498.0974421422,26029.0058891578
CUBr113,63216.3433898224,113680.865860065,642877.008146,105774.420386293,27251.7023119318,235742.718464165,109236.690867909,45566.2505738139
CUBr114,27263.453478759,47570.5532917381,258526.409166092,42696.469274472,10899.4403244217,93539.2705915377,43666.0681960972,18748.3356768827
CUBr115,4209.56100426514,7259.39581371686,37365.8830719615,6187.09772576955,1515.50713156009,13103.3294602007,6119.56383041815,2720.66196210808
CYPt,145768.941351379,226660.956344514,496439.967172968,94202.5089460636,19272.1735164017,82713.8246219018,37950.7315928044,57975.8964539669
CZEr101,180393.003368659,278601.354637204,527012.583609655,103077.266161631,17877.28001906,62899.3477626143,30966.6339178329,62536.5305233438
CZEr102,144749.350849999,225995.316608287,582870.074012722,107638.774301393,22997.8002993668,116990.768375692,55530.3918770948,64608.5236754448
CZEr103,160677.921312392,248733.690420008,513605.688973293,98865.0355697559,18289.934507005,76773.2867299056,35468.281925856,60935.1605617848
CZEr104,109928.972198303,174434.900584132,503693.445485141,92373.0303273815,19814.3515961223,116556.628032076,54057.9733992496,51462.6983775937
CZEr105,194953.397041803,299168.182863192,635521.997846137,122185.990350314,24748.0834572527,105286.803737207,48704.7724176884,76866.7722864061
CZEr106,235968.192520267,366443.527801642,704481.734054911,136684.504697635,24213.7673587982,89358.0117944828,42523.829960597,83814.4318116674
CZEr107,160769.70744393,248432.176297475,514465.127015569,98898.7052032253,19181.5757198108,80077.9206426804,37049.0959411181,61476.6917361901
CZEr108,154283.978085821,237490.891647797,518054.83068885,98891.9017625671,20002.4753056143,85764.063420104,40008.0364562244,60852.8226330228
DEUr101,1427639.28824101,2285886.57753183,4599547.67265852,877259.950125856,161485.577944084,608487.422347446,281502.53401499,556319.977136254
DEUr102,1688018.38638429,2702796.57042569,5438433.29645598,1037258.45712437,190938.024016812,719466.020069819,332844.197511922,657784.048011117
DEUr103,462072.451344387,739854.403752617,1488698.36077382,283935.626428681,52266.7297488881,196944.198140368,91111.6463544704,180059.583456774
DEUr104,326741.188192496,523166.672819906,1052690.04859354,200776.877477907,36958.9083517113,139263.40148775,64426.9691937258,127323.933882965
DEUr105,88143.8399337085,141132.863361325,283980.552486611,54162.883622668,9970.27684173875,37568.6060189272,17380.240585647,34347.7371493745
DEUr106,234689.301807304,375776.380848007,756118.608402575,144212.566083282,26546.5778728611,100029.11063424,46276.1383138761,91453.3160378542
DEUr107,811123.046425594,1298742.1261259,2613264.53478541,498421.253263467,91749.1379052678,345716.299482223,159937.594073984,316077.007938154
DEUr108,211608.77281496,339061.701973913,684984.516844581,130509.082319062,24078.7588930285,90744.7503602806,41930.7804172839,82833.6363768913
DEUr109,1041388.41162093,1667435.05290785,3355130.1680036,639915.385885622,117795.307890467,443859.842937263,205341.418648075,405806.412106187
DEUr110,2346996.80427908,3757929.98735823,7561520.46092781,1442189.43568316,265477.518371533,1000335.3420268,462781.84774788,914573.603605517
DEUr111,533102.937489617,853585.957802936,1717543.35679493,327582.646545335,60301.2516349762,227218.762435842,105117.468418134,207738.618878234
DEUr112,131195.680317477,210065.978947233,422684.35103842,80617.503959171,14840.0302753916,55918.1314194993,25869.2211438745,51124.1028989339
DEUr113,538109.795607878,861602.765593539,1733674.38008272,330659.275312343,60867.59593747,229352.78201315,106104.722873341,209689.682579562
DEUr114,295258.146943534,473093.475722197,955760.276089293,182099.585438847,33597.1407842933,126616.332961106,58506.1023756772,115577.939685052
DEUr115,376114.071265309,602220.823010215,1211758.89133308,231115.670546141,42543.6583816733,160307.077297382,74162.3356907819,146563.47247542
DEUr116,286071.803137248,458048.262182155,921662.010264755,175786.235234393,32358.6432816956,121929.324536692,56407.7622104342,111475.959152627
DJIr101,13422.8809889062,15276.2744538321,278596.31389379,58114.0465421326,23855.1059470833,248469.338600653,92721.5132919543,40790.5262816489
DJIr102,2277.80255105647,2732.02435103085,51837.492218906,10602.3701833888,4446.71615947296,46656.3071050369,16762.8455516732,7459.44187943485
DMAt,2450.07136473599,4647.44481825363,34779.7192784853,5413.54650293604,1478.27706373602,13817.630915013,6300.17375005288,2296.13630678715
DNKr101,251675.202820405,390700.766087362,747719.500560509,144462.430121538,25179.9599033017,88226.5715158477,42978.9217779976,87520.6472130394
DNKr102,115177.798552354,179500.524762992,347050.831409224,67322.0767533495,11734.9940887222,42143.3979839782,20538.2594862516,40747.1169631276
DNKr103,171133.545336853,265667.8390126,508432.64499019,98231.2423219461,17121.8131997169,59992.1081108523,29224.7117562576,59512.0952715849
DNKr104,182315.877128145,283027.298937694,541655.018304629,104649.939145837,18240.5990911147,63912.155793112,31134.3339914546,63400.7776080136
DNKr105,82664.9136996561,128329.071553579,245594.986286719,47449.944154257,8270.57727197937,28978.7863033075,14116.8014165374,28746.919313965
DOMr101,155419.146301625,295644.195860885,1921335.51429329,301667.952855634,74831.2091288671,712157.395643848,327156.548056435,125818.037859416
DOMr102,30011.8985867271,56860.2194477975,426276.563629282,65413.4057895325,16633.9449138703,169784.545186283,76594.0898616737,27947.3325848335
DOMr103,57694.1292864771,110908.861535577,776666.095603583,121183.383579048,29556.0175461289,295651.059350305,137012.248942148,49772.2041567324
DOMr104,22443.036353665,42587.337007365,317963.851135945,49095.4733927854,12510.0273697437,126620.4974318,57629.5409551546,20952.2363535417
DOMr105,10783.5409429627,19155.5196813989,187157.314835299,27596.7311557117,7551.22428967729,87100.5960924552,36829.9347412368,13706.1382612585
DOMr106,32071.6358825304,59749.3582197214,520692.256020023,77799.0667498448,19889.9784271247,218799.759518459,95832.6699453733,34795.2752369238
DOMr107,15570.6673721487,27525.324203853,273148.456756906,40311.2928681146,11053.1356042965,127227.763040328,53207.6821682398,20018.6779861129
DOMr108,13607.8147155907,23994.1990409144,240275.55826926,35454.5913953902,9806.44693890263,112874.666187168,47090.1393153209,17922.5841374528
DOMr109,24395.5527455593,46660.1496537548,369361.961627125,55421.2368365963,14198.0171583231,151263.648922325,65742.9860885151,24136.4469678016
DZAr101,513968.377717488,987532.061337791,6570259.52023841,1045566.06098301,272947.276122588,2469670.12858889,1141739.84378761,429964.731224205
DZAr102,208340.757247517,397493.775404794,2756206.91248432,441431.038492505,114159.332616986,1048357.07372529,488916.966613083,182103.143415499
DZAr103,190963.875954689,360798.457140145,2947427.95171192,451789.847867412,126468.408457821,1243089.90909225,547309.544568186,201800.005207574
DZAr104,80530.0557911764,142007.773011941,1311803.8904169,200899.389568372,58298.2506366042,597701.478155365,265577.424710591,98320.7377090467
DZAr105,190159.184901146,352878.017368468,2705852.07132785,426826.143159409,117348.80004683,1110809.25316195,508901.186464433,188082.343569917
DZAr106,68594.7530986297,125125.521445402,1096174.16307259,166087.85905461,46361.1714985028,468579.601858982,207217.671643236,76424.258328047
DZAr107,128332.622828649,241660.174066851,1933943.99029205,298525.815136017,82781.5220821568,805927.190540261,356618.828885416,131765.856168603
ECUr101,321844.799516484,600847.938515198,3629528.1920106,586731.207255941,153276.812004864,1318298.68741157,606891.500175328,245297.863110021
ECUr102,349646.843480918,605995.538575493,3197741.25699031,526696.60989957,133603.119197465,1147263.45952947,530076.8260521,233073.346274672
ECUr103,64473.9532629477,122431.55403978,984815.021042128,149825.534793905,42155.9388705822,413722.150910535,180666.76714288,67115.0799372423
EGYr101,296831.09360579,541962.013251467,3921117.65338147,633704.380970291,184886.421666158,1752911.87972467,792235.016979564,286774.540420595
EGYr102,145087.694082202,264904.925651863,1916598.12873133,309747.561307961,90370.3997475327,856803.576300232,387235.549983827,140172.164195051
EGYr103,14964.7755148202,27733.6014472179,179718.407996815,29667.9050270337,8023.13612984846,72463.1997932119,34588.9226871831,12779.0514038701
EGYr104,2879.30628334042,5247.55036537233,37368.0869435929,6098.731944878,1774.34013405323,16639.026727586,7661.35314424128,2756.60445693585
EGYr105,51564.5029343439,90568.2855244526,743304.905150786,119572.251977977,36091.8289541866,364494.829986107,163843.734757229,59397.6607149182
EGYr106,209335.524459512,366445.422972054,3058148.28474893,485531.797905313,149368.505944401,1546204.86583014,675957.750548418,246220.847591233
EGYr107,239302.118067045,402616.308098694,3573748.67635077,571398.829750022,184105.766609461,1941058.24764638,834596.814381749,305843.239095886
EGYr108,128972.754078073,219348.037963316,1929676.95488134,307787.242734722,98147.9651371667,1024565.62329349,442583.634545082,162286.78736681
EGYr109,109645.278751796,187741.788475744,1632582.59630225,259186.22882235,82483.9005689948,861760.409712779,372459.774909756,136376.022456329
EGYr110,176562.816368606,304126.43602223,2577224.42233709,411776.530719693,130383.71172489,1349263.45241789,586976.586433044,216386.043976553
EGYr111,136820.383731569,239248.802306262,1969389.83026931,312552.163060726,96700.4316279839,990246.131860581,435239.938507928,159055.318635637
EGYr112,229432.192681726,371001.027368188,3428962.33724525,558122.342326653,182673.157543521,1912937.81864724,821264.323797831,308850.800389594
EGYr113,21909.7751185552,37834.0575081866,320632.746142044,51231.7043524321,16091.424984885,166740.270856689,72608.3916440651,26607.6293931432
EGYr114,263284.54015781,443326.738927619,3921115.90393606,629162.237111008,200828.630330166,2100151.50791408,906743.200146781,333144.241476477
EGYr115,84695.4435135218,128274.57804563,1346949.03706654,221428.896735549,76159.2741738808,822664.12357077,339940.721219122,130329.925674983
EGYr116,83089.4295840384,128909.257858323,1308651.0093457,214959.361804868,73030.4669315561,780599.134515414,324944.839964467,123478.499995638
EGYr117,134368.429134851,200599.654277254,2174435.07446848,358151.260417802,124523.347932109,1350532.02007975,555507.506744121,213030.706945638
EGYr118,122579.622415298,175728.243025905,2096762.73288142,353863.873122714,125487.036118315,1372313.33916742,556496.543656785,216398.609612147
EGYr119,120186.321922995,175650.113203607,1971119.29175762,332355.808163926,115496.902911779,1244673.96141081,513676.745861834,197037.854767431
EGYr120,119331.583963299,188982.653291421,1829851.49748492,297463.763724611,100527.038615413,1062165.97868758,449302.848418591,169603.635814165
EGYr121,48594.8415430377,79220.6144848994,728216.38354405,117761.648970391,38256.1844531392,402591.923765585,172889.815228931,64416.5880099672
EGYr122,24261.8589360068,41331.1502813381,363721.841776866,58001.525711279,18385.7249594065,192279.046980404,83186.1439852548,30478.7073694451
ERIr101,1595.74606593816,1913.95742716273,36315.4717857583,7427.63700124737,3115.20847780748,32685.7209285036,11743.4431841359,5225.81512944642
ERIr102,17201.1672627154,24259.5773725992,331069.185475062,55081.2108741922,18111.9490952131,201639.358570143,82326.6347309468,33303.9166191281
ERIr103,6468.48803907376,7923.03720318458,149610.15381064,30317.9143323027,12804.2110984622,134220.739304791,47877.7952479036,21297.6609636423
ERIr104,6962.46421569112,8528.09229506764,161035.366521259,32633.1891406377,13782.0246469782,144470.715377103,51534.0577467387,22924.0900565249
ERIr105,9445.34447184685,11569.290256901,218462.093566742,44270.4914667426,18696.8243250455,195990.331951088,69911.5876750939,31099.0362865404
ERIr106,15717.3880080891,18851.6281855877,357691.222267248,73158.9162109004,30683.4160001533,321939.79300546,115667.684862815,51471.9514597471
ESPr101,380066.440362961,588553.766661049,1144064.35686743,219850.16534067,39958.0126745879,151975.197051252,68115.0844414307,134552.976600618
ESPr102,145428.098615094,225664.65683702,438746.073515019,84060.1452926925,15198.5761615453,58223.2014941625,26086.932142744,51372.3159417237
ESPr103,81380.0547239983,126021.486383146,244967.747956736,47074.449586808,8555.83369848375,32541.0205671152,14584.8428345309,28810.5642491824
ESPr104,311325.999811471,479584.504567291,899288.524024957,175579.700804536,31122.8055028968,111915.304919498,51513.056766087,104286.103603264
ESPr105,91584.3386799086,141081.791172356,264548.238197683,51651.1656383901,9155.5525769525,32922.689384823,15153.8555731279,30678.3687767585
ESPr106,44852.5124773481,69093.6790883492,130154.388491892,25357.9680851933,4519.64342190784,16417.1674443562,7511.54197242708,15127.0990185267
ESPr107,186447.541844772,289027.120371926,551113.823103881,107058.605631148,19298.0958978944,72422.1669436427,32855.065204171,64465.5810025644
ESPr108,921342.393679194,1419288.89870122,2661366.67620157,519612.952078177,92105.2534559127,331203.673918364,152448.440076768,308625.7118888
ESPr109,346834.788787984,537460.176612493,1029577.61396773,199179.830849383,36104.929559861,135191.965738953,61153.469004495,120739.225479096
ESPr110,259555.386032667,402416.352131481,876239.459570842,166737.896130096,33991.1991196117,148735.753122901,68387.5726452963,99471.3812471046
ESPr111,133435.777842587,207346.471773637,465342.653098753,88549.6880682592,18613.0844183225,83606.1353146687,39132.7366626959,52386.4528210769
ESPr112,1053865.74817536,1627274.78456367,3080328.51670376,598985.538722952,107243.977548268,396126.319887775,179032.166141399,358779.948256812
ESPr113,672577.035777533,1053530.78175252,2079855.45492413,395044.114887005,74480.3402785384,287444.007970011,127937.656761995,244125.607648263
ESPr114,147209.477258559,226647.321787367,475202.352611939,92097.6707989538,18606.5895927304,79067.3275803404,36347.4580853147,55365.8022847948
ESPr115,1071216.03787312,1658397.28795797,3563500.76878721,680233.119425399,139154.186925096,604813.013321097,276664.012958728,410607.572751382
ESPr116,196032.851522479,302865.116505882,611320.705141671,119196.335374798,23738.9940102784,95060.1550859409,43800.1294884593,73079.7128704905
ESPr117,9960.62219075559,15586.3679853113,36652.8761321277,6830.06536949256,1475.34593637126,6816.76967268699,3177.59552582425,4063.35718743038
ESPr118,8290.60288857703,13237.2499209618,38303.2182918342,6935.9871015583,1501.49590864779,8720.2658617456,4031.93110039967,3742.24892627555
ESPr119,277270.401487783,426892.310728996,895047.992495946,173466.808211431,35045.6822670008,148924.037168214,68460.7708963899,104281.996744239
ESTr101,82844.8165005473,128382.666032335,241832.890485023,46988.2468622567,7957.32174319509,27309.891043393,13494.6905522748,27726.476780975
ESTr102,11630.9564502064,18966.0312987288,56483.6340954238,10151.8564487261,2144.72191148492,12994.1838911271,5928.79178568515,5484.82411861771
ESTr103,10640.8973964434,17636.8353804592,69434.820787821,12015.0078422121,2558.41445822807,20673.4542923332,9346.02089735433,5531.5489451487
ESTr104,14155.1506826684,22913.4520211838,66534.573556243,12113.0160903697,2534.72298917269,15187.0473283571,6944.65627619352,6563.38105581163
ESTr105,34763.1649829808,55332.6242065049,141907.965253873,26292.9528601371,5506.38324691305,27849.4130644948,13175.2226266366,15474.2737584595
ETHr101,106404.154897256,127239.18399846,2359787.29122391,482866.981829448,209759.308559228,2239335.57396025,808881.899793837,349705.605737611
ETHr102,12784.8861269935,15775.3148576983,294242.988499954,59057.9231078993,25798.6706347054,277886.826772619,98630.4140043837,42748.975995747
ETHr103,362384.720985305,442817.787814054,8308186.64014284,1675612.82521703,729542.895100004,7875348.92980838,2806344.25455962,1213588.94637278
ETHr104,607983.857657483,742928.857879354,13938897.1750198,2811226.55129025,1223976.28267417,13212712.1963781,4708289.028199,2036075.05090183
ETHr105,50213.7091418797,61958.8679959811,1155663.93746588,231954.930533349,101326.43581104,1091423.7448278,387379.1969803,167900.177243772
ETHr106,15986.8654206209,19535.2286387576,366521.693696766,73920.8779580339,32184.3151963541,347426.743431555,123803.917007297,53538.3586506159
ETHr107,335584.580358587,409682.484669441,7707485.02478958,1553694.8312977,672331.128796077,7285129.12279157,2600376.31457913,1122879.51271792
ETHr108,5073.93871620313,6127.54768879848,103803.398924694,20875.8227174363,8473.88926074669,90113.7177817382,33821.6741867568,14634.010723626
ETHr109,4872.22712568355,5848.60287829854,92206.0108825896,18094.2577589676,6816.8941536176,72618.4179439743,29366.0774594928,12329.511797376
ETHr110,99370.9733794039,172012.791040352,1745248.80028364,261133.173789305,76973.2629575329,817949.00865135,344797.82683332,131075.163065094
ETHr111,9408.8473379203,11137.7567597127,181109.690708724,36032.4470861606,13996.7163210627,151118.724798961,59277.5210946953,25014.2958927635
FINr101,194781.381698521,301039.11989194,578908.316365516,112519.322433542,19774.9827947511,69148.3184037156,33717.1183637862,68307.4400482285
FINr102,227800.327788078,352070.662967985,677043.683935992,131593.370523092,23127.1979044705,80870.2015613664,39432.7761121856,79886.7792068298
FINr103,164098.349134117,253617.785068983,487715.50025571,94794.6610503684,16659.9189433662,58255.6956753337,28405.8127774281,57547.2770946933
FINr104,183653.569058363,283840.828688213,545835.426009315,106091.121095614,18645.2428700034,65197.8919057175,31790.8676480019,64405.0527247728
FINr105,4092.229920186,6324.63576767826,12162.4865406397,2363.95765265841,415.459504179389,1452.76111625602,708.374688522844,1435.09480987933
FJIr101,7174.55702126432,13308.1306129616,80191.85105519,13052.981347079,3376.06315968694,29299.6551937674,13557.9662224694,5485.7953875813
FJIr102,5416.88776394875,9368.94173112877,49406.312318916,8186.31160301259,2076.88676760838,17715.862864576,8242.66892848102,3595.1280223285
FJIr103,831.881724227986,1577.11363434623,13017.4296629861,1986.82907533069,556.876514916013,5465.84334071058,2404.23552728435,887.790520198072
FJIr104,2041.38908758,3884.7384780705,29028.9916967547,4516.58613711612,1226.38205846689,11441.4441465922,5237.68142454481,1906.78697087474
FJIr105,1134.74278629068,1890.91378488581,19346.974102802,2958.57377898713,873.597405936967,9180.02234469996,3936.09687254462,1531.07892385278
FJIr106,1824.0548636575,3039.57031298055,31099.507867003,4755.79219912188,1404.27382877384,14756.528623611,6327.12252585578,2461.14977899649
FJIr107,2294.45800417378,4185.38213548226,36666.4426769494,5555.5505397912,1550.75652615386,15673.7384349501,6931.32089307828,2556.35078942117
FJIr108,8249.26556143779,15698.2515177099,117306.329765475,18251.551702154,4955.81726268029,46234.9445021703,21165.5020888254,7705.33759954708
FJIr109,1819.28070853975,3233.28419400545,28657.1948519147,4404.87781701149,1261.04031224041,12704.0573445618,5723.88482720647,2105.37994451988
FJIr110,866.752120152159,1486.33540318359,15092.8135127522,2274.88632334831,675.195055880036,7158.70465073392,3025.6335537439,1159.6793802059
FRAr101,1642852.32245564,2561656.1956381,5076832.87262549,951158.621726817,181010.531634079,717993.091891697,329006.754859608,639128.609168564
FRAr102,164543.451025027,257527.202816564,568933.210101396,105855.155672472,22618.2983293479,99111.1362458228,45859.7177527309,71304.828056639
FRAr103,207603.085565331,329395.481495977,847297.247259598,151572.266044688,35481.7987573163,177447.437291635,83237.9072576444,100224.776327809
FRAr104,231309.548324562,360884.114709273,787552.988562046,147405.140200241,31543.3234232309,137448.943165719,63281.4790711425,99690.4625437858
FRAr105,321499.389390173,502858.662088531,1089383.22633369,205489.412588983,43641.2155099031,189313.299710062,87449.308711117,138597.485667542
FRAr106,182470.565025417,285434.375746039,628999.571005391,116984.947455005,25077.1155997089,109737.092839481,50511.7922374543,79197.5400915031
FRAr107,203049.520299505,317159.736274647,695150.823636235,130031.432769757,27916.3364868305,121838.793659747,56310.5409215105,88116.8159517692
FRAr108,504303.871665245,788246.89685902,1733747.90754464,323088.550480929,68630.4332312687,301788.58707831,139172.07287075,217186.680269836
FRAr109,291098.278172796,454165.187614212,991119.132784661,185506.317473335,39696.6195423379,172976.649610978,79638.4314061684,125458.383395512
FRAr110,249185.124267094,388472.364310328,796595.723757107,146688.222886247,28755.4274961701,117499.307260955,53122.1925760395,101386.63744606
FRAr111,146143.23441323,228273.130694694,500329.129669299,93589.0620786903,20092.5552600944,87692.4769690527,40529.0520740429,63421.3588408966
FRAr112,485562.36955204,763219.304558676,1580382.51816125,290972.008781142,58151.4428757671,238532.386776397,107726.946573508,203520.022721223
FRAr113,429833.106455661,675622.628845883,1398997.88320945,257576.390323299,51477.2496872639,211155.400886957,95362.8431655295,180161.497425954
FRAr114,228212.040774565,357995.739450946,762706.190523853,143303.337662662,29631.3162388208,126871.332610354,58793.2781706308,97069.7645681689
FRAr115,447853.617654459,698190.769721384,1431699.73625831,263638.736381764,51681.3444190853,211178.295588411,95475.0657483682,182219.434228221
FRAr116,403164.685821437,629887.259256739,1269303.9367438,235613.601882478,45416.0515304349,181576.216593431,82924.2309708888,160435.017200791
FRAr117,91700.3639270251,143068.908715726,312217.529220289,58437.2979800634,12505.0360364695,54490.2629440785,25087.3113656415,39521.2898107065
FRAr118,880242.296329622,1371852.02968072,2753807.74950798,512595.727621018,98443.8404134119,390800.938197494,178680.559919845,347992.858329912
FRAr119,172353.184159908,270370.070749257,576020.616918783,108227.359358749,22378.5374657548,95817.3726495256,44402.603234758,73310.2554632655
FRAr120,356473.123391342,560130.855610545,1178174.40309544,218213.690274577,44614.4566243613,189057.870506265,86292.9880345204,150033.612462949
FRAr121,666068.131400202,1038169.53360302,2127456.00133871,391439.875717004,75571.1086859564,309237.391220066,139039.544697492,267972.41333755
FRAr122,36032.7496651958,57184.3124058025,144161.713910649,25820.4425407492,5980.0002723214,29078.9725813837,13546.3863455022,17063.422278396
FRAr125,42724.0360363606,68065.6058927433,194434.314426868,35418.4937097943,7533.442099407,43778.9110593259,20162.275216162,19650.9215593394
FRAr126,46742.0714215767,72647.9836982011,162437.392430104,30681.3187501529,6350.11332312413,28033.278659911,12827.6673916266,18964.1743253032
FRAr127,15638.8393650268,26407.5483539721,126076.875750505,20969.2907200587,4882.2817771254,41786.9283688338,19380.1486154472,9468.08704903077
FRAr128,84095.8742192082,133953.276866446,384340.804541714,69806.6885122228,14835.1109270804,86458.401231317,39822.7717067401,38508.0719952715
FRAr129,11339.1133007545,20271.8703502811,112918.052269542,18601.1976481888,4787.30127039965,41292.9734146536,19257.4768388609,8116.01490731936
FSMt,2367.75940175513,3218.48826792615,46437.0965224739,7839.10706890223,2641.92322951384,29485.9078978212,11993.3796373884,4911.33797421922
GABr101,5709.89660059197,9173.99792979605,98648.5571432267,15193.400863144,4705.86853255406,50098.1518633445,20888.9373096899,8268.18975765285
GABr102,4739.18779919247,7522.20793554235,82973.3438239649,12819.3789014843,4017.21820129249,42748.7683813949,17720.7365159126,7075.15844121598
GABr103,1504.03356859911,2223.06065465465,28262.3101753807,4522.04289425014,1467.72150786067,16271.7192684938,6479.49521055417,2588.61672020676
GABr104,2657.25259864318,3519.43348454158,50700.97963105,8755.81599338838,2998.26315924933,33410.6193581107,13615.2163659167,5624.41940910024
GABr105,1185.56131447035,1672.05027420992,22818.3827712215,3796.37915085987,1248.3354093931,13897.6512084471,5674.2238359081,2295.41603549011
GABr106,1461.04472152739,1817.86275979847,27823.5726256474,5153.61600658774,1851.7574556411,20485.4090242418,8129.02464937793,3433.71275717819
GABr107,1571.02324858897,2152.82736993762,30519.3100178242,5112.19293027908,1710.98023254143,18997.4034523477,7791.19712339894,3177.06562508204
GABr108,532.499547849394,768.239364091622,10222.0118711659,1641.66977032799,535.807802160868,5985.46953894193,2386.91416500457,968.387940457714
GABr109,2476.77074924053,3529.89126804047,47736.9797575794,7834.12541902951,2567.18861590425,28513.5342796386,11574.3437855461,4701.16612502116
GABr110,32274.4799680897,58614.1337725726,505418.104786853,77266.6497416728,21611.9671184537,217698.031470835,96463.4214397316,35723.2117017909
GBRr101,368111.371393425,574637.302438548,1107649.22395763,214638.651179714,37468.365635815,137298.848400084,65557.0948122507,130117.142182531
GBRr102,1026466.94566798,1590445.76524757,3020244.12075144,585603.134746262,100099.715653129,342812.687100623,169445.841143733,347729.789689268
GBRr103,766843.438768005,1192178.17396325,2271952.06817526,438114.555389343,76983.0728202337,265757.271017058,128439.11963224,267243.300234613
GBRr104,662317.395512511,1029676.07629891,1962269.35049559,378396.523451741,66489.7496818415,229532.724256354,110931.982848301,230816.197454752
GBRr105,815950.673849109,1268523.05857416,2417443.67528104,466170.600960422,81912.9263772029,282775.874975272,136664.123228181,284357.066754615
GBRr106,867089.539292774,1343500.53031783,2551297.04299426,494677.743358901,84557.4391803976,289584.867955353,143136.334737777,293738.502162706
GBRr107,1244754.91364676,1924745.76458385,3619257.56055646,702966.185872116,119911.115487475,408929.544699638,201676.431848059,415310.483305647
GBRr108,1289135.65334954,1993371.03357095,3748299.29074075,728029.882325938,124186.450290797,423509.600163666,208867.04353226,430118.046026106
GBRr109,787331.745188449,1217439.21253877,2289250.95229474,444639.81452354,75846.1178093727,258655.907727432,127564.274147041,262691.975770651
GBRr110,417311.435709925,664820.539010215,1330587.19774304,250801.832322735,45762.6720857112,178997.331592164,79651.5513370726,153782.440199138
GBRr111,768316.406819436,1190457.79384644,2260670.07843413,438327.311180636,74925.2123303496,256597.266065751,126831.185716681,260277.745606582
GBRr112,247838.115037112,394831.905207552,790225.703784388,148949.317108882,27178.1058898847,106305.165548618,47304.4557467716,91330.2316767915
GEOr102,21100.1942589743,36000.6157717087,175728.799342627,28846.9415249046,6793.06699625956,55199.2975496049,25108.7989588366,12762.2855970841
GEOr103,4282.83591886279,8059.40912535665,53916.520079065,8532.90637674428,2194.93378738857,19047.534433282,8794.27605750005,3520.58422180069
GEOr104,30095.3158449782,51464.8367493947,267485.302529745,43001.3677300289,10408.1733058779,86428.6322468427,38799.8380369863,19002.533556146
GEOr105,10477.2689476231,19927.5118877556,142277.926855984,22316.8134732787,5649.94654198141,50424.1886727766,23754.2672048294,9178.07641577111
GEOr106,18289.1026925014,33726.7567960831,208222.172755032,33513.0387789268,8527.53417736607,71526.8019544608,32660.6624084477,13861.9304371818
GEOr107,3204.25566984291,6022.23204670841,46946.8550585289,7264.23948360944,1969.7633424625,17976.0891935007,8177.25927693475,3107.30592841236
GEOr108,12554.5764061129,23625.1095230565,158049.265418526,25013.1051253277,6434.1628916397,55835.3695824523,25779.2763467928,10320.1347060918
GEOr109,6162.211435138,11563.0732011356,74116.9837338054,11816.4599642875,3110.45248280508,26038.8588815038,11966.5741730947,4917.38612822994
GEOr110,11418.0708471783,21055.9536472568,129995.197711101,20922.5273385834,5323.82539624655,44654.9022070379,20390.3801933557,8654.14265924009
GEOr111,105236.279817281,170612.545782233,548053.039199946,96790.244921694,20686.7621678561,131866.54561828,58159.8085192867,48623.773973423
GHAr101,59437.8535364343,84562.8852333153,1210235.20796842,199380.533026789,68712.4907770778,754557.001511422,301955.054724531,122726.973222006
GHAr102,52322.8428030208,66442.2267616173,1060288.61699492,200639.830381197,76150.5099359793,800265.278779899,316626.328262337,132853.366081034
GHAr103,107101.117370682,174480.898520147,2024923.64467318,307632.508802369,98528.1888925216,1077975.56545147,428994.744022392,165373.332267238
GHAr104,45131.667053262,62155.9847662267,948236.492729084,162571.872167382,60385.4671406021,663111.517951416,253598.917029929,105503.081162099
GHAr105,59601.0478428393,82136.5965956392,1222543.11581851,207832.160002468,75035.0133107965,822892.135110789,325539.27624176,133735.655077201
