"GDLcode","iso_code","country","region","shdi","ID","Ruralpop","Population","Urbanpop"
"FRAr127","FRA","France","French Guyana",0.789357107,544,77831.15593,249058.1743,171227.0184
"FRAr129","FRA","France","Mayotte",0.781143441,545,35171.32463,230187.3457,195016.021
"FSMt","FSM","Micronesia (Federated States o","Total",0.613341157,546,58549.56887,80938.21131,22388.64244
"GABr101","GAB","Gabon","Estuaire",0.688939894,547,56977.7739,770992.9841,714015.2102
"GABr102","GAB","Gabon","Haut Ogooue",0.682690151,548,99410.00486,452941.3354,353531.3305
"GABr103","GAB","Gabon","Moyen Ogooue",0.656261248,549,24820.37825,75863.21219,51042.83394
"GABr104","GAB","Gabon","Ngounie",0.622308171,550,57120.5211,112124.3704,55003.84934
"GABr105","GAB","Gabon","Nyanga",0.63909297,551,23299.9245,54747.5477,31447.6232
"GABr106","GAB","Gabon","Ogooue Ivindo",0.599907834,552,31477.97374,71195.5176,39717.54386
"GABr107","GAB","Gabon","Ogooue Lolo",0.633453207,553,34759.46355,82326.14435,47566.6808
"GABr108","GAB","Gabon","Ogooue Maritime",0.649425051,554,13585.73595,140552.3839,126966.648
"GABr109","GAB","Gabon","Woleu Ntem",0.64547954,555,78803.63402,217476.4735,138672.8395
"GBRr101","GBR","United Kingdom","North East",0.895169944,556,263578.9926,2351611.132,2088032.139
"GBRr102","GBR","United Kingdom","North West",0.907496103,557,589319.5646,7179633.873,6590314.308
"GBRr103","GBR","United Kingdom","Yorkshire and The Humber",0.901584737,558,610651.0379,5348791.225,4738140.187
"GBRr104","GBR","United Kingdom","East Midlands",0.906841965,559,933810.7772,4856920.126,3923109.349
"GBRr105","GBR","United Kingdom","West Midlands",0.903323261,560,738787.9794,5785383.564,5046595.584
"GBRr106","GBR","United Kingdom","East of England",0.910135455,561,1469851.134,6205042.499,4735191.365
"GBRr107","GBR","United Kingdom","London",0.966134417,562,17368.14574,8665059.399,8647691.253
"GBRr108","GBR","United Kingdom","South East",0.932127768,563,1424376.283,9036357.43,7611981.147
"GBRr109","GBR","United Kingdom","South West",0.917899556,564,1392686.592,5235737.355,3843050.763
"GBRr110","GBR","United Kingdom","Wales",0.884091564,565,799942.2385,3080875.912,2280933.673
"GBRr111","GBR","United Kingdom","Scotland",0.912853162,566,1111693.5,5360901.162,4249207.662
"GBRr112","GBR","United Kingdom","Northern Ireland",0.886622868,567,721746.7761,1854505.541,1132758.765
"GEOr102","GEO","Georgia","Ajaria",0.785744398,568,106531.0678,311954.8848,205423.817
"GEOr103","GEO","Georgia","Guria",0.779487252,569,69333.60449,107333.5316,37999.92715
"GEOr104","GEO","Georgia","Imereti",0.773101883,570,228453.0359,502200.0173,273746.9814
"GEOr105","GEO","Georgia","Kakheti",0.759360178,571,156900.3524,301413.345,144512.9926
"GEOr106","GEO","Georgia","Kvemo Kartli",0.737343347,572,176063.8045,431293.1888,255229.3844
"GEOr107","GEO","Georgia","Mtskheta-Mtianeti",0.752002414,573,53851.18972,85704.91352,31853.7238
"GEOr108","GEO","Georgia","Racha-Lochkhumi-Kvemo Svaneti",0.735463007,574,30732.56659,30732.56659,0
"GEOr109","GEO","Georgia","Samegrelo-Zemo Svateni",0.761872897,575,192267.0072,309611.6658,117344.6586
"GEOr110","GEO","Georgia","Samtskhe-Javakheti",0.744221571,576,105189.4916,152001.6667,46812.17513
"GEOr111","GEO","Georgia","Shida Kartli",0.748136363,577,116408.4399,243524.9249,127116.485
"GEOr112","GEO","Georgia","Tbilisi",0.864532658,578,16625.33345,1046044.156,1029418.823
"GHAr101","GHA","Ghana","Western",0.622694386,579,960115.561,2728694.769,1768579.208
"GHAr102","GHA","Ghana","Central",0.552449902,580,643932.5863,2611422.441,1967489.855
"GHAr103","GHA","Ghana","Greater Accra",0.660755608,581,122573.5426,4605321.39,4482747.848
"GHAr104","GHA","Ghana","Volta",0.595170003,582,870883.4998,2454340.975,1583457.475
"GHAr105","GHA","Ghana","Eastern",0.592428614,583,896396.9888,2909221.201,2012824.213
"GHAr106","GHA","Ghana","Ashanti",0.607450521,584,1072036.491,5904239.338,4832202.847
"GHAr107","GHA","Ghana","Brong Ahafo",0.584711914,585,815366.7834,2606274.832,1790908.049
"GHAr108","GHA","Ghana","Northern",0.503499503,586,1221136.079,3015881.868,1794745.789
"GHAr109","GHA","Ghana","Upper West",0.526835012,587,468400.0307,776210.7178,307810.6871
"GHAr110","GHA","Ghana","Upper East",0.523863512,588,464297.4305,1125933.667,661636.2368
"GINr101","GIN","Guinea","Boke",0.44250904,589,649931.9199,1182523.252,532591.3318
"GINr102","GIN","Guinea","Conakry",0.655283238,590,2424.788279,1806190.189,1803765.401
"GINr103","GIN","Guinea","Faranah",0.404664955,591,681907.6694,1039483.103,357575.4336
"GINr104","GIN","Guinea","Kankan",0.392608666,592,1096007.184,2207322.222,1111315.037
"GINr105","GIN","Guinea","Kindia",0.45777476,593,827840.5611,1745220.542,917379.9808
"GINr106","GIN","Guinea","Labe",0.394089074,594,807700.8612,1089981.334,282280.4729
"GINr107","GIN","Guinea","Mamou",0.427492527,595,600118.3973,795804.0037,195685.6064
"GINr108","GIN","Guinea","N Zerekore",0.448237252,596,1026335.731,1724311.428,697975.6973
"GMBr101","GMB","Gambia","Banjul",0.556239754,597,0,32961.14124,32961.14124
"GMBr102","GMB","Gambia","Kanifing",0.5419135,598,859.9017475,357675.8583,356815.9566
"GMBr103","GMB","Gambia","Brikama",0.498606171,599,120431.7669,953019.1758,832587.4089
"GMBr104","GMB","Gambia","Mansakonko",0.433004521,600,62265.12144,91552.82292,29287.70148
"GMBr105","GMB","Gambia","Kerewan",0.413076285,601,157502.6597,261054.9645,103552.3049
"GMBr106","GMB","Gambia","Kuntaur",0.331893086,602,187467.7906,255519.3898,68051.59923
"GMBr107","GMB","Gambia","Janjabureh",0.399208606,603,33.45696366,3498.571069,3465.114105
"GMBr108","GMB","Gambia","Basse",0.352471046,604,130202.1709,280448.1216,150245.9506
"GNBr101","GNB","Guinea Bissau","Tombali",0.419858728,605,88246.81247,106533.9151,18287.10259
"GNBr102","GNB","Guinea Bissau","Quinara",0.436747274,606,57160.09643,71674.35561,14514.25919
"GNBr103","GNB","Guinea Bissau","Oio",0.428066269,607,180102.8895,259042.21,78939.32048
"GNBr104","GNB","Guinea Bissau","Biombo",0.467225681,608,32625.26187,122899.3453,90274.08339
"GNBr105","GNB","Guinea Bissau","Bolama",0.440620979,609,20267.38547,35209.67943,14942.29396
"GNBr106","GNB","Guinea Bissau","Bafata",0.366051928,610,160461.5283,243620.3396,83158.8113
"GNBr107","GNB","Guinea Bissau","Gabu",0.344076421,611,165064.5423,252450.3015,87385.75917
"GNBr108","GNB","Guinea Bissau","Cacheu",0.452107194,612,129128.0439,216276.6873,87148.64342
"GNBr109","GNB","Guinea Bissau","Bissau",0.550853268,613,2019.299637,442457.5862,440438.2866
"GNQr101","GNQ","Equatorial Guinea","Annobon, Bioko",0.708310052,614,38408.86268,361484.5914,323075.7287
"GNQr102","GNQ","Equatorial Guinea","Centro Sur",0.502827711,615,90897.65942,152165.6427,61267.98326
"GNQr103","GNQ","Equatorial Guinea","Kie Ntem",0.527584479,616,144533.1505,202754.3403,58221.18987
"GNQr104","GNQ","Equatorial Guinea","Litoral",0.624525283,617,33783.14631,393812.5109,360029.3646
"GNQr105","GNQ","Equatorial Guinea","Wele Nzas",0.484836633,618,80429.71598,213934.9157,133505.1997
"GRCr101","GRC","Greece","Attiki",0.895550393,619,180937.2583,3824789.211,3643851.953
"GRCr102","GRC","Greece","Voreio Aigaio",0.860484267,620,169300.5223,293828.4005,124527.8781
"GRCr103","GRC","Greece","Notio Aigaio",0.831741331,621,111148.5892,183684.48,72535.89084
"GRCr104","GRC","Greece","Kriti",0.869771862,622,269029.0993,611723.4126,342694.3133
"GRCr105","GRC","Greece","Anatoliki Makedonia, Thraki",0.834504804,623,321252.3233,597067.6537,275815.3304
"GRCr106","GRC","Greece","Kentriki Makedonia",0.860902633,624,639751.7012,1869367.071,1229615.37
"GRCr107","GRC","Greece","Dytiki Makedonia",0.867685644,625,163375.5841,277671.9211,114296.337
"GRCr108","GRC","Greece","Ipeiros",0.865205894,626,187187.2513,340390.2712,153203.0199
"GRCr109","GRC","Greece","Thessalia",0.849991755,627,313625.5635,718539.5256,404913.9621
"GRCr110","GRC","Greece","Ionia Nisia",0.86523155,628,127576.4783,194748.6116,67172.13335
"GRCr111","GRC","Greece","Dytiki Ellada",0.85216735,629,326063.85,644653.7933,318589.9433
"GRCr112","GRC","Greece","Sterea Ellada",0.835741715,630,344297.4199,521569.601,177272.181
"GRCr113","GRC","Greece","Peloponnisos",0.837253889,631,350509.6888,547281.5345,196771.8457
"GRDt","GRD","Grenada","Total",0.76337715,632,33100.86981,111812.8537,78711.98386
"GTMr101","GTM","Guatemala","Metropolitan",0.750550291,633,134374.7211,3314156.54,3179781.819
"GTMr102","GTM","Guatemala","North",0.573396039,634,630379.2822,1540290.027,909910.7446
"GTMr103","GTM","Guatemala","North-Oriental",0.645185765,635,575657.2724,1244487.686,668830.414
"GTMr104","GTM","Guatemala","South-Oriental",0.636450138,636,593909.2525,1189856.17,595946.9179
"GTMr105","GTM","Guatemala","Central",0.663822515,637,399831.5356,1766487.839,1366656.303
"GTMr106","GTM","Guatemala","South-Occidental",0.62959911,638,956107.7347,3876148.863,2920041.129
"GTMr107","GTM","Guatemala","North-Occidental",0.57370363,639,1065635.549,2330476.077,1264840.527
"GTMr108","GTM","Guatemala","Peten",0.629694546,640,359830.1027,727646.1144,367816.0116
"GUYr101","GUY","Guyana","Barima-Waini",0.581797866,641,27918.37068,27918.37068,0
"GUYr102","GUY","Guyana","Pomeroon-Supenaam",0.643675421,642,20260.91774,41355.9854,21095.06765
"GUYr103","GUY","Guyana","Essequibo Islands-West Demerara",0.658943934,643,27085.4891,104838.9118,77753.42266
"GUYr104","GUY","Guyana","Demerara-Mahaica",0.689839257,644,30647.61698,303876.4208,273228.8039
"GUYr105","GUY","Guyana","Mahaica-Berbice",0.667688848,645,25062.46399,50963.81602,25901.35203
"GUYr106","GUY","Guyana","East Berbice-Corentyne",0.659630151,646,25634.82783,107617.9558,81983.12793
"GUYr107","GUY","Guyana","Cuyuni-Mazaruni",0.625549039,647,11574.28231,19515.6292,7941.346893
"GUYr108","GUY","Guyana","Potaro-Siparuni",0.547256054,648,10438.39738,10438.39738,0
"GUYr109","GUY","Guyana","Upper Takutu-Upper Essequibo",0.588693262,649,22035.64738,26864.2925,4828.645126
"GUYr110","GUY","Guyana","Upper Demerara-Berbice",0.692607442,650,13828.04557,39142.55022,25314.50465
"HNDr101","HND","Honduras","Atlantida",0.648171651,651,172247.1235,476021.4716,303774.348
"HNDr102","HND","Honduras","Colon",0.60792507,652,201058.399,330655.5489,129597.1499
"HNDr103","HND","Honduras","Comayagua",0.605362873,653,305892.7909,556160.274,250267.4831
"HNDr104","HND","Honduras","Copan",0.564793678,654,272983.959,426797.0678,153813.1088
"HNDr105","HND","Honduras","Cortes",0.663720712,655,237117.0119,1743026.22,1505909.209
"HNDr106","HND","Honduras","Choluteca",0.573792744,656,284271.8959,476069.4901,191797.5942
"HNDr107","HND","Honduras","El Paraiso",0.574653648,657,354380.761,494423.1623,140042.4012
"HNDr108","HND","Honduras","Francisco Morazan",0.692938098,658,365758.0697,1702136.713,1336378.643
"HNDr109","HND","Honduras","Gracias a Dios",0.54037512,659,79599.88928,102307.9429,22708.05367
"HNDr110","HND","Honduras","Intibuca",0.546756536,660,212992.4989,258437.8301,45445.33111
"HNDr111","HND","Honduras","Islas de la Bahia",0.648172793,661,15367.25255,54631.66151,39264.40896
"HNDr112","HND","Honduras","La Paz",0.571057317,662,163896.7406,215036.1498,51139.40921
"HNDr113","HND","Honduras","Lempira",0.518079896,663,313424.4456,349522.7231,36098.27759
"HNDr114","HND","Honduras","Ocotepeque",0.577844528,664,118275.4994,161018.1941,42742.69471
"HNDr115","HND","Honduras","Olancho",0.591058889,665,426389.9916,585744.5452,159354.5536
"HNDr116","HND","Honduras","Santa Barbara",0.588285799,666,320619.8343,476405.7938,155785.9595
"HNDr117","HND","Honduras","Valle",0.591000953,667,114905.8639,185724.1155,70818.25156
"HNDr118","HND","Honduras","Yoro",0.609881077,668,311230.9433,645877.8077,334646.8643
"HRVr101","HRV","Croatia","City of Zagreb",0.894575392,669,77211.04906,880655.895,803444.8459
"HRVr102","HRV","Croatia","County of Zagreb",0.818942958,670,141153.8489,244292.9093,103139.0604
"HRVr103","HRV","Croatia","County of Krapina-Zagorje",0.796451634,671,118790.0829,130133.515,11343.43209
"HRVr104","HRV","Croatia","County of Varazdin",0.820650469,672,115349.4803,176624.8687,61275.38845
"HRVr105","HRV","Croatia","County of Koprivnica-Krizevc",0.805878981,673,80334.04873,112797.1024,32463.05365
"HRVr106","HRV","Croatia","County of Medimurje",0.815620588,674,72107.33617,112566.2614,40458.92527
"HRVr107","HRV","Croatia","County of Bjelovar-Bilogora",0.795278578,675,79253.32062,115402.8382,36149.51759
"HRVr108","HRV","Croatia","County of Virovitica-Podravina",0.778292161,676,58539.71758,82325.20165,23785.48407
"HRVr109","HRV","Croatia","County of Pozega-Slavonia",0.785454988,677,56962.45646,75860.4183,18897.96185
"HRVr110","HRV","Croatia","County of Brod-Posavina",0.788280501,678,81106.90883,152526.7028,71419.79398
"HRVr111","HRV","Croatia","County of Osijek-Baranja",0.81541828,679,135907.0911,295266.8551,159359.7641
"HRVr112","HRV","Croatia","County of Vukovar-Srijem",0.788304078,680,101110.0909,165247.3843,64137.29333
"HRVr113","HRV","Croatia","County of Karlovac",0.809814532,681,75241.485,127141.5441,51900.05907
"HRVr114","HRV","Croatia","County of Sisak-Moslavina",0.803794445,682,105992.3581,168205.7514,62213.39329
"HRVr115","HRV","Croatia","County of Primorje-Gorski Kotar",0.862986678,683,96839.93568,283349.5867,186509.651
"HRVr116","HRV","Croatia","County of Lika-Senj",0.802581038,684,48920.21522,48920.21522,0
"HRVr117","HRV","Croatia","County of Zadar",0.818924233,685,85526.55561,164476.1699,78949.61429
"HRVr118","HRV","Croatia","County of Sibenik-Knin",0.812925245,686,58127.1929,104089.5146,45962.32169
"HRVr119","HRV","Croatia","County of Split-Dalmatia",0.829950648,687,140079.8665,433526.2546,293446.3881
"HRVr120","HRV","Croatia","County of Istria",0.853240726,688,117625.8733,198903.5001,81277.62676
"HRVr121","HRV","Croatia","County of Dubrovnik-Neretva",0.845932686,689,58820.60714,112435.2252,53614.61801
"HTIr101","HTI","Haiti","West (incl Metropolitain area)",0.534189377,690,399988.2111,3199204.938,2799216.727
"HTIr102","HTI","Haiti","South-East",0.480496809,691,232990.3455,633288.4461,400298.1005
"HTIr103","HTI","Haiti","North",0.515942004,692,170988.8943,1100641.253,929652.3586
"HTIr104","HTI","Haiti","North-East",0.49128256,693,153255.161,417705.0162,264449.8552
"HTIr105","HTI","Haiti","Artibonite",0.468436805,694,361965.9769,1872661.47,1510695.493
"HTIr106","HTI","Haiti","Centre",0.453548245,695,384803.164,787775.0849,402971.9208
"HTIr107","HTI","Haiti","South",0.486723482,696,220032.6448,767402.7952,547370.1504
"HTIr108","HTI","Haiti","Grande-Anse",0.47099895,697,294743.0156,820175.7019,525432.6863
"HTIr109","HTI","Haiti","North-West",0.492214659,698,178789.9159,761897.1898,583107.274
"HUNr101","HUN","Hungary","Kozep-Magyarorszag",0.901629601,699,357713.2363,2967596.989,2609883.753
"HUNr102","HUN","Hungary","Kozep-Dunantul",0.82465578,700,499598.5816,1050308.045,550709.4636
"HUNr103","HUN","Hungary","Nyugat-Dunantul",0.846042872,701,509544.4297,981992.9168,472448.487
"HUNr104","HUN","Hungary","Del-Dunantul",0.808018262,702,487808.0533,900110.484,412302.4307
"HUNr105","HUN","Hungary","Eszak-Magyarorszag",0.796221471,703,640058.2542,1178684.166,538625.9117
"HUNr106","HUN","Hungary","Eszak-Alfold",0.805046927,704,749498.4524,1507721.883,758223.4306
"HUNr107","HUN","Hungary","Del-Alfold",0.81867921,705,568449.0489,1259866.74,691417.6913
"IDNr101","IDN","Indonesia","DI Aceh",0.719115998,706,1191295.498,4623027.017,3431731.519
"IDNr102","IDN","Indonesia","North Sumatra",0.718467853,707,3302239.028,13734414.82,10432175.79
"IDNr103","IDN","Indonesia","West Sumatra",0.733558848,708,1237819.775,5166665.35,3928845.575
"IDNr104","IDN","Indonesia","Riau (incl. Riau islands)",0.744155323,709,2403840.06,6678937.031,4275096.971
"IDNr105","IDN","Indonesia","Jambi",0.699404417,710,1329415.515,3499942.439,2170526.924
"IDNr106","IDN","Indonesia","South Sumatra",0.705415594,711,2747104.099,7890595.527,5143491.428
"IDNr107","IDN","Indonesia","Bengkulu",0.717132966,712,673564.4296,1824644.835,1151080.405
"IDNr108","IDN","Indonesia","Lampung",0.693176375,713,2164750.617,8109863.709,5945113.093
"IDNr109","IDN","Indonesia","Bangka Belitung",0.716355815,714,498866.7608,1385923.241,887056.4804
"IDNr110","IDN","Indonesia","DKI Jakarta",0.785114556,715,2195.045362,9999000.082,9996805.037
"IDNr111","IDN","Indonesia","West Java",0.714491588,716,2502818.009,47948322.97,45445504.96
"IDNr112","IDN","Indonesia","Central Java",0.693631756,717,2385630.818,33255810.61,30870179.8
"IDNr113","IDN","Indonesia","DI Yogyakarta",0.761960428,718,222982.2286,3676394.032,3453411.804
"IDNr114","IDN","Indonesia","East Java",0.702220359,719,3023967.829,38752364.27,35728396.44
"IDNr115","IDN","Indonesia","Banten",0.711588685,720,630710.4338,12221585.81,11590875.38
"IDNr116","IDN","Indonesia","Bali",0.736944115,721,381672.9446,4254115.451,3872442.506
"IDNr117","IDN","Indonesia","West Nusa Tenggara",0.660724205,722,666773.6428,4797634.523,4130860.88
"IDNr118","IDN","Indonesia","East Nusa Tenggara",0.652407075,723,2386815.137,5028843.786,2642028.65
"IDNr120","IDN","Indonesia","West Kalimantan",0.683959176,724,2300879.363,4747964.457,2447085.093
"IDNr121","IDN","Indonesia","Central Kalimantan",0.689342979,725,1251560.728,2455363.52,1203802.792
"IDNr122","IDN","Indonesia","South Kalimantan",0.698850085,726,1204870.378,3976401.728,2771531.349
"IDNr123","IDN","Indonesia","East Kalimantan",0.749068925,727,1168612.158,4143434.903,2974822.745
"IDNr124","IDN","Indonesia","North Sulawesi",0.728687652,728,556834.6333,2380957.529,1824122.896
"IDNr125","IDN","Indonesia","Central Sulawesi",0.664355401,729,1150792.599,2727036.547,1576243.948
"IDNr126","IDN","Indonesia","South Sulawesi (incl Sulawesi Barat)",0.700105692,730,2775958.763,9818407.761,7042448.998
"IDNr127","IDN","Indonesia","Southeast Sulawesi",0.698870447,731,1015079.762,2406008.477,1390928.715
"IDNr128","IDN","Indonesia","Gorontalo",0.642122096,732,293584.1678,1140844.378,847260.2105
"IDNr129","IDN","Indonesia","Maluku",0.694684284,733,935702.688,2543995.035,1608292.347
"IDNr130","IDN","Indonesia","Irian Jaya (Papua and Papua Barat)",0.606993212,734,2080761.64,6912419.22,4831657.58
"INDr101","IND","India","Andhra Pradesh",0.649547472,735,14941805.21,52268438.98,37326633.77
"INDr102","IND","India","Assam",0.614033541,736,4894559.188,33627631.77,28733072.58
"INDr103","IND","India","Bihar",0.57513963,737,7561633.482,116292255.8,108730622.4
"INDr104","IND","India","Goa",0.759911324,738,226369.6594,1508835.291,1282465.632
"INDr105","IND","India","Gujarat",0.672343296,739,17896452.29,66598013.07,48701560.79
"INDr106","IND","India","Haryana",0.707964757,740,6644766.023,27747395.7,21102629.68
"INDr107","IND","India","Himachal Pradesh",0.724525112,741,2614535.974,7395823.064,4781287.089
"INDr108","IND","India","Jammu and Kashmir",0.688152064,742,2408022,13858438.87,11450416.87
"INDr109","IND","India","Karnataka",0.681742016,743,21024648.9,66356657.73,45332008.84
"INDr110","IND","India","Kerala",0.779322489,744,1989191.95,37153148.98,35163957.03
"INDr111","IND","India","Madhya Pradesh",0.605185431,745,33440764.48,79579252.28,46138487.79
"INDr112","IND","India","Maharashtra",0.695723434,746,34962779.33,121122650.4,86159871.08
"INDr113","IND","India","Manipur",0.695757578,747,761532.3011,3205797.111,2444264.81
"INDr114","IND","India","Meghalaya",0.65620159,748,1590243.906,3479605.817,1889361.911
"INDr115","IND","India","Mizoram",0.705419861,749,583055.7558,1256059.265,673003.5096
"INDr116","IND","India","Nagaland",0.679186948,750,792017.2641,2151560.142,1359542.877
"INDr117","IND","India","Orissa",0.605692016,751,14248761.98,45216099.84,30967337.87
"INDr118","IND","India","Punjab",0.722734509,752,7718191.515,30024711.64,22306520.13
"INDr119","IND","India","Rajasthan",0.629322369,753,30479918.24,75731202.74,45251284.5
"INDr120","IND","India","Sikkim",0.715896383,754,191522.6255,642468.9142,450946.2887
"INDr121","IND","India","Tamil Nadu",0.708380585,755,13518140.84,78357323.61,64839182.77
"INDr122","IND","India","West Bengal",0.640706979,756,6792796.701,97584624.43,90791827.73
"INDr123","IND","India","Uttar Pradesh",0.596010532,757,26392194.68,219536987.9,193144793.2
"INDr124","IND","India","New Delhi",0.745743944,758,74544.48103,18241551.68,18167007.2
"INDr125","IND","India","Arunachal Pradesh",0.659922636,759,954104.8318,1543192.22,589087.3877
"INDr126","IND","India","Tripura",0.657530774,760,696036.8989,4054796.017,3358759.118
"INDr127","IND","India","Uttaranchal",0.683415438,761,3251699.561,11194379.33,7942679.769
"INDr128","IND","India","Jharkhand",0.599324785,762,7667845.365,36732718.73,29064873.36
"INDr129","IND","India","Chhattisgarh",0.613350195,763,11608972.37,27931863.78,16322891.41
"INDr130","IND","India","Telangana",0.669323056,764,12847261.94,37967680.08,25120418.14
"INDr131","IND","India","Chandigarth",0.774555071,765,257.1977901,853971.8198,853714.622
"INDr132","IND","India","Dadra and Nagar Haveli",0.662778694,766,47580.04448,493235.7964,445655.752
"INDr133","IND","India","Puducherry",0.738807645,767,36444.9996,1199235.501,1162790.501
"INDr134","IND","India","Daman and Diu",0.707678778,768,3558.699884,160869.8152,157311.1153
"INDr135","IND","India","Lakshadweep",0.750164956,769,8963.611438,49101.85214,40138.2407
"INDr136","IND","India","Andaman and Nicobar Islands",0.739018714,770,97999.08524,371858.7314,273859.6462
"IRLr101","IRL","Ireland","Border",0.894438344,771,399494.0615,502618.802,103124.7405
"IRLr102","IRL","Ireland","Midland",0.899150309,772,194731.1696,283769.4103,89038.24061
"IRLr103","IRL","Ireland","West",0.929334185,773,332366.5052,452005.2869,119638.7817
"IRLr104","IRL","Ireland","Dublin",0.963302429,774,48806.61702,1285046.805,1236240.188
"IRLr105","IRL","Ireland","Mid-East",0.926307467,775,261475.5157,585541.8325,324066.3168
"IRLr106","IRL","Ireland","Mid-West",0.922892428,776,181025.8583,304962.2466,123936.3883
"IRLr107","IRL","Ireland","South-East",0.913949718,777,379677.3909,568935.8194,189258.4285
"IRLr108","IRL","Ireland","South-West",0.951307997,778,369013.0008,657060.0127,288047.0119
"IRNr101","IRN","Iran","Markazi",0.791044359,779,440703.1747,1687222.327,1246519.153
"IRNr102","IRN","Iran","Gilan",0.802322644,780,490920.4263,2016113.45,1525193.024
"IRNr103","IRN","Iran","Mazandaran",0.821743101,781,643208.9332,3018981.744,2375772.81
"IRNr104","IRN","Iran","EastAzarbayejan",0.784716805,782,772856.0816,3149109.919,2376253.837
"IRNr105","IRN","Iran","WestAzarbayejan",0.760055864,783,599028.951,2965439.567,2366410.616
"IRNr106","IRN","Iran","Kermanshah",0.794733814,784,304781.952,1607117.629,1302335.677
"IRNr107","IRN","Iran","Khuzestan",0.800492031,785,821314.8058,5179433.586,4358118.781
"IRNr108","IRN","Iran","Fars",0.806798471,786,1307029.691,8665730.11,7358700.419
"IRNr109","IRN","Iran","Kerman",0.777197407,787,807765.2147,3934312.449,3126547.234
"IRNr110","IRN","Iran","Khorasan-e-Razavi",0.780627924,788,1464011.44,9219024.134,7755012.694
"IRNr111","IRN","Iran","Esfahan",0.829988778,789,757627.6757,4457622.124,3699994.449
"IRNr112","IRN","Iran","Sistanand Baluchestan",0.686881297,790,553734.9782,2552505.953,1998770.975
"IRNr113","IRN","Iran","Kordestan",0.746890593,791,288183.3057,1258342.822,970159.5159
"IRNr114","IRN","Iran","Hamedan",0.772530021,792,622106.956,2047362.091,1425255.135
"IRNr115","IRN","Iran","Chaharmahal and Bakhtiyari",0.794589322,793,275232.5874,987915.0979,712682.5106
"IRNr116","IRN","Iran","Lorestan",0.779466558,794,423063.3137,1858726.154,1435662.841
"IRNr117","IRN","Iran","Ilam",0.814166342,795,133470.7984,453003.5529,319532.7545
"IRNr118","IRN","Iran","Kohgiluyeh and Boyerahmad",0.792062846,796,143412.9407,710736.6946,567323.7539
"IRNr119","IRN","Iran","Bushehr",0.810842641,797,260518.7137,926231.4007,665712.687
"IRNr120","IRN","Iran","Zanjan",0.770928628,798,288036.7914,847857.7558,559820.9643
"IRNr121","IRN","Iran","Semnan",0.820924835,799,198642.7437,704204.8883,505562.1446
"IRNr122","IRN","Iran","Yazd",0.822396629,800,180288.7999,900592.1493,720303.3495
"IRNr123","IRN","Iran","Hormozgan",0.76751019,801,537330.6699,1575054.347,1037723.677
"IRNr124","IRN","Iran","Tehran and Alborz",0.833472675,802,501444.0317,14525516.15,14024072.12
"IRNr125","IRN","Iran","Ardebil",0.76238099,803,307962.2823,1467484.406,1159522.124
"IRNr126","IRN","Iran","Qom",0.813577591,804,146672.9291,964695.4718,818022.5427
"IRNr127","IRN","Iran","Qazvin",0.794281241,805,340139.9066,1030894.574,690754.6676
"IRNr128","IRN","Iran","Golestan",0.775093993,806,586040.6476,1684022.344,1097981.696
"IRNr129","IRN","Iran","North Khorasan",0.746323339,807,234155.2008,835562.1931,601406.9923
"IRNr130","IRN","Iran","South Khorasan",0.756859874,808,205522.2448,473741.249,268219.0042
"IRQr101","IRQ","Iraq","Dohouk",0.70325264,809,209171.5945,1715326.452,1506154.858
"IRQr102","IRQ","Iraq","Nenava",0.698663631,810,730648.8471,3808763.638,3078114.791
"IRQr103","IRQ","Iraq","Suleimaniya",0.705422094,811,312176.5142,1944711.249,1632534.735
"IRQr104","IRQ","Iraq","Ta-amem-Karkuk",0.708246786,812,286966.8524,1434812.291,1147845.439
"IRQr105","IRQ","Iraq","Erbil",0.703380681,813,372842.7705,2239772.591,1866929.821
"IRQr106","IRQ","Iraq","Diala",0.697769584,814,479486.3381,1890636.305,1411149.967
"IRQr107","IRQ","Iraq","Anbar",0.683447384,815,370031.43,2167111.44,1797080.01
"IRQr108","IRQ","Iraq","Baghdad",0.70663829,816,25905.72738,5081598.714,5055692.987
"IRQr109","IRQ","Iraq","Babylon",0.68445243,817,539096.922,2505362.087,1966265.165
"IRQr110","IRQ","Iraq","Kerbela",0.668841601,818,67522.55616,1055990.245,988467.6889
"IRQr111","IRQ","Iraq","Wasit",0.660285235,819,448675.094,1338204.994,889529.9001
"IRQr112","IRQ","Iraq","Salaheldeen",0.694173247,820,362127.1476,2688977.623,2326850.475
"IRQr113","IRQ","Iraq","Najaf",0.658132656,821,79094.40953,1266325.897,1187231.487
"IRQr114","IRQ","Iraq","Qadisiya",0.682207337,822,291924.7066,1683768.57,1391843.864
"IRQr115","IRQ","Iraq","Muthanna",0.646537645,823,178307.7404,816948.0813,638640.3409
"IRQr116","IRQ","Iraq","Thi-Qar",0.68657816,824,365911.7714,2126786.623,1760874.851
"IRQr117","IRQ","Iraq","Maysan",0.638315793,825,269920.4712,1148426.13,878505.6585
"IRQr118","IRQ","Iraq","Basra",0.667598842,826,210917.6397,2835364.401,2624446.762
"ISLt","ISL","Iceland","Total",0.938421879,827,78158.89764,308848.2825,230689.3848
"ISRt","ISR","Israel","Total",0.906748486,828,655806.8239,7997352.532,7341545.708
