"GDLcode","iso_code","country","region","shdi","ID","Ruralpop","Population","Urbanpop"
"CHLr106","CHL","Chili","OHiggins",0.802185762,270,382778.5537,922143.0259,539364.4722
"CHLr107","CHL","Chili","Maule",0.773693176,271,475177.6854,1045130.127,569952.4411
"CHLr108","CHL","Chili","Bio Bio",0.8072773,272,560270.9775,2092874.964,1532603.987
"CHLr109","CHL","Chili","Arbucania",0.769763242,273,437462.8967,1067257.226,629794.3294
"CHLr110","CHL","Chili","Los Lagos (incl Los Rios)",0.777347295,274,472367.1261,1204128.172,731761.0455
"CHLr111","CHL","Chili","Aisen",0.79024465,275,44879.94456,110903.5684,66023.62388
"CHLr112","CHL","Chili","Magallanes and La Antartica Chilena",0.846004436,276,22783.13486,157314.0486,134530.9138
"CHLr113","CHL","Chili","Region Metropolitana",0.862892657,277,324603.4302,7197991.226,6873387.795
"CHNr101","CHN","China","Beijing",0.894153271,278,811181.7165,21433844.62,20622662.9
"CHNr102","CHN","China","Tianjin",0.850197421,279,819068.9334,14940137.61,14121068.68
"CHNr103","CHN","China","Hebei",0.737088928,280,12950453.58,75429151.78,62478698.19
"CHNr104","CHN","China","Shanxi",0.750222602,281,8375005.714,37891700.79,29516695.08
"CHNr105","CHN","China","Inner Mongolia",0.773814579,282,9979401.027,25796881.08,15817480.05
"CHNr106","CHN","China","Liaoning",0.778480771,283,10999497.15,44680166.85,33680669.69
"CHNr107","CHN","China","Jilin",0.766315604,284,10316670.25,27943986.18,17627315.93
"CHNr108","CHN","China","Heilongjiang",0.74793487,285,15048208.62,39272041.59,24223832.97
"CHNr109","CHN","China","Shanghai",0.866267805,286,276868.6807,26704620.63,26427751.95
"CHNr110","CHN","China","Jiangsu",0.801194437,287,8366667.631,84272290.3,75905622.67
"CHNr111","CHN","China","Zhejiang",0.788129899,288,5636515.432,57700885.26,52064369.83
"CHNr112","CHN","China","Anhui",0.723570475,289,12382752.25,61495874.29,49113122.03
"CHNr113","CHN","China","Fujian",0.764782036,290,5213229.902,37846770.93,32633541.03
"CHNr114","CHN","China","Jiangxi",0.727729868,291,10710848.83,47659349.65,36948500.82
"CHNr115","CHN","China","Shandong",0.765150236,292,14554608.64,98580779.61,84026170.97
"CHNr116","CHN","China","Henan",0.732046502,293,13964966.2,97309263.93,83344297.72
"CHNr117","CHN","China","Hubei",0.7615219,294,11926636.8,57128866.26,45202229.46
"CHNr118","CHN","China","Hunan",0.7511849,295,15210001.46,68239775.67,53029774.21
"CHNr119","CHN","China","Guangdong",0.790681024,296,10410598.62,111681690.4,101271091.8
"CHNr120","CHN","China","Guangxi",0.727306517,297,14455578.78,47741252.9,33285674.12
"CHNr121","CHN","China","Hainan",0.749930951,298,2401072.897,9094822.236,6693749.339
"CHNr122","CHN","China","Chongqing",0.758758638,299,5999114.397,30517029.31,24517914.91
"CHNr123","CHN","China","Sichuan",0.715921937,300,18774828.34,80231366.75,61456538.4
"CHNr124","CHN","China","Guizhou",0.679703677,301,12134391.02,35188000.36,23053609.35
"CHNr125","CHN","China","Yunnan",0.671626227,302,16021487.13,47993662.98,31972175.84
"CHNr126","CHN","China","Tibet",0.585068429,303,2248630.224,3201221.203,952590.9789
"CHNr127","CHN","China","Shaanxi",0.756659037,304,8565553.112,38610435.13,30044882.02
"CHNr128","CHN","China","Gansu",0.691160356,305,8213854.023,25930692.59,17716838.57
"CHNr129","CHN","China","Qinghai",0.684446163,306,1768332.845,6095658.618,4327325.773
"CHNr130","CHN","China","Ningxia",0.745097942,307,1728902.182,6832934.828,5104032.646
"CHNr131","CHN","China","Xinjiang",0.731288747,308,7448132.357,23857626.68,16409494.32
"CHNr132","CHN","China","Hongkong",0.944211083,309,81865.78428,7008773.489,6926907.705
"CIVr101","CIV","Cote d'Ivoire","Centre",0.489230649,310,869549.0711,1670144.328,800595.2569
"CIVr102","CIV","Cote d'Ivoire","Centre Est",0.517187638,311,215349.2194,583350.4682,368001.2487
"CIVr103","CIV","Cote d'Ivoire","Centre Nord",0.52904484,312,585873.6809,1475855.717,889982.0361
"CIVr104","CIV","Cote d'Ivoire","Centre Ouest",0.515470635,313,1343927.795,3328375.797,1984448.002
"CIVr105","CIV","Cote d'Ivoire","Nord",0.39761481,314,867865.1494,1686399.758,818534.6085
"CIVr106","CIV","Cote d'Ivoire","Nord Est",0.449965108,315,648576.7604,967775.0968,319198.3364
"CIVr107","CIV","Cote d'Ivoire","Nord Ouest",0.396007576,316,813102.6015,1189414.717,376312.1154
"CIVr108","CIV","Cote d'Ivoire","Ouest",0.459261844,317,1191673.393,2485975.313,1294301.92
"CIVr109","CIV","Cote d'Ivoire","Sud, Abidjan",0.592401481,318,1352880.981,7803039.522,6450158.541
"CIVr110","CIV","Cote d'Ivoire","Sud Ouest",0.473771607,319,1031666.001,2367878.939,1336212.938
"CMRr101","CMR","Cameroon","Adamaoua",0.508560647,320,408392.2352,1163660.961,755268.7263
"CMRr102","CMR","Cameroon","Centre (incl Yaounde)",0.658010205,321,680395.5689,4706568.532,4026172.963
"CMRr103","CMR","Cameroon","Est",0.551636181,322,351518.045,905746.2585,554228.2135
"CMRr104","CMR","Cameroon","Extreme Nord",0.411980896,323,1570412.717,3913910.896,2343498.179
"CMRr105","CMR","Cameroon","Littoral (incl Douala)",0.671247797,324,263243.0264,3717881.408,3454638.382
"CMRr106","CMR","Cameroon","Nord",0.442832909,325,955306.4454,2373850.731,1418544.286
"CMRr107","CMR","Cameroon","Nord Ouest",0.598976672,326,617922.4599,1988595.833,1370673.373
"CMRr108","CMR","Cameroon","Ouest",0.604890858,327,612163.1231,1887171.526,1275008.403
"CMRr109","CMR","Cameroon","Sud",0.608639242,328,387332.7724,792384.6288,405051.8564
"CMRr110","CMR","Cameroon","Sud Ouest",0.602489655,329,474592.1052,1576730.074,1102137.968
"CODr101","COD","Congo Democratic Republic","Kinshasa",0.607214623,330,145754.188,8070152.049,7924397.861
"CODr102","COD","Congo Democratic Republic","Bas-Congo",0.455019013,331,1212981.589,3353482.014,2140500.424
"CODr103","COD","Congo Democratic Republic","Bandundu",0.460375245,332,3782483.896,6574597.772,2792113.876
"CODr104","COD","Congo Democratic Republic","Equateur",0.426727624,333,4163536.266,7779677.895,3616141.629
"CODr105","COD","Congo Democratic Republic","Orientale",0.431274782,334,3888888.672,9424276.832,5535388.16
"CODr106","COD","Congo Democratic Republic","Nord-Kivu",0.455828691,335,1084211.427,6451932.16,5367720.733
"CODr107","COD","Congo Democratic Republic","Sud-Kivu",0.414629652,336,931212.8315,4506847.888,3575635.056
"CODr108","COD","Congo Democratic Republic","Maniema",0.452403867,337,844659.5341,2141562.486,1296902.952
"CODr109","COD","Congo Democratic Republic","Katanga",0.457552247,338,4098910.066,15076921.33,10978011.27
"CODr110","COD","Congo Democratic Republic","Kasai Oriental",0.448733823,339,1496610,6895577.23,5398967.23
"CODr111","COD","Congo Democratic Republic","Kasai Occidental",0.425833919,340,2883513.087,8367847.539,5484334.452
"COGr201","COG","Congo Brazzaville","Kouilou",0.498890093,341,103581.0109,598613.0252,495032.0143
"COGr202","COG","Congo Brazzaville","Niari",0.566508934,342,60902.95484,222265.789,161362.8341
"COGr203","COG","Congo Brazzaville","Lekoumou",0.500714998,343,64491.53867,161998.4673,97506.92865
"COGr204","COG","Congo Brazzaville","Bouenza",0.529652603,344,92938.78203,349263.9063,256325.1243
"COGr205","COG","Congo Brazzaville","Pool",0.483985975,345,23208.99428,367249.1099,344040.1156
"COGr206","COG","Congo Brazzaville","Plateaux",0.541936422,346,83596.88706,166306.0863,82709.19921
"COGr207","COG","Congo Brazzaville","Cuvette",0.579524561,347,53938.35119,211200.3524,157262.0012
"COGr208","COG","Congo Brazzaville","Cuvette Ouest",0.513795785,348,44594.95423,146285.929,101690.9748
"COGr209","COG","Congo Brazzaville","Sangha",0.519376163,349,32794.96831,121352.0208,88557.05245
"COGr210","COG","Congo Brazzaville","Likouala",0.526806677,350,180285.7737,636765.1748,456479.4011
"COGr211","COG","Congo Brazzaville","Brazzaville",0.662144722,351,642.8948212,1783584.568,1782941.673
"COGr212","COG","Congo Brazzaville","Pointe Noire",0.650046315,352,0,299509.2492,299509.2492
"COLr101","COL","Colombia","Antioquia (incl Medellin)",0.765263816,353,1126107.532,5843462.44,4717354.908
"COLr102","COL","Colombia","Atlantico (incl Barranquilla)",0.778924114,354,145400.2257,2469863.905,2324463.679
"COLr103","COL","Colombia","Bogota D.C.",0.805868792,355,44623.42795,8483720.033,8439096.605
"COLr104","COL","Colombia","Bolivar (Sur and Norte)",0.749511984,356,471567.1742,1967617.347,1496050.173
"COLr105","COL","Colombia","Boyaca",0.754123675,357,569411.5871,1200404.901,630993.3135
"COLr106","COL","Colombia","Caldas",0.771882789,358,218706.7641,869673.3061,650966.542
"COLr107","COL","Colombia","Caqueta",0.71198566,359,211702.68,488190.5428,276487.8628
"COLr108","COL","Colombia","Cauca",0.71350546,360,652925.9121,1290690.396,637764.4844
"COLr109","COL","Colombia","Cesar",0.723554675,361,216906.7248,1000850.612,783943.8867
"COLr110","COL","Colombia","Cordoba",0.711752482,362,623151.6113,1643892.168,1020740.557
"COLr111","COL","Colombia","Cundinamarca",0.766104674,363,760352.7214,2625860.202,1865507.481
"COLr112","COL","Colombia","Choco",0.692075198,364,229761.176,441291.6224,211530.4464
"COLr113","COL","Colombia","Huila",0.718734815,365,430529.056,1092533.076,662004.0201
"COLr114","COL","Colombia","Guajira",0.693543136,366,308254.1166,883403.87,575149.7534
"COLr115","COL","Colombia","Magdalena",0.721003867,367,326775.2639,1225215.406,898440.1425
"COLr116","COL","Colombia","Meta",0.770042037,368,290024.6581,835406.4865,545381.8283
"COLr117","COL","Colombia","Narino",0.716386174,369,622850.8793,1510960.193,888109.314
"COLr118","COL","Colombia","Norte de Santander",0.74292912,370,321985.5438,1296438.301,974452.7569
"COLr119","COL","Colombia","Quindio",0.776870953,371,103941.691,571848.0176,467906.3266
"COLr120","COL","Colombia","Risaralda",0.756205579,372,120510.6111,894695.3909,774184.7798
"COLr121","COL","Colombia","Santander",0.772693105,373,553309.0339,2159274.926,1605965.892
"COLr122","COL","Colombia","Sucre",0.735956633,374,263232.1568,781873.3374,518641.1806
"COLr123","COL","Colombia","Tolima",0.74100519,375,297412.8838,1249900.627,952487.7428
"COLr124","COL","Colombia","Valle (incl Cali)",0.783691554,376,401891.8112,4508623.366,4106731.555
"COLr125","COL","Colombia","Arauca",0.734773601,377,128302.3108,298812.6462,170510.3354
"COLr126","COL","Colombia","Casanare",0.743376482,378,162529.5574,459820.8941,297291.3367
"COLr127","COL","Colombia","Putumayo",0.713110803,379,141389.7549,355827.3761,214437.6212
"COLr128","COL","Colombia","San Andres",0.781659959,380,4968.164906,54333.19994,49365.03503
"COLr129","COL","Colombia","Amazonas",0.711871373,381,37482.65286,88691.63113,51208.97827
"COLr130","COL","Colombia","Guainja",0.664630658,382,27280.63376,44756.49026,17475.8565
"COLr131","COL","Colombia","Guaviare",0.748912855,383,61547.43224,116228.6839,54681.25166
"COLr132","COL","Colombia","Vaupis",0.635482188,384,33778.30551,58961.71142,25183.40591
"COLr133","COL","Colombia","Vichada",0.746765025,385,44853.90921,79440.57198,34586.66276
"COMr101","COM","Comoros","Grande Comore (Ngazidja)",0.555499962,386,94620.38204,363238.8378,268618.4558
"COMr102","COM","Comoros","Moheli",0.535467411,387,27662.96047,46897.05357,19234.0931
"COMr103","COM","Comoros","Anjouan (Ndzouani)",0.519150552,388,14352.39347,264142.3969,249790.0035
"CPVr101","CPV","Cape Verde","S.Antao",0.63156212,389,20575.36279,38697.58797,18122.22518
"CPVr102","CPV","Cape Verde","S.Vicente",0.67549371,390,7438.071527,84899.2713,77461.19978
"CPVr103","CPV","Cape Verde","Santiago-Interior",0.595124693,391,54295.35914,284365.1644,230069.8053
"CPVr104","CPV","Cape Verde","Santiago- Praia",0.68570972,392,2845.824591,17461.75336,14615.92877
"CPVr105","CPV","Cape Verde","Fogo",0.656684474,393,15445.37113,39683.79545,24238.42432
"CRIr101","CRI","Costa Rica","San Jose",0.808219301,394,167790.2325,1586810.87,1419020.638
"CRIr102","CRI","Costa Rica","Alajuela",0.794703831,395,309134.2012,1012864.028,703729.8265
"CRIr103","CRI","Costa Rica","Cartago",0.804237566,396,114923.5497,535989.7108,421066.1611
"CRIr104","CRI","Costa Rica","Heredia",0.824112986,397,58715.83992,484781.6169,426065.777
"CRIr105","CRI","Costa Rica","Guanacaste",0.772766458,398,230361.6654,373744.417,143382.7516
"CRIr106","CRI","Costa Rica","Puntarenas",0.75692525,399,267270.1179,454066.9122,186796.7943
"CRIr107","CRI","Costa Rica","Limon",0.751955578,400,211164.9229,430254.0603,219089.1373
"CUBr101","CUB","Cuba","Occidente",0.778466395,401,576465.5564,1873194.225,1296728.669
"CUBr102","CUB","Cuba","Ciudad Habana",0.80432503,402,198171.5418,2469460.409,2271288.868
"CUBr103","CUB","Cuba","Centro",0.770217404,403,794286.8523,2870983.483,2076696.631
"CUBr104","CUB","Cuba","Oriente",0.770758301,404,648509.7449,3979449.828,3330940.083
"CYPt","CYP","Cyprus","Total",0.872885439,405,206899.096,819988.8332,613089.7373
"CZEr102","CZE","Czech Republic","Stredni Cechy",0.84831755,406,742727.4485,2674760.698,1932033.249
"CZEr103","CZE","Czech Republic","Jihozapad",0.879274324,407,664352.1126,1203341.324,538989.2118
"CZEr104","CZE","Czech Republic","Severozapad",0.835708108,408,407065.8317,1108760.432,701694.6002
"CZEr105","CZE","Czech Republic","Severovychod",0.869675027,409,768230.7877,1485491.517,717260.7292
"CZEr106","CZE","Czech Republic","Jihovychod",0.90272435,410,848977.9344,1685595.449,836617.5144
"CZEr107","CZE","Czech Republic","Stredni Morava",0.873197815,411,629695.2438,1186901.589,557206.3453
"CZEr108","CZE","Czech Republic","Moravskoslezsko",0.868435914,412,360840.4717,1183290.465,822449.9937
"DEUr101","DEU","Germany","Baden-Wurttemberg",0.953331817,413,2980880.172,10825589.89,7844709.718
"DEUr102","DEU","Germany","Bayern",0.945967811,414,5313640.843,12894748.04,7581107.2
"DEUr103","DEU","Germany","Berlin",0.950224152,415,21863.57597,3408778.151,3386914.575
"DEUr104","DEU","Germany","Brandenburg",0.912999397,416,1082090.875,2501465.804,1419374.929
"DEUr105","DEU","Germany","Bremen",0.952148816,417,9908.522509,663141.0042,653232.4817
"DEUr106","DEU","Germany","Hamburg",0.975038438,418,23502.37023,1738455.948,1714953.578
"DEUr107","DEU","Germany","Hessen",0.949333216,419,1644230.413,6167469.261,4523238.848
"DEUr108","DEU","Germany","Mecklenburg-Vorpommern",0.909199552,420,821654.7141,1589816.947,768162.2328
"DEUr109","DEU","Germany","Niedersachsen",0.921279153,421,3203494.981,7950830.871,4747335.89
"DEUr110","DEU","Germany","Nordrhein-Westfalen",0.935967626,422,2580282.195,17876133.39,15295851.2
"DEUr111","DEU","Germany","Rheinland-Pfalz",0.92825695,423,1689049.802,4108928.507,2419878.704
"DEUr112","DEU","Germany","Saarland",0.931239041,424,243066.2387,1006371.113,763304.874
"DEUr113","DEU","Germany","Sachsen",0.930759438,425,1367734.022,4095277.592,2727543.57
"DEUr114","DEU","Germany","Sachsen-Anhalt",0.908304813,426,999200.5389,2242934.066,1243733.527
"DEUr115","DEU","Germany","Schleswig-Holstein",0.919533697,427,981739.5727,2858126.451,1876386.878
"DEUr116","DEU","Germany","Thuringen",0.920574341,428,1074715.751,2152546.05,1077830.299
"DJIr101","DJI","Djibouti","Djibouti",0.502541703,429,21556.36516,598871.9527,577315.5876
"DJIr102","DJI","Djibouti","Other Districts",0.445177091,430,87248.58253,383475.2618,296226.6792
"DMAt","DMA","Dominica","Total",0.724149786,431,33936.62719,60716.68847,26780.06128
"DNKr101","DNK","Denmark","Hovedstaden",0.950829824,432,153118.3808,1741482.527,1588364.146
"DNKr102","DNK","Denmark","Sjaelland",0.903162761,433,434838.6767,808332.2805,373493.6038
"DNKr103","DNK","Denmark","Syddanmark",0.923235043,434,575700.1656,1201392.932,625692.7661
"DNKr104","DNK","Denmark","Midtjylland",0.927584732,435,565304.6072,1279238.515,713933.9074
"DNKr105","DNK","Denmark","Nordjylland",0.913934248,436,329065.8232,571772.4008,242706.5775
"DOMr101","DOM","Dominican Republic","Region 0 (Distrito Nacional, Santo Domingo, Monte Plata)",0.763975818,437,162878.9057,4005644.212,3842765.306
"DOMr102","DOM","Dominican Republic","Region I (Peravia, San Cristobal, San Jose de Ocoa, Azua)",0.744082428,438,240966.5192,1146945.989,905979.4699
"DOMr103","DOM","Dominican Republic","Region II (Espaillat, Puerto Plata, Santiago)",0.75414635,439,274271.2117,1582119.768,1307848.556
"DOMr104","DOM","Dominican Republic","Region III (Duarte, Maria Trinidad Sanchez, Salcedo, Samana)",0.745414122,440,222392.2605,666268.0957,443875.8352
"DOMr105","DOM","Dominican Republic","Region IV (Independencia, Bahoruco, Barahona, Pedernales)",0.705915817,441,134757.1078,405195.0929,270437.9852
"DOMr106","DOM","Dominican Republic","Region V (El Seibo, La Altagracia, La Romana, San Pedro de Macoris, Hato Mayor)",0.728874992,442,217235.7914,1053920.4,836684.6081
"DOMr107","DOM","Dominican Republic","Region VI (San Juan, Elias Pina)",0.696664397,443,132299.6252,295379.8886,163080.2634
"DOMr108","DOM","Dominican Republic","Region VII (Dajabon, Monte Cristi, Santiago Rodriguez, Valverde)",0.694313462,444,162384.83,430391.9265,268007.0965
"DOMr109","DOM","Dominican Republic","Region VIII (La Vega, Monsenor Nouel, Sanchez Ramirez)",0.737036242,445,158841.8003,744656.9077,585815.1074
"DZAr101","DZA","Algeria","Nord Centre (Alger, Blida, Boumerdes, Tipaza, Bouira, Medea, Tizi-Ouzou, Bejaia, Chlef, Ain Defla)",0.771791406,446,1929898.541,11012050.28,9082151.734
"DZAr102","DZA","Algeria","Nord Est (Annaba, Constantine, Skikda, Jijel, Mila, Souk Ahras, El Tarf, Guelma)",0.778038867,447,1331105.57,5806180.693,4475075.122
"DZAr103","DZA","Algeria","Nord Ouest (Oran, Tlemcen, Mostaganem, Ain Temouchent, Relizane, Sidi Bel Abbes, Mascara)",0.745572588,448,1569408.904,6422497.569,4853088.665
"DZAr104","DZA","Algeria","Hauts Plateaux Centre (Djelfa, Laghouat, MSila)",0.724767106,449,917026.3547,3238627.197,2321600.843
"DZAr105","DZA","Algeria","Hauts Plateaux Est (Setif, Batna, Khenchela, Bordj Bou Arreridj, Oum El Bouaghi, Tebessa)",0.758982757,450,1931670.745,6633820.545,4702149.8
"DZAr106","DZA","Algeria","Hauts Plateaux Ouest (Tiaret, Saida, Tissemsilt, Naama, El Bayadh)",0.736581967,451,796234.2147,2294396.527,1498162.312
"DZAr107","DZA","Algeria","Sud (Bechar, Tindouf, Adrar, Ghardaia, Biskra, El Oued, Ouargla, Tamanrasset,Illizi)",0.749352689,452,1004176.015,3979461.887,2975285.872
"ECUr101","ECU","Ecuador","Coste",0.756182391,453,1786668.69,8000830.042,6214161.352
"ECUr102","ECU","Ecuador","Sierra",0.771955121,454,536882.8573,892202.368,355319.5107
"ECUr103","ECU","Ecuador","Oriente",0.721782021,455,1636907.946,7204133.104,5567225.157
"EGYr101","EGY","Egypt","Cairo",0.742961083,456,46823.4559,9534715.79,9487892.335
"EGYr102","EGY","Egypt","Alexandria",0.745164842,457,119483.4617,5257366.009,5137882.547
"EGYr103","EGY","Egypt","Port Said",0.759989474,458,32669.13551,729287.8806,696618.7451
"EGYr104","EGY","Egypt","Suez",0.747417937,459,69163.77578,584428.8575,515265.0818
"EGYr105","EGY","Egypt","Damietta",0.723420759,460,52854.77336,1509680.997,1456826.224
"EGYr106","EGY","Egypt","Dakahlia",0.71574584,461,435925.6325,6659769.074,6223843.441
"EGYr107","EGY","Egypt","Sharkia",0.698965031,462,517671.955,7189385.823,6671713.868
"EGYr108","EGY","Egypt","Kalyubia",0.70375129,463,52888.34786,5634547.097,5581658.749
"EGYr109","EGY","Egypt","Kafr El-Sheikh",0.705532589,464,391564.6241,3533750.045,3142185.421
"EGYr110","EGY","Egypt","Gharbia",0.710369708,465,247788.7965,5301081.884,5053293.087
"EGYr111","EGY","Egypt","Menoufia",0.718472321,466,194583.8639,4388918.811,4194334.947
"EGYr112","EGY","Egypt","Behera",0.687866976,467,852752.509,6379223.993,5526471.484
"EGYr113","EGY","Egypt","Ismailia",0.713287617,468,168055.756,1281910.678,1113854.922
"EGYr114","EGY","Egypt","Giza",0.700720082,469,170255.13,9471026.904,9300771.774
"EGYr115","EGY","Egypt","Beni Suef",0.668338061,470,220915.8731,3142981.118,2922065.245
"EGYr116","EGY","Egypt","Fayoum",0.672850132,471,211481.9646,3497082.508,3285600.543
"EGYr117","EGY","Egypt","Menya",0.664361147,472,358376.0053,5677161.789,5318785.784
"EGYr118","EGY","Egypt","Assuit",0.649018087,473,164395.9581,4676398.176,4512002.217
"EGYr119","EGY","Egypt","Souhag",0.658720911,474,160456.6308,5072568.709,4912112.078
"EGYr120","EGY","Egypt","Qena",0.679963846,475,200884.0116,4924111.568,4723227.556
"EGYr121","EGY","Egypt","Aswan",0.692479492,476,162727.6108,1336212.233,1173484.623
"EGYr122","EGY","Egypt","Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)",0.704083221,477,565738.4511,1694113.676,1128375.225
"ERIr101","ERI","Eritrea","Debubawi Keyih Bahri (Southern Red Sea)",0.440122504,478,24542.05668,87272.18435,62730.12767
"ERIr102","ERI","Eritrea","Maekel (Central including Asmara)",0.59700284,479,371300.4388,685520.8896,314220.4509
"ERIr103","ERI","Eritrea","Semenawi Keyih Bahri (Northern Red Sea)",0.351499326,480,76890.37175,452750.5434,375860.1717
"ERIr104","ERI","Eritrea","Anseba",0.390156796,481,82709.92621,536635.995,453926.0688
"ERIr105","ERI","Eritrea","Gash Barka",0.323548296,482,300663.8829,689959.8357,389295.9528
"ERIr106","ERI","Eritrea","Debub (Southern)",0.411342614,483,174474.1172,782967.879,608493.7618
"ESPr101","ESP","Spain","Galicia",0.886032537,484,1051215.833,2521110.507,1469894.673
"ESPr102","ESP","Spain","Principado de Asturias",0.887099068,485,326362.9598,1020184.707,693821.7475
"ESPr103","ESP","Spain","Cantabria",0.89025114,486,173651.1287,548467.0984,374815.9697
"ESPr104","ESP","Spain","Pais Vasco",0.921214514,487,289467.4596,2053745.481,1764278.022
"ESPr105","ESP","Spain","Comunidad Foral de Navarra",0.912316399,488,225139.6568,622854.9069,397715.2502
"ESPr106","ESP","Spain","La Rioja",0.901658223,489,94285.71816,320070.9123,225785.1942
"ESPr107","ESP","Spain","Aragon",0.898296858,490,460616.6856,1327143.945,866527.2592
"ESPr108","ESP","Spain","Comunidad de Madrid",0.927635163,491,376753.6518,6731078.202,6354324.55
"ESPr109","ESP","Spain","Castilla y Leon",0.894819217,492,1033413.813,2377818.651,1344404.838
"ESPr110","ESP","Spain","Castilla-la Mancha",0.858936847,493,983667.9596,2051039.254,1067371.294
"ESPr111","ESP","Spain","Extremadura",0.852518472,494,597171.1686,1028516.029,431344.8604
"ESPr112","ESP","Spain","Cataluna",0.906863188,495,1080223.169,7655367.15,6575143.981
"ESPr113","ESP","Spain","Comunidad Valenciana",0.88068789,496,918643.9613,4891269.387,3972625.426
"ESPr114","ESP","Spain","Illes Balears",0.862665148,497,329930.4584,1087939.511,758009.0522
"ESPr115","ESP","Spain","Andalucia",0.86246251,498,2144311.277,8012230.523,5867919.246
"ESPr116","ESP","Spain","Region de Murcia",0.873738892,499,423643.3058,1469296.57,1045653.264
"ESPr119","ESP","Spain","Canarias",0.861148659,500,342909.5624,2015884.011,1672974.449
"ESTr101","EST","Estonia","Pohja-Eesti",0.92230581,501,112240.8678,592886.8284,480645.9607
"ESTr102","EST","Estonia","Laane-Eesti",0.838051914,502,73161.82098,143688.3573,70526.53631
"ESTr103","EST","Estonia","Kesk-Eesti",0.820687078,503,94763.51508,119448.296,24684.7809
"ESTr104","EST","Estonia","Kirde-Eesti",0.838946009,504,44541.42231,137980.632,93439.20972
"ESTr105","EST","Estonia","Louna-Eesti",0.856211644,505,161589.8984,306334.2599,144744.3616
"ETHr101","ETH","Ethiopia","Tigray",0.490767256,506,2552855.52,6082390.835,3529535.315
"ETHr102","ETH","Ethiopia","Affar",0.417470631,507,1094574.069,1844101.551,749527.4814
"ETHr103","ETH","Ethiopia","Amhara",0.449417468,508,10177472.34,22566619.9,12389147.56
"ETHr104","ETH","Ethiopia","Oromiya",0.454941465,509,15941959.81,38201284.67,22259324.85
"ETHr105","ETH","Ethiopia","Somali",0.42041166,510,2298487.643,6069535.485,3771047.842
"ETHr106","ETH","Ethiopia","Ben-Gumz",0.46240746,511,568014.52,1103509.302,535494.782
"ETHr107","ETH","Ethiopia","SNNP",0.473290951,512,6128267.656,20902486.52,14774218.87
"ETHr108","ETH","Ethiopia","Gambela",0.547956023,513,194471.1111,502399.7695,307928.6584
"ETHr109","ETH","Ethiopia","Harari",0.568810539,514,25330.89143,255253.9712,229923.0797
"ETHr110","ETH","Ethiopia","Addis",0.697035375,515,23138.96209,4284619.75,4261480.788
"ETHr111","ETH","Ethiopia","Dire Dawa",0.553080044,516,26888.12361,465984.6094,439096.4858
"FINr101","FIN","Finland","Lansi-Suomi",0.919008923,517,717076.5578,1370703.938,653627.3806
"FINr102","FIN","Finland","Helsinki-Uusimaa",0.945903173,518,237533.9831,1557920.336,1320386.353
"FINr103","FIN","Finland","Etela-Suomi",0.91506082,519,521479.2968,1146401.68,624922.3837
"FINr104","FIN","Finland","Pohjois-ja Ita-Suomi",0.910001815,520,703846.7268,1277241.096,573394.3694
"FINr105","FIN","Finland","Aland",0.912185064,521,18374.53947,29886.90625,11512.36678
"FRAr101","FRA","France","Ile de France",0.938138034,522,764141.1216,12003809.59,11239668.47
"FRAr102","FRA","France","Champagne-Ardenne",0.862053464,523,716381.7355,1319106.947,602725.2113
"FRAr103","FRA","France","Picardie",0.847799499,524,1075093.546,1904848.547,829755.0014
"FRAr104","FRA","France","Haute-Normandie",0.866811084,525,859350.9128,1824616.132,965265.2193
"FRAr105","FRA","France","Centre",0.869039323,526,1392086.59,2557085.373,1164998.783
"FRAr106","FRA","France","Basse-Normandie",0.863182241,527,921982.003,1456248.296,534266.2929
"FRAr107","FRA","France","Bourgogne",0.86727098,528,989786.9218,1634656.232,644869.3104
"FRAr108","FRA","France","Nord",0.86372758,529,1037274.5,4009966.724,2972692.224
"FRAr109","FRA","France","Lorraine",0.869934692,530,1058728.243,2321023.967,1262295.724
"FRAr110","FRA","France","Alsace",0.885023682,531,690416.8677,1883091.12,1192674.252
"FRAr111","FRA","France","Franche-Comte",0.871528501,532,685093.1085,1177505.792,492412.6837
"FRAr112","FRA","France","Pays de la Loire",0.884249952,533,2095529.353,3679499.741,1583970.389
"FRAr113","FRA","France","Bretagne",0.882429983,534,2007092.771,3257995.516,1250902.744
"FRAr114","FRA","France","Poitou-Charentes",0.870432237,535,1182568.308,1785913.196,603344.8879
"FRAr115","FRA","France","Aquitaine",0.885895919,536,1680008.258,3333889.321,1653881.063
"FRAr116","FRA","France","Midi-Pyrenees",0.895633139,537,1539923.76,3009025.758,1469101.998
"FRAr117","FRA","France","Limousin",0.872283435,538,470736.2975,733079.9102,262343.6127
"FRAr118","FRA","France","Rhone-Alpes",0.900856937,539,2441650.97,6436340.766,3994689.796
"FRAr119","FRA","France","Auvergne",0.871424876,540,790435.43,1344120.172,553684.7421
"FRAr120","FRA","France","Languedoc-Roussillon",0.873177222,541,1142502.121,2755723.091,1613220.97
"FRAr121","FRA","France","Provence-Alpes-Cote dAzur",0.890582327,542,1171897.372,4916708.148,3744810.776
"FRAr122","FRA","France","Corse",0.862915112,543,175623.8642,307149.3876,131525.5233
