GDLCODE,X1est,X2est,X3est,X4est,X5est,X6est,X7est
CUBr115,18666.2050143722,12742.7585186444,11971.2513801557,10731.1076795702,9462.08932597903,7345.22923493397,7562.35884634452
CYPt,201997.588485758,133894.463026156,143255.585184938,159674.696802408,164311.666036512,154799.708553436,203051.291910792
CZEr101,218707.713879969,152400.465155742,162492.784412052,166367.959058655,181355.097206698,163905.346015625,218134.634271259
CZEr102,234394.114667534,158237.703611416,166829.39941493,181847.231555181,185163.18365468,173375.021919565,221534.345176693
CZEr103,209957.196925476,139612.945978922,147001.854154544,163479.762067931,173019.566069773,162815.169439122,217462.505364232
CZEr104,213093.831428454,144543.649050766,148854.847554111,155860.954003119,152905.315241666,139779.820701039,167283.582020844
CZEr105,260208.996008034,172782.679962097,183750.190427523,205610.971041518,215203.542712663,201490.585625627,268389.034222538
CZEr106,290450.927554622,196106.830217362,205064.804735604,221806.443969638,241051.260492587,224322.43184303,304685.301187157
CZEr107,212198.694248905,140646.642344635,148904.877773389,165986.912711896,173631.281559569,163012.832392894,215969.758968711
CZEr108,212051.524984732,139944.151827896,149273.996545735,166424.518926591,172908.460558723,161402.871836612,213343.475319711
DEUr101,1882888.7237222,1304694.96953315,1372686.48766376,1448563.74739741,1537937.24451342,1386336.59159636,1865021.23557369
DEUr102,2226298.20525235,1542650.94504967,1623043.05366422,1712759.13992902,1818432.96638497,1639182.72326008,2205171.96645968
DEUr103,609419.350773808,422280.058971799,444286.323237578,468844.90165105,497771.69796281,448704.341876595,603636.325526361
DEUr104,430158.779220147,298111.059316318,310399.545616788,330480.91883348,352311.607096062,319495.596212498,430390.493704707
DEUr105,116251.383415792,80553.1379698415,84751.0005113934,89435.7364188868,94953.7431654056,85593.7712210704,115148.227297611
DEUr106,309527.654212755,214478.512880169,225655.623268154,238129.068946355,252821.158055276,227899.560786493,306590.421850798
DEUr107,1069776.13340108,741271.389111014,779901.236139919,823011.421308199,873789.586246321,787656.636244857,1059624.5975486
DEUr108,279521.035187416,192372.493411928,199724.926054365,213553.374496923,227638.975786563,209434.661751131,283506.533311674
DEUr109,1371395.28898361,949047.234971386,998568.53683508,1056468.50921143,1119583.53106433,1013836.17940441,1367772.71952975
DEUr110,3095413.42395662,2144879.97722878,2256656.023941,2381395.99683131,2528323.3851753,2279096.39145664,3066039.80141035
DEUr111,702038.594685944,485832.051839471,511182.777080165,540822.674173272,573132.236267524,518998.520957691,700184.144995932
DEUr112,172770.443683293,119562.399827063,125801.168009726,133095.49372097,141046.819218586,127724.608612075,172314.066928288
DEUr113,709703.686792544,491769.278954998,517396.83223522,545996.701307796,579683.609942197,522541.86760774,702969.023159504
DEUr114,390011.452598448,267411.700927976,276708.407705677,298814.972464007,318289.903641466,293262.256499632,396010.306162794
DEUr115,495831.043940167,343080.20346701,358875.245098853,380518.747226424,405573.053610987,366594.548864131,494313.157792428
DEUr116,377128.354475555,260946.292427518,272959.977597679,289421.993121346,308478.261289333,278831.268559137,375973.852529431
DJIr101,335723.08251396,150920.909833937,105493.03768348,70662.9895766561,48290.1040685655,31253.768020245,28902.1083031567
DJIr102,66536.6283368952,27324.4293633456,18616.0073384152,12357.4010034678,7835.08695496304,5109.08957836141,4996.35742455167
DMAt,19604.5426858862,12833.4556389944,11151.9670329722,9470.36278371998,7767.38231167737,5246.60155505374,5108.68799169618
DNKr101,304699.664776619,212239.792226184,229309.984202337,235123.557804839,255126.15849122,231246.493394419,310718.34910438
DNKr102,140441.52443456,96612.6410736914,102131.866472337,108865.780401421,118777.172374197,109273.706103852,148112.309139943
DNKr103,207336.912908103,144494.828474554,155839.374519803,159152.80366,173977.899410134,158411.911854967,210102.269172439
DNKr104,221159.289299713,153580.854087574,166347.763200044,169542.789065844,185103.92276018,168369.737610985,224231.64397566
DNKr105,100588.44534553,69704.2306901713,74679.672447926,76926.5886011706,84130.5860290817,76338.8317668779,101783.645119242
DOMr101,998938.162929449,677007.929857189,607097.360680954,530566.328776423,454161.545090158,323461.270565495,322797.402100333
DOMr102,238202.324488949,157049.83911765,136451.439446475,115949.501897877,95223.4571780113,64285.705848206,62359.7320228313
DOMr103,409358.590902374,274601.271530789,244915.956643522,213624.437785698,180861.467490442,127446.112671859,127636.162975317
DOMr104,176744.237782592,117473.903011563,102336.503219893,86731.3616549864,71436.2679472021,48223.1587549551,46856.5676288074
DOMr105,119444.481792943,75659.2291129212,62410.9182657668,50141.3756477121,37887.4646213094,24011.3628964598,20326.1676628878
DOMr106,305513.850462217,196844.700348658,169160.552971337,140412.027709376,110190.238390411,72000.415089409,65508.2150285915
DOMr107,175573.096971903,110382.585049805,90956.6249188087,72750.000041692,54689.6629930041,34882.8937695839,28828.1362552033
DOMr108,156616.319663299,97883.8068055788,80119.7551773473,63899.1121633206,47734.6690076074,30116.1709254072,24656.1662574402
DOMr109,210578.406545392,136924.882845544,118599.297741756,99768.4071018003,80480.608293877,53852.5478343111,50975.8496373194
DZAr101,3502174.37118368,2333671.14519377,2071697.19182099,1806796.05600396,1533256.76552227,1089156.44945963,1094896.02081571
DZAr102,1477467.17303165,983843.316610271,869525.404397522,757775.956262351,640816.62045068,452294.70138872,455285.827858808
DZAr103,1732279.6028941,1107455.45037178,953397.261984525,799492.820954363,642741.399694715,428061.300863726,406220.163236792
DZAr104,829212.72167645,523623.513440703,436857.930629524,357422.079076996,275207.458683284,175295.410077041,157519.886416002
DZAr105,1567126.00856053,1018128.8955546,878595.030542081,742363.137767299,602541.852713331,402856.602838805,389245.472023348
DZAr106,663354.375095881,419408.427958307,355203.813062876,294753.592910614,230922.564731738,151147.405831678,139774.820408905
DZAr107,1135166.33317135,727561.280360327,623453.271590736,523859.786916945,421249.905138596,281335.800274563,266929.622547479
ECUr101,1895804.2712859,1286761.99527677,1144531.27012597,1014619.75719851,869104.504048119,624590.441995921,627304.760068805
ECUr102,1645123.27853089,1124563.4026138,1030190.09738045,915868.779642267,795632.381035328,598624.325323057,614094.735474211
ECUr103,580405.362566276,372790.79942128,319029.85564679,267179.970737079,213373.831867461,140676.804115787,131749.375645327
EGYr101,2327202.65045831,1500910.4821425,1321987.16715094,1120702.24030073,912871.167391045,618588.78758545,608160.504971024
EGYr102,1136956.85676547,734882.066278245,643851.585363584,546955.796832278,447152.060311359,302452.378130309,298669.256318757
EGYr103,98834.537170443,65580.1511953372,58684.5655648165,51146.0125886423,43442.7458934025,30907.2872647619,31343.7003225967
EGYr104,22156.733863463,14329.1436907552,12552.6774299715,10700.1739449308,8780.78250125057,5956.52339483497,5948.96517479393
EGYr105,472734.719133241,297302.659810273,258909.284585087,214681.966931955,168964.190763364,111270.421459185,104974.757316894
EGYr106,2011830.02182004,1253353.76844282,1073028.43717981,873676.4983995,676993.99275868,440114.2840239,408215.997375243
EGYr107,2458145.70682553,1519387.5950244,1288172.37358179,1038990.09620307,791589.412143949,508205.897940162,448178.918281097
EGYr108,1301861.66211645,811632.357265022,689261.568718704,560053.028507448,428955.519029112,275708.320690995,245896.543672264
EGYr109,1100813.89792958,686530.609564469,582479.466445566,472118.19014882,360092.718897555,232006.603635634,208194.513378375
EGYr110,1724475.35163721,1074282.48366194,914425.054777203,747876.400810478,574664.392706233,373446.223447962,343530.092958975
EGYr111,1292968.34554744,802885.977784841,688792.42369804,566298.919960639,438875.574157481,283334.582113108,266097.176738446
EGYr112,2411608.09901302,1478305.18058771,1252097.05025673,1004707.94770118,755283.591367053,485787.086465346,425455.044608958
EGYr113,213931.229083388,133271.010162227,113439.76339668,92778.4311187447,71290.4708817006,46328.1829473081,42616.9124099519
EGYr114,2668541.62048457,1655246.3223788,1407347.81166397,1141348.55136161,872021.576001035,559083.712156627,494167.405953381
EGYr115,1017761.29347555,611525.283392289,505855.333195129,392945.926005749,288263.206141689,182193.711289499,151897.246500097
EGYr116,962583.529132101,580092.518825396,485239.533313075,385033.997484779,285401.935844285,182550.525497065,156759.959903299
EGYr117,1667103.5477649,994736.404795191,819858.304988286,632066.742652932,461884.098247115,293428.809038423,242070.09251315
EGYr118,1678072.52439351,985413.582356012,791791.455695356,602328.842521035,442791.562984688,285471.431939798,233760.600109602
EGYr119,1536414.52546561,907946.372073482,741426.726315281,570512.859367775,419482.883289184,271126.720721566,223286.912767101
EGYr120,1317465.7558579,802691.744776273,677316.501247662,538432.163952968,403475.766283127,256294.023319059,221553.044563014
EGYr121,509223.556629713,312650.070625896,263975.677189043,212219.773570801,160072.51553764,103262.829362768,90543.5770841404
EGYr122,245494.48279874,152795.56283547,129532.190290284,105278.774704192,80449.0411561402,51740.026899499,46355.9213156754
ERIr101,46613.1547969971,19142.5067288385,13041.7012923152,8657.14810414894,5488.97848009994,3579.24333319168,3500.26726440856
ERIr102,265371.028936259,152838.789771939,117990.158964933,88198.1364413812,64654.2650922952,41319.0883872438,32621.5324059488
ERIr103,193533.24343954,78280.4512660322,53033.4500098841,35033.5893975284,21989.3164967205,14464.1218440569,14185.8275462381
ERIr104,207956.562362076,84151.3151511836,57112.6147473125,37850.7682231601,23806.4889852023,15668.8832574727,15323.367273593
ERIr105,282598.984491901,114305.819714427,77439.9211760084,51156.3626532237,32108.9979230649,21120.6409402969,20714.2731010784
ERIr106,462193.912919324,188327.197454578,127807.274110675,84610.572037581,53286.2955724834,34914.2492269555,34042.4986784029
ESPr101,473098.2228763,322032.386551873,334359.835720924,356958.141264322,384781.352830531,366979.816851334,488926.243904717
ESPr102,180614.50093816,123192.623721785,128290.361943835,136198.006319609,147899.306133585,140671.813920885,187913.387022142
ESPr103,101300.075930755,68953.7682292172,71593.3290571258,76432.091827222,82389.6146163773,78577.9390294068,104689.181309896
ESPr104,375906.276018333,262635.216119626,279219.154399687,280918.335628223,309670.34877006,281963.93907699,374302.72998708
ESPr105,110451.858480878,77223.1381386317,81072.1772213425,82407.8540091986,91376.7964107929,83331.7352975222,110912.440441634
ESPr106,54294.0461399538,37850.3697717402,39492.308962768,40413.100708764,44669.3404272314,41283.9459354892,55030.8880540535
ESPr107,232029.038837127,157937.926491655,163651.53202994,171528.083552965,186833.069300634,176319.288480092,234389.061307587
ESPr108,1113880.97318256,779687.347586028,829769.696770857,831219.317601663,914451.269609592,829991.6774445,1106993.7178048
ESPr109,432633.970218035,294486.037301792,305139.444567868,319825.81216268,348363.002082225,328759.3405699,437034.3930975
ESPr110,362901.051187586,242432.618871365,258359.72479729,277037.106649932,287610.39002797,274941.493551306,352252.614914552
ESPr111,193518.549888211,130050.513102424,137485.995319832,146825.701874921,151607.159065861,144820.116432959,184104.964315791
ESPr112,1284363.59711401,887529.4383619,924976.561871521,958420.248085846,1055493.08289339,985174.158938963,1305679.91273437
ESPr113,865723.994025939,577420.183577735,609503.236868638,648003.469931809,689713.734302098,664273.538643754,880356.842650026
ESPr114,199354.168032232,133366.733927606,141208.951811736,151798.182972279,158027.396659627,151450.67636623,195337.890230289
ESPr115,1481227.93814008,986431.971364589,1054069.46700989,1130658.52901634,1177841.56768124,1128282.88393505,1446073.64285282
ESPr116,256463.38147223,170835.454392175,181869.717214996,194889.266427031,205051.325878336,197935.218413407,258049.636201825
ESPr117,15015.9256889324,10143.1786023763,10771.4176812764,11470.1193834657,11721.4949892179,11191.4158656727,14249.4477890586
ESPr118,15980.0891096672,10866.630791271,11325.3546216584,11627.0435668713,11436.9688673981,10690.1061856693,12836.8068574648
ESPr119,374965.720069863,250392.312905916,266772.441136552,285852.004298328,298495.610861127,286083.697088897,366828.213639318
ESTr101,99240.7130270625,69034.0663959238,72938.0797910197,75628.6692124999,83017.9228875636,75462.3202886415,101215.228397289
ESTr102,23647.6612541576,16025.0185439889,16607.4000381962,17337.6882719237,16701.066550142,15404.0315665806,18062.1337750108
ESTr103,31093.9576043781,21328.4952858159,21137.2098965429,20885.5735176933,19067.4281845158,16410.3844301563,17913.9510808978
ESTr104,27960.8935084258,19006.7416968721,19629.3496568664,20629.6013914626,19871.4108190699,18296.711857442,21551.2910698613
ESTr105,56536.3097303948,38292.9826552838,40405.9729014725,44520.7469675335,44801.8429741917,42152.4627367839,53591.6820343398
ETHr101,3000501.19952478,1279510.96078104,895351.049060576,598963.653112027,399969.528520538,260875.221946103,248808.387054934
ETHr102,386150.316563671,156904.675140731,107615.927197997,71453.0487638892,45599.576638925,29951.1154542109,29251.340240576
ETHr103,10873059.3411907,4465727.17218626,3064667.80700705,2031517.94545633,1299646.46059685,848982.019934677,830226.253628167
ETHr104,18195409.3759725,7510461.87183344,5158542.81106566,3406572.09230807,2189902.90331716,1428100.5648983,1393099.38060485
ETHr105,1516637.65233182,616256.229602459,422670.551280436,280637.822839509,179096.149593809,117635.510004052,114887.08434792
ETHr106,478446.191133338,197486.728766651,135643.288301707,89575.420300144,57583.2442894916,37551.7396565549,36631.3875521132
ETHr107,9919204.17074323,4161838.39837077,2874513.37154131,1909993.29820587,1238410.10960091,801450.71673464,781752.934803283
ETHr108,117714.895591253,55327.9531258817,39495.2252085929,27183.7213818777,19335.5242604718,12543.5015988229,11323.1788331004
ETHr109,96874.0561420323,47669.4496613432,34916.1098085516,24370.7906955164,17511.7363216163,11213.5226721896,9596.33469875054
ETHr110,1147709.81542185,704305.228632144,577323.371907842,465739.346273746,348668.70347658,220308.079704508,184506.454583333
ETHr111,198920.519609281,95623.0197482089,69107.4909369022,48026.1655563647,34045.0502154674,21936.9013954118,19436.852538364
FINr101,236917.09432948,165310.147811917,176989.934911527,181135.432099694,199140.088977942,179719.733501775,238983.568367664
FINr102,276182.257240005,193031.11667252,207720.2962701,213266.281414489,231852.389400946,208662.213293248,281110.445708693
FINr103,199814.733197203,139283.142981439,148780.658353785,152859.485303216,167617.328926676,151160.737870143,201578.913367539
FINr104,221853.762096083,154590.861980165,164302.300723607,171590.401975631,188133.336339407,170049.587219177,228939.749665929
FINr105,4977.47378914907,3473.05849813384,3718.44321516189,3805.53741009744,4183.8035202223,3775.79450494988,5020.88906228557
FJIr101,42114.7757214741,28470.5447489248,25379.375462107,22443.6592446705,19241.1227079239,13848.406889274,13949.1152256257
FJIr102,25208.8753473331,17288.357055201,15920.6809353359,14216.8313024166,12394.4713222785,9348.93138859511,9630.85264883975
FJIr103,7678.96549051782,4921.66662214148,4202.36416361818,3516.72897265482,2811.93979862201,1855.85028683788,1740.4846656078
FJIr104,16277.803159504,10698.7148672655,9308.15538217655,7896.78390126034,6475.91318206369,4363.79681430756,4262.83269342234
FJIr105,12955.7704557585,7969.12712926692,6505.37825668727,5186.65796492982,3821.80480861789,2420.97622016588,1992.28516457371
FJIr106,20825.8967563094,12810.0616940346,10457.1423519079,8337.35080879789,6143.40248145304,3891.62504714219,3202.5208603551
FJIr107,22188.8509949728,14028.9888231423,11881.3786066597,9859.3508972955,7724.23695776315,5055.80032662185,4675.39339354473
FJIr108,65778.7003156483,43233.571024327,37614.3117947825,31910.9511651244,26169.2040565322,17634.1291311858,17226.1325123998
FJIr109,17770.763974465,11305.7100398896,9483.0789866014,7835.59595668442,6077.16000712812,3898.83292270714,3537.85811252424
FJIr110,9976.9088532639,6154.5469203507,5028.67266647036,4047.21309270541,3026.8326875007,1912.08848501921,1593.73729468972
FRAr101,2060070.75503057,1443416.29136474,1557255.56094744,1595032.64121965,1739731.36239909,1577382.87798899,2126749.51104951
FRAr102,228919.582839012,156253.203235339,166860.501855396,185417.88051552,190465.958603872,178104.168012875,229731.704937985
FRAr103,337827.645059197,233766.408551,250059.116990829,270339.260952678,272190.41324154,251129.349721968,316947.805482787
FRAr104,315554.306701242,215679.119761128,230476.290073136,257405.407257754,265519.579166496,249441.742474858,325039.554565386
FRAr105,437472.254323176,298614.669474093,320687.003942643,356978.812980796,368386.9528868,345465.323006134,450626.983386358
FRAr106,252867.937167341,172362.007675471,184301.56231714,205491.194873298,211206.020310415,197391.742696029,254792.534960306
FRAr107,279605.963589555,190465.226291529,203719.584158896,227213.178042239,234385.336986666,219574.948758705,284609.76217241
FRAr108,701326.739562288,480124.909597059,511350.497279292,566080.12005207,580106.237898922,543198.658333899,693977.83727647
FRAr109,397118.562619181,271427.707394913,290049.639912853,323939.376423671,334150.893797431,313917.269152104,409055.550699847
FRAr110,317272.045413495,220141.575009831,231367.659197142,254840.532883665,270759.276032188,252156.42902532,335167.482438359
FRAr111,201244.109416914,137085.791546978,146625.507405209,163534.82978646,168696.932628753,158037.276622882,204845.552592805
FRAr112,628236.105659344,433666.293600546,460002.099174637,506832.023552992,535403.141168744,499561.150318625,664366.186525111
FRAr113,556256.600641612,382721.326764397,407284.623381036,448880.234652724,473151.416800744,443428.419272585,588464.378486902
FRAr114,305883.050429095,209077.577874768,225114.780457646,248780.440624004,257543.344469841,241344.885533734,316838.920610913
FRAr115,567723.075184136,394909.281874645,416510.445241592,457304.091964665,487828.098121764,453061.504323238,604600.50328996
FRAr116,512061.177880578,356775.762022717,373914.613373225,398284.990790732,431267.430343488,401887.013083931,534130.012505328
FRAr117,125098.358337728,85503.8363820786,91370.0270020932,102045.806985883,105262.589528531,98888.6914924939,128858.690271192
FRAr118,1112309.17257828,775776.428034906,812392.846253472,864225.299252363,939395.036871644,869479.769474441,1160837.44753489
FRAr119,231012.86655632,157902.213050862,170014.032045141,187887.111270384,194505.142357574,182271.537300427,239287.097419293
FRAr120,470097.090417088,322334.896571472,346495.366448558,381663.097636837,397901.082195771,372675.16564207,491824.301088203
FRAr121,845836.837167609,590247.663783193,618948.196406395,675569.275226222,721745.996709493,667396.203512702,895209.827194386
FRAr122,57155.6503140185,39588.4815141576,42193.566774428,45976.3167697934,46436.3665150394,43002.3971001134,54515.2210124496
FRAr125,81611.4923714773,55521.2520326818,57299.7112948027,60371.5380113846,58390.9034343469,54056.6450847087,64516.4577705981
FRAr126,66036.8585435023,43921.8015251629,47174.7816808038,52395.735745006,53625.178939691,50352.8469557792,65176.7966100549
FRAr127,61478.2323826987,41787.8127859775,39954.8576226976,36469.3352693091,32362.7198580358,25811.9115994381,26745.1304818433
FRAr128,161156.28627259,109096.399324521,113268.432918958,119151.170426571,115211.544047145,106739.849630866,127197.31737935
FRAr129,58692.0892848866,39890.5858476725,36527.5460208168,32119.906696163,27808.358243876,20599.7407199134,20945.7731866717
FSMt,38912.4937684942,22017.7809646741,16703.6043859801,12214.6908374421,8881.53886650134,5680.5637938222,4484.327383086
GABr101,68579.7306961403,41981.1624486554,34139.1004504997,26688.5450036296,19388.7940179982,12150.016484787,9759.65089828984
GABr102,58327.3266002326,35504.0560347082,28821.2791087752,22388.1496106791,16211.3242462319,10203.2562385543,8160.60816081873
GABr103,21239.9020302354,12663.4662194319,9946.75997960369,7605.06111036747,5528.26443610958,3520.78950339456,2814.75672085741
GABr104,44211.8773121951,24528.7235502116,18459.5670541196,13358.9891874738,9684.84339687022,6176.36320670988,4861.63629241989
GABr105,18290.248625741,10534.1546731447,8132.27182903107,6078.90714486156,4456.18569590235,2847.84817175043,2248.38385956887
GABr106,26961.2030545757,13991.5698625139,10361.2156316167,7357.90308313038,5274.6873223608,3413.14287193763,2796.27817386494
GABr107,25059.6612296538,14281.8113648507,10901.5651622897,8077.73156437854,5916.43683926794,3793.28637422855,3001.50746533071
GABr108,7805.57435675686,4618.6825899568,3614.67622526104,2736.8950800585,1992.66720594618,1269.08639440272,1003.41814761791
GABr109,37389.6708854527,21914.7056525051,17007.5114746708,12721.8653506179,9285.19266429101,5934.1790946416,4680.87487782098
GABr110,305931.57265307,194368.240778966,165251.197486594,137002.381888528,107390.132801524,70141.2247352852,64985.2496560328
GBRr101,452542.487284206,306271.65900866,322069.932349692,349245.687914456,377270.484846641,351030.65502378,477047.093572565
GBRr102,1233100.01870056,853695.192164375,893554.451958937,945884.060381328,1036467.71931832,945235.747846961,1274910.80962952
GBRr103,918758.535402841,628048.996274926,661816.545734442,715596.240060745,778899.988393311,723811.730687264,980578.963446471
GBRr104,794839.402181299,550360.583711377,576033.291191157,615460.143562997,673641.039881501,618978.228444076,841117.311027594
GBRr105,977667.757279259,675073.441437392,706724.727169482,758227.065964063,830637.792407127,763761.392435826,1041705.82330685
GBRr106,1041870.06862493,723430.866552123,761250.044416266,800057.647519324,871702.113174643,796395.053241987,1072876.20647073
GBRr107,1497219.3856351,1042172.98703827,1116158.75541915,1142618.27579984,1233621.64445912,1120794.10064102,1484966.85100751
GBRr108,1550601.54392452,1079330.83036624,1155954.5020743,1183357.41546657,1277605.43636403,1160755.11681828,1537912.15498606
GBRr109,944226.177855225,657895.629200376,699445.038276525,718957.469965563,787021.83185538,713034.348343701,942839.50450323
GBRr110,530012.484345225,356547.565737322,379370.622492286,420811.993641629,447803.039757912,417186.284236034,569983.009789592
GBRr111,923187.08878846,641022.384406743,674533.450483199,708920.346901918,772403.546648153,705674.971254674,950661.211516854
GBRr112,314770.418027951,211750.91083493,225305.352150233,249917.069997683,265946.848767007,247763.788520442,338508.611701754
GEOr102,84533.2668856168,58165.4557125221,54864.2851337642,50099.2224232546,43726.1780444768,34562.9066340114,35588.6851663541
GEOr103,28460.914889202,19226.5147903763,16932.2688220315,14757.909467468,12239.8476153903,8450.8892044669,8280.65521106508
GEOr104,132280.635213416,91429.3973557272,84059.8290951508,75201.3814959422,64867.1179423653,49160.455231409,49687.1836659891
GEOr105,75548.9215964321,50517.1450356783,44367.6638238372,38525.1363396844,31896.1841389384,21882.8157406256,21268.1333248039
GEOr106,108464.715522974,74195.1192558411,65550.645926799,57562.229450727,48178.7338699191,33573.3368187442,32803.2191549957
GEOr107,26732.831201986,17506.3307951839,14911.1604467298,12621.7023076337,10079.6941843657,6558.3211324179,6257.95993168306
GEOr108,83429.4699431867,56360.0272183979,49634.7435863207,43260.8919682873,35879.521185906,24772.6824531831,24273.6636447184
GEOr109,39125.7277559854,26525.536604869,23359.1565529489,20467.2874658384,16960.2602651918,11752.8719618089,11501.1593933577
GEOr110,67715.6133399659,46320.7595485467,40923.9278631948,35936.6790728016,30078.4683591738,20960.1720115975,20479.3798047196
GEOr111,236554.058778404,160587.333079582,163140.793782772,165092.446926948,155280.139173324,141060.346704351,158313.881554619
GHAr101,992152.437718943,568110.396015537,431863.829537868,316281.513385661,229970.551204679,147900.334319402,115288.937817911
GHAr102,1079413.89831248,535926.350327803,393680.267837959,273097.536980228,194751.946641962,124329.366904576,104389.632994995
GHAr103,1437481.28191074,876022.658844871,695621.815525252,537155.668295646,392032.613677301,248590.131412435,198105.830333759
GHAr104,875921.469340461,460377.87549258,341361.321468485,243466.841926904,175123.263451491,113279.934179794,91164.2941402851
GHAr105,1099306.77243757,587594.902829462,437591.091505804,313889.042372618,227314.973212255,146313.53746808,117304.680174217
GHAr106,2064556.14718315,1131498.94211767,844295.990989154,609165.118048161,443065.047905477,284544.90691838,223462.846838012
GHAr107,941876.792368814,495828.405048948,365781.54631427,259951.610865049,187273.774993548,121215.487757408,97909.3826519623
GHAr108,1242514.86243404,550093.218023052,383315.310079709,255284.386649107,173147.454199855,111422.617396133,104030.151218103
GHAr109,317121.044198392,147066.962842822,104035.650740197,70592.2728369928,49295.7356474143,31794.6592882161,28175.6744459669
GHAr110,460174.779848213,214104.473436951,151499.737258788,103095.849848716,72078.159931461,46430.5803955103,41233.4192803614
GINr101,564194.281289772,235246.139869136,160839.707009733,106022.328763081,67778.4737600223,43600.1786789379,42357.890629317
GINr102,626236.991340208,380651.913127713,303099.335151442,234001.485459345,170369.745201028,108078.593609991,86427.936110274
GINr103,504073.787739445,206101.977595706,140119.737922679,92979.1805985816,58891.7420379521,38082.2409510922,36931.3331545443
GINr104,760983.516559436,311145.335257355,211534.131504778,140367.592086135,88906.9141113863,57491.4989477804,55754.0115331294
GINr105,779033.536858887,323685.320278353,220452.378489049,145864.724430484,92587.5336519627,59679.8488901308,58084.6574011336
GINr106,504711.145004619,206362.575539861,140296.90708944,93096.7446491351,58966.2055005635,38130.3926176432,36978.0295987379
GINr107,415576.237217077,170644.672103159,115947.030882931,76931.7310683144,48758.0776108836,31535.5399553066,30664.7111623278
GINr108,905300.588109649,376148.775304307,256183.666624942,169506.721551179,107594.275086936,69352.8580507273,67499.1152722592
GMBr101,14170.63670952,6789.72339511902,4871.95651033436,3352.13213132639,2372.45703579782,1530.23091673588,1358.86330116658
GMBr102,170141.473774736,80503.2888724626,57414.3534734115,39455.0231304053,27902.4508835593,18037.0242912589,16158.3855741662
GMBr103,341355.935185288,148702.223589557,103457.597429046,68865.5080476462,46157.9571489356,29902.8901061393,28330.8884933874
GMBr104,47180.3814237701,19166.2584642978,13012.395166061,8612.19102704358,5432.72144226549,3565.59199152833,3479.46048503369
GMBr105,111329.967108252,45050.5771084332,30575.3540502076,20263.4854771717,12744.8521247958,8388.36840666873,8203.39572447112
GMBr106,53884.478690188,21795.2287324764,14765.834314235,9754.22448248099,6122.37378509854,4027.1720321881,3949.68796333301
GMBr107,73473.5614611595,29731.6745168771,20178.5755745376,13373.1328976018,8411.11966730444,5536.0054232922,5413.93045922734
GMBr108,126167.155661754,51032.1725850643,34573.2827278701,22838.9099895843,14335.1574542491,9429.37285490081,9247.94872657708
GNBr101,55044.4828700581,22360.9210838136,15181.3220071979,10047.6848036445,6338.25614253977,4159.9105682604,4059.42252448575
GNBr102,31315.7505832383,12790.5924565576,8667.93591033816,5735.90621411252,3611.63079252972,2354.47547771875,2301.7085655049
GNBr103,136035.850533513,55262.3398339527,37518.8201213111,24831.6502742538,15664.2413606664,10280.7210239862,10032.3768523168
GNBr104,56521.6982781521,23994.3621189428,16508.0737317954,10926.151979481,7065.36140119706,4545.84442235876,4405.50806807295
GNBr105,17856.4231728187,7282.44869551714,4934.9749358467,3268.39267168519,2061.220208041,1346.07879294443,1312.46152314689
GNBr106,90881.7063006533,36759.8912445481,24904.0957628262,16451.5011772565,10326.0120488363,6792.23915212841,6661.55431375119
GNBr107,94059.6454851655,38045.306137816,25774.9388070546,17026.7750399885,10687.0906381971,7029.74924993311,6894.4946418453
GNBr108,81285.82127165,33561.7687579898,22873.9119852709,15165.3198091898,9613.39055169623,6262.81127287644,6137.9763513269
GNBr109,218356.860967046,105063.819505774,75958.3768299735,52614.2783621222,37149.5705731881,23972.3008132442,21265.7929486523
GNQr101,74680.7582051084,47158.7084659233,39344.4054034393,32190.2343837067,24785.8012074592,15787.497938963,14186.5943954001
GNQr102,70175.8331979456,31259.7947765691,21803.0138124362,14569.3631796418,9892.9916495328,6401.28271393831,5956.72066993625
GNQr103,96545.5343730539,45299.7175672764,32236.4102668191,22130.261789572,15615.7050117774,10086.3808546149,9041.9901368864
GNQr104,127525.452860436,74274.2509638511,57742.5792715595,43173.9416263406,31546.1165635497,20175.4364687965,15951.222245467
GNQr105,71520.8526898169,30745.2463867138,21279.967448738,14205.8284758164,9351.8066568909,6072.53357757801,5783.764764446
GRCr101,651734.739198064,442869.26356892,463710.032043811,501588.300238572,543496.333820584,508458.841102425,690185.490027624
GRCr102,34464.1792165541,22795.0840883485,24451.134228589,27195.779816419,27906.8761744071,26202.5500394545,34163.3964362277
GRCr103,61549.7804484069,41737.923073153,43743.5490907778,46565.8916567188,45974.0180586828,42805.6431451957,52441.194527065
GRCr104,109066.281734275,72464.5900660127,77269.6731235812,86487.0912705646,89906.0880245307,84337.2674292994,112125.008351736
GRCr105,111545.826801275,75771.0302730975,79401.9090524595,84309.6755258329,82947.6331388867,77021.4560764199,94518.4691320282
GRCr106,329803.369147001,218939.820710258,234205.148000104,260649.149884672,267139.446826607,250584.576486013,327285.488945346
GRCr107,47606.3798345959,31427.6488250838,33561.9057111767,37281.3663077578,39043.0787474675,36915.3656201057,49312.2549538126
GRCr108,58485.7991153287,38691.616912822,41560.7053433606,46500.741441218,47924.5353572946,45147.4976820077,59687.1041479684
GRCr109,128492.207065645,86525.3887159834,91865.5879415261,101496.439287883,102321.940771369,97027.4463109392,123805.989906654
