GDLCODE,X1est,X2est,X3est,X4est,X5est,X6est,X7est
JPNr101,950717.703855993,633966.537838826,666014.562350117,732786.439553804,767498.956029703,712390.780329684,920615.020041873
JPNr102,1591655.47032502,1066466.46108296,1107530.63212596,1231198.31749009,1280543.55740383,1187900.73307362,1521026.82849852
JPNr103,1207836.92958306,826676.772482553,842001.288226066,916003.26840602,990300.952494918,904345.130635944,1179373.65817143
JPNr104,6855187.82522787,4804764.54288343,5027794.61647207,5168056.54297088,5655475.92474758,5021365.06000516,6546801.48769301
JPNr105,924659.465975301,633570.952882795,649377.151143031,715798.309229661,770686.955811603,698385.142856644,920486.022100966
JPNr106,2653690.22917158,1839526.52671162,1867874.56124746,1990807.10403038,2178380.06185699,1961542.1477635,2544738.36921846
JPNr107,3635166.69696101,2549129.39139046,2605712.57948397,2730599.82315499,3021986.1844501,2693256.61243236,3496812.71212711
JPNr108,1316695.72623037,908526.465789619,921369.499909191,987171.711675848,1074680.67057004,972331.282746056,1259975.64307887
JPNr109,675415.362252395,453995.719780947,469587.02359118,522031.095721665,550743.08660295,509836.925037483,664812.787013381
JPNr110,2538296.99503668,1706173.76459504,1764767.87101015,1961859.37667619,2069762.6969863,1916032.12942288,2498451.16627275
KAZr101,251601.841250114,170768.854156469,177792.067887445,183645.994441952,177621.957653348,164880.170336274,192733.114274397
KAZr102,1467543.47874381,1002569.50185811,945248.015548479,853685.400615877,755908.432681468,594250.353432829,614104.817119425
KAZr103,689747.645875676,469084.990465075,452191.887197224,422559.397200693,378419.643242324,308951.270110613,324476.165908396
KAZr104,280745.104871887,189710.233876187,195868.576141561,200308.126882406,190340.644916975,174763.258852608,198178.054458375
KAZr105,859679.737033946,590464.514662825,592825.761610535,594373.222764456,558019.789430084,495781.120780864,552811.853717289
KAZr106,297558.252302355,202927.345223854,192216.012790021,174544.940324094,154932.51050616,122479.879481347,126844.059372169
KENr101,1440011.83457236,867551.308935681,684267.679223689,528678.457843099,386263.747777363,245154.555852193,195904.415795618
KENr102,1870238.03262415,1091094.48864859,849289.654514126,643633.722612272,472639.086512818,304365.486084766,237403.529003277
KENr103,1801054.82682054,937791.006186128,691643.406175938,495036.815298013,355937.125117008,230480.696574753,189709.123827621
KENr104,2690125.12933572,1403768.01606963,1034461.59772797,741641.989558366,534328.828680776,345501.016124034,282064.422503495
KENr105,2686921.4594572,1323658.00359336,966055.135400683,677625.273975381,482697.467384749,308482.500700713,265188.159487914
KENr106,4826912.93481764,2518792.12619487,1856142.67983076,1330734.12584609,958750.470927749,619935.223657625,506110.438725274
KENr107,2256004.49093012,1107236.74253671,806436.670704758,563331.597090744,399856.828025611,255894.422759294,221144.247952759
KENr108,649496.645140315,265625.169431681,181173.615735509,120192.892426214,76175.6760728442,49709.7693086898,48492.2318847474
KGZr101,228862.854274052,150671.766960988,133314.892829448,115483.568078807,96339.6985025602,67154.3562196991,66716.8631344448
KGZr102,142287.308714509,88394.4286849168,72596.9006285077,57891.77228073,42962.2370249216,27569.0460361657,22608.3066302493
KGZr103,315559.287016177,196809.214638923,162921.788765313,131596.857630886,98896.4112192628,64147.211200165,54756.2295292732
KGZr104,91548.2639030498,56873.3540462341,46709.1568273116,37247.814260128,27642.0873270888,17738.0423094394,14546.2813267483
KGZr105,355869.039582512,218748.268096498,179444.965993205,143158.52164176,105238.258051827,67638.3456584733,55422.6009757254
KGZr106,463816.887297353,283030.107867985,232130.669370923,182811.356772664,132482.66736778,85002.6858648429,68153.6254584515
KGZr107,90770.4885109358,55295.3085498871,45245.7862946958,35385.3750631721,25602.8777876003,16396.3410576541,13087.8227360548
KGZr108,154028.840306625,93202.2120927696,75802.127977214,58603.1444560683,42190.1620859159,27108.9703119518,21563.5427694558
KHMr101,263130.479378883,131294.228142374,96552.4086765598,69154.7741190874,48089.4405792928,31545.4108044795,26568.2582993234
KHMr102,854812.691229698,393373.302638493,281258.342652056,194671.834415078,131566.979598955,86348.9473898592,78858.9020758603
KHMr103,228811.424108034,107194.055666193,77202.4824181024,53828.8824560282,36756.5762867024,23836.8504792732,21362.7285856663
KHMr104,402594.360564104,192022.731800565,140269.162281238,98830.4464788533,68036.405392689,44114.7953926607,38657.0980898899
KHMr105,329921.068338029,149383.419403335,106221.323132051,73037.0235022475,49099.4925363471,32107.3218989644,29472.3511890254
KHMr106,469992.788661452,237570.934195783,175493.534305706,125979.267423015,87618.7668519403,57219.6812225704,48105.0273395326
KHMr107,32737.3452589963,17086.5904125152,12732.7522022824,9238.21797893171,6513.06071300113,4223.77560053989,3457.25783373335
KHMr108,450849.960876639,279700.296212673,230457.862776934,186908.99293215,141020.064514407,89813.2228831653,77625.5998040319
KHMr109,441955.041264759,205440.810660569,147892.714412688,102723.041030019,69830.8356736367,45319.2436135542,40899.3133447739
KHMr110,254858.245201319,116057.656421653,82861.6609309757,57166.206299081,38493.8209744938,25267.8291985915,23180.5809738866
KHMr111,235245.053468721,112885.809408945,82762.1769650377,58542.9936349754,40362.6562535055,26156.0362999424,22684.2739688736
KHMr112,364348.614125861,191208.734559369,143214.502445805,104233.730360009,73468.6020288015,47415.8737570623,38438.9427230923
KHMr113,461430.640670421,239820.213257505,178776.909620511,129348.292930472,91033.6472981367,59008.5549395244,48304.7412834296
KHMr114,372280.745722992,184701.776531176,135425.619503937,96916.9342030147,67303.1031475713,44018.0263119636,37003.794579345
KHMr115,381288.03725668,163343.063063269,113171.58450277,75682.6278020641,49631.6208017534,32788.5290877393,31254.5374857245
KHMr116,148308.706006221,63547.8041504493,44099.8025897733,29592.9291916009,19491.9949961693,12879.9492951654,12219.8137706205
KHMr117,549322.110200043,247007.50377813,174500.339277051,119157.49815794,80097.0232070668,52693.8293663654,48737.6960134039
KIRr101,19825.7406479407,11990.0597733747,9456.68476639171,7250.13752478832,5281.81637055874,3351.36285962574,2686.19805732014
KIRr102,7327.3211187856,3975.28837802187,2972.91506137023,2134.25728033705,1537.16659044787,982.0137048975,785.03786613988
KIRr103,2801.57321209671,1453.88198155149,1076.64721412974,764.569152688586,548.099529334772,354.664056337667,290.564853861044
KIRr104,5877.02148372922,3188.45794020908,2384.48477987146,1711.82287291719,1232.91458497321,787.643334779308,629.655003520533
KIRr105,3018.04796135414,1675.11884359411,1257.53424877645,907.912732833005,659.975662047106,421.05883865511,331.351712740082
KNAt,12868.3305508989,8772.35633603629,7936.73897731439,6917.63726060085,5985.25250876058,4346.6163222647,4376.06804412428
KORr101,3995404.55066551,2781090.55689731,2978525.26720738,3049133.81606247,3291980.84085766,2990894.91695346,3962708.05135623
KORr102,260639.662289564,181586.04458827,193808.923527358,199579.921671622,218382.338328253,198795.699112078,264845.410482854
KORr103,2298272.59255962,1561174.33686613,1635984.3896024,1737103.2346537,1709039.92849882,1586937.91256606,1947443.60525327
KORr104,105683.669917533,70330.3524610815,75709.0851995625,83803.3638597507,87957.8501653437,82897.8933597567,112241.785036972
KORr105,1020719.03919162,687959.011449539,728637.246433925,804945.970805914,862080.280061499,799849.857081018,1092501.59497648
KORr106,624654.053343184,415070.099306495,445262.210005422,493670.150489192,517027.913424781,485877.144751355,657105.428679571
KORr107,631668.132989086,423936.438066023,452274.557454322,501448.153203365,532704.921118177,496896.938445308,678702.858723719
KWTr101,590486.736001276,401579.427756159,387117.394475999,361749.28716564,323961.642077432,264490.394656522,277781.117866972
KWTr102,173713.453799819,119486.121289794,116727.659383688,111916.572753397,102916.071313646,88234.6288674777,94704.4925921784
KWTr103,98467.5619890384,67152.4341553024,63607.8549602953,57760.168297304,51270.0503660738,40530.8709535798,41975.0592784063
LAOr101,225189.330265763,147145.151495612,127343.415007511,107441.070100505,87685.4298997122,59008.9924652409,57270.6107656557
LAOr102,88082.459625244,40847.0902571942,28943.4749975342,19727.5242382614,13796.9007326555,8906.55024092863,8041.99990818202
LAOr103,73292.51276275,37614.9980485256,27741.8906883331,19583.6728693003,14073.3526291543,9006.20938986933,7524.36361206741
LAOr104,145652.555315938,70081.671418504,50667.2042908983,35095.7787889419,24780.2146399753,15990.461004009,14185.1145417332
LAOr105,76099.3342297762,38232.4681176009,28090.7138753524,19677.2672726184,14117.349254904,8999.1813838921,7644.68586585606
LAOr106,181315.669886927,93531.9653295595,68836.9968638421,48988.347117248,35132.2511526656,22430.2243379664,18667.5453117913
LAOr107,125632.799300415,64468.716356379,47393.2970036395,33392.0735728957,24008.5370084789,15344.9823820876,12875.5943761038
LAOr108,133597.501473423,79394.6905542688,62222.901793548,47356.6618796703,34501.6731155907,22035.5801640796,17552.9910194198
LAOr109,98202.7892290108,56559.2842525245,43663.2542684753,32638.4648620588,23925.8565377923,15290.477428122,12071.8734220162
LAOr110,182687.907789083,108099.342922877,84600.7746190061,64056.4823498609,46637.9776984764,29702.7134199711,23484.8012007254
LAOr111,94518.0504265933,56352.7146688284,44263.3096892388,33842.6960964221,24600.903337498,15667.5939159018,12525.7318655177
LAOr112,150481.420488485,77229.6940662476,56958.6027338163,40208.4578720009,28894.8763637809,18491.2091442588,15448.7393314101
LAOr113,397506.974669896,191263.058344235,138278.158244249,95781.4768152551,67628.8042584678,43640.2901651326,38713.2375027636
LAOr114,190292.686932718,85633.1608390965,60099.3812281386,40450.358825057,27834.2707250619,18091.1807063175,16701.9607436107
LAOr115,48400.2540564844,24836.6849080776,18258.3499557746,12864.3543198963,9249.33056658434,5911.68110494264,4960.34508824007
LAOr116,238287.250488053,127033.834586782,94537.814014897,67956.712651405,48949.5596803396,31417.5257314584,25488.3028470649
LAOr117,52435.8916293438,26587.7136165716,19532.9897571754,13750.9685909493,9862.60948356094,6298.05789706099,5326.76902533796
LBNr101,207266.16592823,131981.421441572,110495.994599262,90811.9211178299,70435.103698929,45145.1839243692,40705.2092898081
LBNr102,685564.8512325,450884.59548779,395099.533852103,336856.52638013,277269.85116612,189150.150939786,185677.490941572
LBNr103,397937.998205853,256090.606028954,219759.74375248,185755.88077103,149642.869970457,99473.2779706469,95865.6233005788
LBNr104,202562.934596202,137775.98218788,125040.890595271,108916.119761192,94034.0449743393,68485.325854226,68859.7020308897
LBNr105,283755.259569132,191085.744676486,169544.855714741,149086.265086742,127961.993973291,91628.5754524997,92070.305527109
LBRr101,60086.1534520045,24661.0255923579,16893.8419117686,11109.8080258866,7243.22178270839,4716.26359308063,4581.68564219336
LBRr102,225009.69365031,91531.0515793826,62648.9030409887,41249.2145923058,26873.4072821584,17533.6813807956,16992.0484740592
LBRr103,45237.9560810816,18498.8372686437,12666.2687300426,8325.34451840912,5413.35905829389,3529.70439061908,3420.52995290992
LBRr104,110896.638268553,45348.1775633877,31050.1787271341,20408.8071057924,13270.3458182203,8652.74174411928,8385.11077279278
LBRr105,98136.2763431124,39920.5759807389,27323.8453049858,17990.5330143597,11720.6333671184,7647.18254304186,7410.95344664292
LBRr106,44523.0184875955,18443.0783476119,12657.0360254007,8363.49054236325,5482.90830802148,3547.98859874881,3448.47969025834
LBRr107,56781.8072723731,23219.3826500131,15898.4554607263,10449.8113724043,6794.74355988299,4430.41666332928,4293.38302127082
LBRr108,112063.789835965,45825.4525948831,31376.9719044171,20623.6032580872,13410.0119538548,8743.80907714878,8473.36137564409
LBRr109,158477.215415657,67135.4763025523,46533.5994919471,30910.5540904641,20562.8231858107,13429.25071584,12814.0807977284
LBRr110,63315.5598317959,26536.0570177044,18299.9203746869,12124.5275016984,8013.00909079009,5228.22184829836,5032.7043350259
LBRr111,627278.456998592,300554.058919354,216709.762839237,148873.131675157,105331.687114692,67799.3516442449,60004.550808724
LBRr112,269712.898496243,114258.08977016,79195.6873012823,52606.77451959,34995.9369753213,22855.2863306058,21808.326606797
LBRr113,34777.8552074743,14221.4622358805,9737.52348852472,6400.32510961865,4161.66055729795,2713.55204470594,2629.62135649799
LBRr114,27234.4684304719,11136.798459469,7625.43504931871,5012.08171414792,3258.98800802738,2124.97714580467,2059.25119276038
LBRr115,52791.2523696784,21666.9956545176,14842.8052158475,9760.99559679319,6363.84136997463,4143.67449537476,4025.4352978139
LBYr101,584310.357985885,362177.851800631,295981.356902192,237497.137710638,177153.25411453,112298.747862632,93818.2936234917
LBYr102,1260365.47327012,781887.15829587,644039.038577874,523285.042393299,393403.676923952,251692.224899106,216593.385639784
LBYr103,150969.344174024,93469.1863221963,76653.8381208736,61700.1013067595,46235.3584020673,29572.8228063757,25212.3488677035
LCAr101,9251.1025458489,6084.2962145773,5331.52523340687,4545.58640685648,3741.51595053133,2552.41709046329,2505.55655831584
LCAr102,38404.8968918724,25469.4442847567,22511.2257367413,19546.8342787699,16333.4421793205,11430.4332313945,11417.7233971447
LIEt,6432.58185342499,4453.38100575136,4661.31057136408,4934.29287971684,5406.83102898148,4930.91089660057,6650.69176416068
LKAt,5192153.5334074,3525552.08095152,3231183.58424048,2854638.15256639,2464642.77988282,1836606.79026193,1865223.07868947
LSOr101,54270.8034657555,23921.4925710421,17054.4272354077,11562.4374485178,7866.25352672524,5121.08075100633,4579.50500154544
LSOr102,142759.088103337,61771.4913768654,43602.2208588699,29147.4053006672,19536.8759580385,12692.5488656394,11460.3695365825
LSOr103,106393.48080418,49479.1481336292,35723.9264287396,24554.9346395307,17174.0017804406,11100.9981144125,9719.51009906718
LSOr104,208010.025022618,96878.4611886724,70052.4144614651,48135.106804722,33653.6782820567,21732.3256414692,18989.9885989969
LSOr105,84976.038475824,36220.4751347103,25323.2590716274,16933.6913840414,11166.0018991961,7213.59307931398,6615.94095528683
LSOr106,92690.5935400486,38501.6735928986,26818.5465197325,17843.4529586511,11373.9469244364,7365.59243803526,6860.19402619761
LSOr107,56115.6897819423,23309.2473454838,16236.1808186465,10802.5812827891,6885.88618145138,4459.19358725891,4153.22100242791
LSOr108,33337.2505318259,13872.989201116,9667.800576909,6436.49047587831,4105.07054449052,2662.24905130652,2471.14961847378
LSOr109,57493.6815226532,23124.489061404,15953.3967869012,10561.6929121601,6633.98576785896,4309.5357907754,4056.21815824707
LSOr110,73010.8334135116,29567.7834649964,20427.6802908251,13496.4219287962,8454.82683597166,5478.96263647769,5161.4914294213
LTUr101,29144.1307651501,19541.2013978521,20309.8390205312,20690.9475729741,19423.7303847444,17978.7863083237,20332.3645504243
LTUr102,100639.069661003,66162.0019601496,71416.0501444153,80117.1648023856,82433.4912887941,78166.1820638791,103035.040079374
LTUr103,56326.2953352872,37029.9574005831,39970.5754997929,44840.4690274448,46136.8849244307,43748.5309730358,57667.2868394255
LTUr104,31301.5254278165,21243.3471831094,21384.7375689514,21078.1488026516,19421.4102748154,17195.4133646045,18925.4173780513
LTUr105,44786.1720332985,30118.9226422639,31443.7051315727,32894.1135466297,31649.8038156129,29164.5315131866,34496.7513174357
LTUr106,54889.955259618,36808.2211257471,38457.624191953,39830.7138122441,37906.410068838,34974.0044818312,41064.0710597686
LTUr107,23202.7223160795,15836.184501931,15435.2077678337,14332.8404499948,12887.4488522723,10646.2350146805,11090.3610972083
LTUr108,28121.2304789507,18899.1678297498,19662.5074918258,20034.6372759766,18907.6815770343,17495.5863188739,19846.1890275889
LTUr109,28648.6310903143,19127.5212098794,19570.5914212661,19736.1766470674,18285.7762338757,16609.0126669395,18546.2907306576
LTUr110,136369.322019048,92102.0637540715,96570.2314376445,104832.258095337,113291.840304635,106424.166300271,144254.118088993
LUXt,96816.8023761909,66424.1479786096,69891.5272451735,75242.742672544,82233.9263157705,75853.6993258022,103141.154085909
LVAr101,109968.601153629,76614.4459249945,81771.5002550769,84206.3890498599,92139.4696864527,83875.5113273037,111743.082602683
LVAr102,63500.3804393668,42009.0420399931,45124.1265495529,50487.7220948505,52033.5923181476,49018.451009615,64804.6855484741
LVAr103,37674.5452532232,25570.7147920407,26622.3620384044,27498.9216843554,26596.8899445568,24688.9506365657,28859.6156508538
LVAr104,45488.8263151404,30777.5599209444,32706.3400714891,35112.7637223282,35066.5480000869,32775.0226856206,40977.9392843904
LVAr105,47306.5237382914,31997.8284005245,32938.6263814323,33728.1160344777,32005.1875970661,29384.464704488,33392.2531437198
LVAr106,58460.4943265039,40065.5333506943,39804.0427821757,39119.2953729102,35978.8762311663,31204.1200852719,34427.6378512776
MARr101,2635755.31736991,1613228.75225533,1312899.1032934,1039696.36768773,759907.661543369,478813.047441088,388145.750409169
MARr102,1350747.57990073,818771.301456079,652239.49394715,502754.441125337,365168.386360422,231503.461818549,185759.335391735
MARr103,2092227.57575388,1300211.16167133,1065720.09773465,853388.422388289,639051.616951123,405427.688975669,339595.436525071
MARr104,995833.57284366,573544.138174363,442770.870782068,330973.074501172,242622.14328568,155054.361360581,122415.839052476
MARr105,1005907.84116244,601546.238533955,473278.177384398,361424.605546643,263178.25813273,168734.062980332,134037.816259504
MARr106,1172625.22022879,676044.855881608,520717.514845767,388966.350624105,285255.612223174,182259.002482312,143433.443714239
MARr107,2148906.89347674,1281202.23038267,1006344.61766828,769427.666008842,559311.692624907,356209.215256971,284777.6845816
MDAr101,265156.030053621,168691.520264521,141496.200185048,116914.248591903,90676.7780949742,58174.1483434734,52788.0744664588
MDAr102,255241.390090189,162173.641028771,135467.901282535,111375.707063231,86029.4179336245,55214.0044846061,49618.9381170421
MDAr103,154394.384752684,99292.3383612845,85538.4649390162,71784.1601975839,57679.6060153543,38447.7311003442,36753.314633733
MDAr104,120314.118779559,82672.1515275498,79955.0333347931,74982.6382825143,68250.6902986675,56181.2622872767,59351.1054896398
MDGr101,1157162.08540294,684711.224739298,535869.122207347,405739.677007625,295409.259352028,188139.730861997,148754.900428766
MDGr102,860544.279845918,403772.30375593,287334.454545418,197254.801251834,139188.267079465,89903.457525517,80594.435995918
MDGr103,391646.930042991,176857.706954644,124602.886496149,84306.9694573877,58258.0646988284,37788.2090769263,34841.2332730728
MDGr104,298225.571396101,132315.556041736,92245.3320309354,61599.8466570061,41787.3824700542,26877.2260192155,25273.0853849522
MDGr105,562734.228907512,255530.319038449,180454.875497846,122468.628019805,84801.3351057703,55069.0362580082,50565.5771726101
MDGr106,348004.936423021,163087.957750425,115971.790684997,79534.6700170674,56013.7447632336,36149.7436804404,32612.1566808162
MDGr107,612023.079217391,253485.714535104,172836.585244931,114562.613559379,72878.9450834943,47360.9152703789,46241.1470893215
MDGr108,173654.567702108,71212.3686085911,48507.1421143469,32233.9121534275,20469.4497317447,13337.6674608192,13025.892228963
MDGr109,468543.025854322,189599.748056552,128679.359882697,85280.8551591267,53637.9533177379,35303.2666525422,34524.7910770219
MDGr110,558612.08280369,267954.627831895,194012.718696804,134601.369350703,94898.9983498362,61143.2015460283,53805.0014210447
MDGr111,448276.419541605,212104.22888925,151271.175888796,103953.234384499,73515.3546105859,47522.6438862026,42572.9427990618
MDGr112,509703.396810008,242340.159388242,173020.067743687,118815.355043317,83900.8693274304,54126.1457242255,48350.0059630901
MDGr113,321749.087988545,151955.986916838,108187.11805852,74221.8273442486,52364.3326760298,33788.5754286002,30193.0715872182
MDGr114,577987.368069032,274805.998505932,196199.229206972,134732.816727279,95140.9053672469,61377.3200387894,54827.3620847483
MDGr115,166527.986284623,70581.0940524898,48347.3494472137,31996.9037367035,20532.1263685845,13179.6833907914,12825.8567195943
MDGr116,123458.002722933,50974.0674805172,34741.2063258148,23033.2924611797,14600.9473526949,9512.0423105039,9322.44134635696
MDGr117,798404.769874645,325616.262484133,220654.91447299,146137.906435204,92162.2449207543,60186.5064751536,58683.3953371195
MDGr118,448411.896890967,181453.522909808,123150.602339038,81616.7308448585,51333.3782926355,33786.4483998019,33041.4203228907
MDGr119,364980.167332596,148267.224857891,100661.885762417,66622.5839489933,42026.6967165819,27582.8707279617,26916.5706535586
MDGr120,355061.86623834,147182.398355824,100372.956783873,66532.5026140341,42276.6287975536,27434.3702948804,26810.2769154947
MDGr121,302921.929000036,157201.936572047,116413.181546881,82669.5378105131,59263.6187386451,38348.2821826306,31417.5141492474
MDGr122,361530.200090379,174091.96336489,126462.342272657,87572.5828995548,61603.466988295,39682.678351811,34850.7660324131
MDVr101,45547.5772135939,30979.6104301721,27993.9386824588,24433.6807071393,21007.0252343549,15217.0894177267,15191.0783145545
MDVr102,18954.3362147919,11787.5234322921,9661.66254939522,7752.80543636687,5796.05063253638,3669.43726349174,3090.18447112577
MDVr103,17947.847883964,11150.0541786431,9129.84103187465,7330.96301931567,5471.83156638725,3469.70501577211,2890.75730404316
MDVr104,10689.0073164761,6596.53160237829,5371.59042934838,4297.74505577415,3185.790602015,2012.11345630211,1673.22153770593
MDVr105,17003.888052078,10570.4424201355,8675.75198182702,6962.46500796999,5203.38765124208,3290.89322783575,2777.17165891166
MDVr106,21218.2131087379,13167.7695880316,10798.9005132249,8700.63113118039,6519.3469125611,4170.29160274394,3567.8471435202
MEXr101,302072.817817775,213509.859254952,203437.981001368,177939.502584696,160186.663248966,126000.447771941,131703.728320304
MEXr102,748212.070609539,532452.921456457,517611.244218064,468213.217353007,430785.394345149,350765.215187853,374957.936829931
MEXr103,156389.772361312,109614.708303617,106370.915682362,95783.341685169,87143.6962759745,70475.6544928833,74906.9111986824
MEXr104,228616.971128077,156495.494878553,144397.363485089,121972.337391601,104647.195330142,74801.8705388739,74475.7672476639
MEXr105,687089.893775378,485381.171185352,463358.044617491,406546.618509217,365576.999281619,288640.803269275,302338.469361668
MEXr106,170602.623464937,120377.877397132,113492.46393479,98224.4068938173,88179.0768075159,67608.1688473145,70227.3826544935
MEXr107,1668770.33221912,1040230.99328216,851871.623102971,674053.750596749,502857.155870237,316225.697992661,260229.446936103
MEXr108,879787.38051141,619051.109610032,577263.54793198,498804.673060654,442785.842778028,330954.008089961,343658.438017934
MEXr109,1777384.4130014,1230547.76823956,1264595.55224705,1263331.46433369,1210021.23847575,1105754.9418631,1252394.62183945
MEXr110,457541.489547962,313201.515534754,288988.97772009,244108.758236215,209435.167442341,149704.368395977,149051.723122661
MEXr111,1542196.51266554,1033045.73458599,917252.264288503,771258.727535706,653744.963661029,459090.906685198,457983.890578033
MEXr112,1098500.43157173,693023.342546384,571957.236656195,456032.193771346,345583.249108602,218492.43249463,186858.113851108
MEXr113,757550.002863838,510196.781187845,457357.849728296,383510.236051111,325844.810768637,229638.969623907,227597.349776366
MEXr114,1882050.26595661,1327982.01791502,1252023.66525413,1083589.84969497,972771.998383141,745838.308788251,774732.894007871
MEXr115,3978553.47494512,2793449.10361925,2607156.18024293,2252501.83391022,1995818.90718387,1491245.62534088,1550265.87475773
MEXr116,1321647.59033287,860417.850742945,753182.183912047,618312.099226142,501471.334487626,334282.829651277,315633.111647092
MEXr117,477204.793248233,330107.849867808,307300.711100346,260909.499258156,227728.693210968,165553.616778821,168740.836535669
MEXr118,313934.681319332,217165.259267111,202161.319780181,171642.325604614,149813.949360866,108911.357681369,111008.106986526
MEXr119,1128801.63697577,801644.36935523,780210.075466404,705478.028074898,647020.478379373,526259.727616336,562752.684131994
MEXr120,1260434.08775782,789230.871912326,651408.436454277,521063.077245046,389758.741959908,248177.621583536,208774.163087083
MEXr121,1747714.27440174,1133648.60477409,994890.891353741,815136.661847486,661070.575918664,437817.730226223,411088.261478061
MEXr122,503355.903393332,355434.670434696,333842.243966197,289957.838345697,259256.728444263,196313.985238009,205325.630177806
MEXr123,370734.506060071,257734.278696364,240202.879475468,205160.374247936,179521.784287057,131612.694224726,134605.483008379
MEXr124,715264.879189927,482380.917949074,436637.824180854,366481.715922036,311578.287980503,221241.487718786,219192.887058819
MEXr125,672339.983467299,471247.895919686,457302.409303671,411785.050855285,374642.090904164,302984.010150744,322034.559399151
MEXr126,639158.170972899,447990.526574868,434733.287770101,391462.335143789,356152.481601467,288030.922634252,306141.275302625
MEXr127,599954.466215113,411653.089570596,381366.794755655,322739.064661463,280285.21497076,201494.752770418,203114.617055994
MEXr128,809120.882778627,573751.584022604,543148.353208332,469780.564206545,423219.210659132,326515.310654199,339610.094470562
MEXr129,326771.522564807,223685.367204646,206393.01661438,174340.015982071,149576.486738641,106917.351787456,106451.239107998
MEXr130,2323560.7049906,1509796.80828283,1323622.54533869,1087429.69294135,885216.797934884,587565.656591794,553327.793919861
MEXr131,534781.67422401,366935.393995579,339939.086176831,287680.060831924,249837.954316613,179606.465660148,181050.364794896
MEXr132,419731.556716293,284522.555127577,259184.144930709,218834.038645925,187063.3683197,133170.860605436,132831.475654361
MKDr101,146532.513830184,100633.59337176,93469.3892773706,83654.5433821947,73791.916931682,56651.4845211161,58335.5586856921
MKDr102,70158.2011790729,47428.5371809396,42279.0172562127,37388.4636331869,32053.4191320752,23069.7967614236,23237.5648570891
MKDr103,38710.9771799593,25957.5660045418,23139.1571877967,20253.3186855171,17229.3511246563,12293.1724202096,12273.4573973193
MKDr104,57983.8015012528,37537.1664402788,32308.950278122,27366.4188813364,22178.982678867,14839.7519017828,14261.9283183603
MKDr105,48349.1583347034,32559.1671460005,28888.8075105065,25402.8610682098,21803.4890942055,15612.6251519116,15687.8916944628
MKDr106,52811.3336577505,33816.2494458494,28910.0449706369,23970.466692925,18836.907885317,12372.7389906968,11390.2583568245
MKDr107,78873.9994576297,51874.1170525629,45456.0649699819,38755.2270674898,31899.800655149,21761.6595655597,21362.1312316272
MKDr108,47758.1804593395,31389.4418249899,27309.6166681442,23168.7302585793,18999.9736056175,12803.1401844241,12506.9169989054
MLIr101,1118242.75847475,458059.521961892,311778.329212957,207064.508418271,130677.884568441,85202.0874313273,83089.9099323651
MLIr102,1645869.68659047,677075.523244407,460585.350727469,305864.360377249,193152.469845639,125958.175681236,123160.433533534
MLIr103,1658307.04827943,679283.034067657,462354.168552665,307067.969952152,193789.814771231,126351.117451641,123218.846925227
MLIr104,1435837.40600294,588154.0397416,400327.195568576,265873.366395048,167792.005249941,109400.5244177,106688.462624191
MLIr105,986256.749464519,403994.83186245,274979.184253751,182624.718518743,115253.995328494,75145.6990539594,73282.8215180835
MLIr106,339668.838937347,139136.645249741,94703.3926998444,62896.3260674272,39693.7113965255,25880.3322386915,25238.7534104229
MLIr107,266242.960014344,109059.613456593,74231.4534200123,49300.0891062248,31113.1608340303,20285.8062663053,19782.9169024909
MLIr108,844491.388211116,450743.534340311,336841.195197937,242836.660269348,175060.973616415,112409.919426495,91295.3289383796
MMRr101,608021.302648329,327074.510586834,240038.074124673,168801.717556805,120856.541950554,77388.9533127981,63287.899820008
MMRr102,109949.967669532,57532.0298213858,41965.3996797628,29239.4326927639,20631.6507895693,13218.5842776821,11030.9350693042
MMRr103,646055.418648667,302562.517648465,210785.342105692,139618.511724091,95942.9224807603,61940.5861648761,57187.7012274494
MMRr104,207910.551727898,102808.303333914,74013.904387256,50616.979301131,35504.1277904314,22679.9170076042,19751.2164517655
MMRr105,2404481.1196785,1159010.97887783,818807.178707685,548454.639236952,379047.897977618,242188.32680314,219345.858718271
MMRr106,554835.019647089,271482.844543617,193833.40598822,131447.871334613,92423.6857251445,59032.6792333274,52526.493527988
MMRr107,2113189.26732247,1019147.81970853,720863.996117083,484346.393871418,335196.165585127,213897.614655347,193290.742740026
MMRr108,1726552.77692396,844808.713466107,603176.788628914,409043.552113701,287606.884193783,183699.71730406,163453.567369469
MMRr109,2826446.03759701,1455076.35581382,1049997.43357617,726611.236067965,513217.499770409,330480.267495318,277951.169679311
MMRr110,800380.424409819,417861.927213557,303198.125829505,210610.318706985,148920.074955549,95811.8569793432,80043.271905242
MMRr111,1447297.2605627,662553.685538367,456954.944146196,301314.65955514,206121.686224003,133013.617260372,123873.146713221
MMRr112,2316482.81661494,1383582.10722955,1080959.78185176,819333.632900681,597317.547170152,382344.74168796,305003.372544953
MMRr113,2647239.47062521,1139022.75116528,775250.317963515,506388.713189664,330358.15176286,213980.305038162,208046.290255306
MMRr114,3000805.18453498,1411819.30526628,986456.504079668,655239.526675695,451599.929169188,291799.909873141,268821.640401047
MNEr101,37299.4859979118,25286.1159266806,24284.9202171919,22531.7456931104,20129.7527102353,16321.4592669678,17086.5201879023
