"GDLcode","X1","X2","X3","X4","X5"
"DEUr105",162905.549399238,185584.712054983,162053.578780054,75358.4372929723,77238.7266727525
"DEUr106",324335.823998402,446262.205564787,243787.121474549,370780.622889004,353290.174073258
"DEUr107",1159522.63617345,1094588.75126859,1264045.7952302,1244061.07406261,1405251.00426515
"DEUr108",520470.411477273,352495.739776585,398182.249547829,192040.410623416,126628.135574897
"DEUr109",1463335.68107378,1709399.89680804,1626701.70545234,1474650.60916774,1676742.97849809
"DEUr110",3341131.38762406,3471574.10148972,3570679.61106189,3484421.64340951,4008326.64641482
"DEUr111",852922.087176258,749171.01984651,959272.819492145,808250.521624881,739312.058860207
"DEUr112",326503.892451411,234603.498494709,198375.870488033,142454.719723211,104433.131842635
"DEUr113",1049442.55951154,1043823.65558423,786592.8087959,775925.5272174,439493.040890936
"DEUr114",787285.69512594,592351.45122641,387770.475750644,254401.191627761,221125.252269246
"DEUr115",556088.115075223,572039.271160569,612140.695693474,635644.784262518,482213.584808216
"DEUr116",710767.171795881,507444.536630035,343197.155099867,349574.179414457,241563.007059758
"GEOr102",35323.7482628536,67454.7263550527,93210.9118761229,63052.2205075646,52913.2777984061
"GEOr103",30674.4890674824,34419.3246293018,23463.0643086163,8344.95757663282,10431.6960179667
"GEOr104",110175.788756822,112730.525970165,114218.974390106,97574.9679895418,67499.7601933645
"GEOr105",103111.878157349,68802.6146308534,39578.4869747167,53287.2075014284,36633.1577356529
"GEOr106",116906.031210414,105195.064185505,100424.163234787,59375.9045190949,49392.025650199
"GEOr107",32776.213788521,20156.1694735148,6901.20949879514,13370.9657291121,12500.355030057
"GEOr108",5751.74357371659,6058.00524376595,6532.26172715222,7265.95298722469,5124.60305814055
"GEOr109",72732.1529922785,70164.8348467475,64977.7578415153,50439.0891017642,51297.8310176945
"GEOr110",47081.273320045,41083.3502466519,29132.1074777482,17038.7970898604,17666.1385656945
"GEOr111",24252.5798377937,29781.7264910379,41385.9710415101,63864.0163139093,84240.631215749
"GRCr105",129353.450688994,130294.199036597,119718.806955397,105727.362176185,111973.834842827
"GRCr101",650113.48756575,635891.966113435,725043.2278085,835595.243472194,978145.286040121
