"GDLcode","X1","X2","X3","X4","X5","X6"
"MEXr116",95710.7549158726,375145.444154936,1775084.29322999,1534472.07109496,730905.857554824,98011.5620494193
"MEXr117",63657.2089623773,172711.777418539,920039.562417986,519903.729622516,261368.111578582,0
"MEXr118",29296.1411267323,118047.638365757,531052.19063507,364648.705354669,102553.091517771,0
"MEXr119",130315.87529808,456763.129103931,2357278.01623838,1598532.73097311,535041.888063653,28208.2413228479
"MEXr120",50378.7811026145,328525.373103932,1396685.81379114,1359925.43842562,794112.699187379,67650.0743893155
"MEXr121",153102.322778814,452572.880713978,2279743.48610001,2383554.75219189,1055375.02666189,85642.388553417
"MEXr122",57275.080299707,152698.380959499,777050.621846183,674243.369263797,298315.10669553,49734.9079352834
"MEXr123",48482.7806182724,127983.445936694,594687.357664188,462879.042134034,238926.662646812,0
"MEXr124",62189.5531467169,218897.558473729,1033319.14148003,906838.293194227,444236.921763705,15693.7929415939
"MEXr125",83957.1814528094,299486.96404798,1159422.69680549,998976.228551855,293732.048458414,18492.8476834571
"MEXr126",103415.701315402,301617.181551316,1231794.97976793,911555.962905815,308137.412488571,33593.774970967
"MEXr127",55053.1472582081,205761.811887681,1037931.85010727,797909.976239655,274698.041722821,29635.080784365
"MEXr128",112020.414042837,387187.487905429,1428515.58037748,1231138.35440009,259103.523944202,39743.3023299675
"MEXr129",14440.478842677,66717.3029329588,351542.434573497,433977.646539118,176204.272809269,15560.7383024806
"MEXr130",242801.732695186,822044.628125027,3208538.52638786,2330296.06112841,1011561.06841959,158184.490243919
"MEXr131",53286.2147107337,180406.935798911,796746.089692462,629556.248781034,349770.106668517,41257.0633483418
"MEXr132",65719.8662282875,200872.088173673,707188.342922588,447421.777145663,194341.834696284,7347.31183350456
"PRYr105",43261.5573815716,143401.833631948,745037.700809317,694188.322406033,392827.748175452,56074.5295956791
"PRYr102",33019.9837260826,106314.400876133,563541.512462236,510019.142019134,244688.378575025,26897.2673413897
"PRYr101",25706.5624110639,74942.1122548167,445161.94262055,429378.663903716,225678.116330611,52630.2484792424
"PRYr104",19517.3856482218,55776.4522039359,247360.20288267,182120.665399214,95631.0903420784,15534.6547238799
