,GDLCODE,Nr_households,Nr_individuals,ECONSIT_1,ECONSIT_2,ECONSIT_3,ECONSIT_4,ECONSIT_5,ECONSIT_AVG,EDU_1,EDU_2,EDU_3,EDU_4,EDU_5,EDUF_1,EDUF_2,EDUF_3,EDUF_4,EDUF_5,EDUM_1,EDUM_2,EDUM_3,EDUM_4,EDUM_5,AGE_1,AGE_2,AGE_3,AGE_4,AGE_5,AGE_6,AGE_7,GENDER_0,GENDER_1,HHTYPE_1,HHTYPE_2,HHTYPE_3,HHTYPE_4,HHTYPE_5,HHTYPE_6,HHTYPE_7,HHTYPE_8,HHSIZE_1,HHSIZE_2,HHSIZE_3,HHSIZE_4,HHSIZE_5,HHSIZE_6,RURALHH_0,RURALHH_1,RURALINDI_0,RURALINDI_1
8774,CHNr121,2362350,9111960,430358,495914,503553,463328,469197,3.0190877727686414,1574063,1574926,3106258,1878086,978627,832069,785535,1465417,877209,460082,741994,789391,1640841,1000877,518545,1919978,1484648,1459752,1465768,1328901,897867,555046,4420312,4691648,187280,315803,1108175,53183,53134,540546,61188,43041,187280,394276,1195655,499729,84913,497,1897070,465280,6988006,2123954
8775,CHNr122,8246822,30191754,2161531,1797865,1531580,1468811,1287035,2.748018570062504,5324883,7920815,10150875,4493034,2302147,2916466,3919730,4754917,2106148,1080526,2408417,4001085,5395958,2386886,1221621,5283031,4201562,4407164,5823785,4471744,3557049,2447419,14777787,15413967,454755,1537672,3327643,255674,234058,1946812,336987,153221,454755,1870084,4356046,1465990,99947,0,7020963,1225859,25108008,5083746
8776,CHNr123,13579465,41038838,3241803,3264941,2866442,2462693,1743586,2.720262764401985,3905791,10577213,16365092,7884241,2306501,2002920,5154420,7143807,3588259,1071203,1902871,5422793,9221285,4295982,1235298,6287939,6571247,6159454,9074845,7225037,4043914,1676402,18960609,22078229,1223370,4136644,8219451,0,0,0,0,0,1223370,4136644,8042919,176092,440,0,11583037,1996428,34669514,6369324
8777,CHNr124,9626356,35326238,2520720,2100794,1787916,1715436,1501490,2.748210226174889,6238088,9271936,11854828,5262899,2698487,3413656,4571621,5560944,2477210,1269632,2824432,4700315,6293884,2785689,1428855,6184284,4914535,5157902,6812966,5229776,4163837,2862938,17293063,18033175,530839,1794928,3884335,298413,272904,2272352,393792,178793,530839,2181638,5084685,1713188,116006,0,6985556,2640800,24519730,10806508
8778,CHNr125,12888942,47451297,3375256,2812972,2394336,2295946,2010432,2.748103917295927,8387566,12461124,15915001,7068059,3619547,4588966,6138730,7467719,3327233,1701085,3798600,6322394,8447282,3740826,1918462,8304729,6598520,6930127,9157782,7026942,5591827,3841370,23223733,24227564,710794,2403541,5202322,399616,365801,3040162,527487,239219,710794,2918794,6811583,2292066,155705,0,9545081,3343861,33691181,13760116
8779,CHNr126,911341,3240936,238682,199022,168707,162284,142646,2.7489304223117363,575021,846417,1088706,481773,249019,311999,419720,505940,228687,119558,263022,426697,582766,253086,129461,567618,450439,471724,619755,476144,385406,269850,1585904,1655032,50236,169228,362954,28092,26020,219302,38658,16851,50236,207041,476654,165922,11488,0,369348,541993,1188159,2052777
8780,CHNr127,10088179,37939311,3434247,2081935,1883154,1384802,1304041,2.508578802973262,9868710,8871268,10571550,5573694,3054089,5758237,3797432,3678936,2626581,1583283,4110473,5073836,6892614,2947113,1470806,4881907,5647262,4541130,7104680,7294977,4968473,3500882,17444469,20494842,687815,1242339,4907508,365868,122077,2378707,265019,118846,687815,1242371,5256267,2605962,295764,0,8395363,1692816,31050372,6888939
8781,CHNr128,6918573,26006268,2355031,1427789,1291405,949834,894514,2.5087153087782696,6755124,6082871,7246396,3824762,2097115,3930637,2596144,2521797,1818922,1079972,2824487,3486727,4724599,2005840,1017143,3344530,3865236,3109684,4869356,5004642,3408769,2404051,11947472,14058796,471729,852016,3365538,251013,83700,1631366,181711,81500,471729,852030,3606714,1785194,202906,0,5153960,1764613,18902825,7103443
8782,CHNr129,1563413,5880888,532082,322599,291870,214688,202174,2.5089416552120265,1527329,1375137,1637533,865882,475007,889807,586896,569480,411174,245124,637522,788241,1068053,454708,229883,756711,873940,702655,1100752,1131423,771219,544188,2702481,3178407,106596,192492,760572,56730,18904,368612,41087,18420,106596,192493,814932,403519,45873,0,1194833,368580,4393377,1487511
8783,CHNr130,1776090,6682166,604670,366373,331477,243922,229648,2.508755186955616,1736059,1562378,1860476,983878,539375,1012184,667331,646963,466106,278823,723875,895047,1213513,517772,260552,860000,993221,798696,1250406,1285697,876071,618075,3071407,3610759,121094,218726,864098,64443,21489,418639,46674,20927,121094,218728,925420,458755,52093,0,1395926,380164,5143420,1538746
8784,CHNr131,6280162,23606435,2137814,1295802,1172325,862198,812023,2.5087410165533948,6130710,5521315,6577550,3472642,1904218,3565824,2356129,2288644,1653305,979913,2564886,3165186,4288906,1819337,924305,3036639,3507944,2821710,4420140,4543118,3094122,2182762,10843815,12762620,428222,773345,3054901,227907,75976,1480795,165033,73983,428222,773359,3273941,1620474,184166,0,4617526,1662636,16920939,6685496
9189,CIVr101,321495,1681668,66084,69687,65180,64346,56198,2.9218868100592545,1280709,249883,84867,56761,9448,696243,107779,30432,18910,3061,584466,142104,54435,37851,6387,774225,323882,222329,147667,95222,60875,57468,856425,825243,26995,15865,113823,31681,13724,64813,28663,25931,26995,35299,101304,75864,64245,17788,154678,166817,853837,827831
9190,CIVr102,115891,582392,23668,22880,22999,23168,23176,2.993994356766272,401829,108914,41415,25043,5191,224650,48615,15156,8196,1635,177179,60299,26259,16847,3556,260652,112691,77916,52060,35443,22682,20948,298252,284140,9572,5424,40082,11183,5185,23855,11164,9426,9572,12378,37472,28085,22505,5879,77228,38663,399587,182805
9191,CIVr103,369073,1865783,73685,74178,73970,73210,74030,2.999246761480791,1236277,372581,147569,89824,19532,694413,168909,55400,30238,6336,541864,203672,92169,59586,13196,808652,363284,254396,173272,119425,77514,69240,955296,910487,32895,18667,129421,37148,15226,72354,33292,30070,32895,42021,126312,90822,63435,13588,220482,148591,1156090,709693
9192,CIVr104,664388,3467734,134022,134481,133233,132818,129834,2.984889853519329,2388729,651299,246904,149697,31105,1330716,291789,91916,50334,10241,1058013,359510,154988,99363,20864,1533379,675276,469844,313236,212619,137097,126283,1774996,1692738,59725,33743,234523,68112,26943,127801,58294,55247,59725,76911,224332,158751,115630,29039,405869,258519,2186377,1281357
9193,CIVr105,233181,1235343,48404,51535,46518,47452,39272,2.9041645760160564,1043187,110629,45839,31379,4309,554752,47028,15920,10364,1374,488435,63601,29919,21015,2935,586161,235015,158675,105034,66080,43329,41049,629438,605905,19264,11698,83944,21938,10295,47745,20092,18205,19264,23216,67868,52946,52054,17833,117352,115829,653466,581877
9194,CIVr106,188202,998016,38951,43745,38962,37285,29259,2.86267946142974,820039,104341,40466,28988,4182,438385,44464,14362,9752,1390,381654,59877,26104,19236,2792,472752,189406,128354,85285,53949,35137,33133,508353,489663,15684,9340,66919,17863,8299,38766,16738,14593,15684,18588,54930,43118,41903,13979,60701,127501,348944,649072
9195,CIVr107,204169,1078025,42548,47489,42288,40209,31635,2.857441629238523,910804,96271,39950,27416,3584,483451,40707,13985,9259,1188,427353,55564,25965,18157,2396,511085,205274,138122,92045,57823,37697,35979,548590,529435,16800,10211,73150,19446,8970,41809,17989,15794,16800,20363,59559,46238,45545,15664,66600,137569,381591,696434
9196,CIVr108,506217,2731120,104518,111518,101678,102062,86441,2.9099002996738554,2213495,306114,114679,84190,12642,1186936,130882,40764,27952,4221,1026559,175232,73915,56238,8421,1284365,522706,354242,234280,147841,96054,91632,1390755,1340365,43501,25984,181951,49212,21444,101479,42302,40344,43501,52290,151453,116836,106475,35662,253819,252398,1441776,1289344
9197,CIVr109,1539791,7685466,289019,264180,304316,308298,373978,3.1390032803153156,4509421,1644616,834749,548850,147830,2562236,799667,334564,185613,49420,1947185,844949,500185,363237,98410,2982249,1532220,1126170,800630,574027,366598,303572,3931500,3753966,155420,97648,603485,151042,49939,255217,119489,107551,155420,196589,591221,361232,200766,34563,1273937,265854,6418741,1266725
9198,CIVr110,358646,1903313,73731,76140,71709,72717,64349,2.9381367699625813,1485300,257855,88941,61649,9568,803154,111268,31546,20201,3060,682146,146587,57395,41448,6508,887057,365245,248691,164593,105486,68072,64169,969229,934084,30124,17945,127768,34973,15405,72263,31014,29154,30124,38058,110213,84223,74365,21663,205170,153476,1132504,770809
9519,CMRr101,211756,1129070,47725,46168,43150,40795,33918,2.844221651334555,838165,176308,65069,42590,6938,451982,79234,26388,15891,2289,386183,97074,38681,26699,4649,521058,215009,148473,99449,64884,41519,38678,575784,553286,17780,9821,66790,20818,9210,47301,22707,17329,17780,22836,66559,49921,44318,10342,138790,72966,725756,403314
9520,CMRr102,937872,4349740,160095,166731,184733,198546,227767,3.178232210792091,2109158,965399,538363,577047,159773,1175069,492783,243538,226848,53842,934089,472616,294825,350199,105931,1499127,872079,676796,508723,369858,237348,185809,2192080,2157660,94590,69842,361303,89348,27662,155010,83522,56595,94590,123953,368155,222430,114013,14731,800903,136969,3653400,696340
9521,CMRr103,250720,1288216,53656,53535,51411,48686,43432,2.8991025845564775,850575,254007,107046,63488,13100,468216,118756,44405,23857,4253,382359,135251,62641,39631,8847,560994,248676,175021,120523,82817,53126,47059,659487,628729,22219,11874,79580,24840,10241,54524,27349,20093,22219,27687,83344,61839,46743,8888,160437,90283,812142,476074
9522,CMRr104,732898,4140510,172997,163379,147964,139065,109493,2.793529249636375,3423860,407734,173239,118864,16813,1808286,180496,70329,44851,5731,1615574,227238,102910,74013,11082,1947048,791843,532686,354239,225527,148049,141118,2109693,2030817,63352,38858,227118,72579,33419,158481,77358,61733,63352,78749,218409,162171,164404,45813,475272,257626,2589224,1551286
9523,CMRr105,755590,3291138,115303,121723,144027,166455,208082,3.304781693775725,1411113,734234,421399,565051,159341,793727,387072,197583,220849,52379,617386,347162,223816,344202,106962,1096094,652064,518128,400609,290943,185077,148223,1651610,1639528,81424,64677,298013,70395,20542,114987,63936,41616,81424,108725,307811,173725,75383,8522,705765,49825,3055694,235444
9524,CMRr106,536495,3007027,126553,119729,108880,100833,80500,2.7930977921509053,2473807,302615,128618,89715,12272,1308426,133936,52269,33665,4239,1165381,168679,76349,56050,8033,1413845,575238,387182,257489,164324,107308,101641,1532535,1474492,45898,27666,166069,53158,24606,116024,57585,45489,45898,56472,160420,120207,120273,33225,339293,197202,1834897,1172130
9525,CMRr107,333966,1681365,65712,67540,68098,67077,65539,2.9975775977195283,1028351,355855,169201,100628,27330,571051,171030,71272,38724,8880,457300,184825,97929,61904,18450,699765,329520,236141,163024,115669,73743,63503,860957,820408,31052,18043,109226,33018,12954,67661,36099,25913,31052,38371,115341,81848,56953,10401,241091,92875,1194904,486461
9526,CMRr108,533370,2622315,103995,106871,109112,106498,106894,3.0101711757316685,1509359,560877,297723,194839,59517,838586,274511,127748,76359,19876,670773,286366,169975,118480,39641,1019195,525808,380489,272004,196655,126888,101276,1337080,1285235,51422,32323,186696,50876,18125,101520,54565,37843,51422,63356,195225,129932,81044,12391,372211,161159,1791899,830416
9527,CMRr109,188598,907212,39822,41828,38628,34709,33611,2.896388084709276,519680,192112,103134,70818,21468,290305,93979,43587,27519,7116,229375,98133,59547,43299,14352,356235,177576,132554,95630,67790,42887,34540,462506,444706,18272,11370,67088,17121,6306,35956,19301,13184,18272,22049,67359,47055,29082,4781,102959,85639,489935,417277
9528,CMRr110,189278,886539,36085,37519,37460,37088,41126,3.0509884931159457,462648,190361,106552,99424,27554,259821,95574,46732,38323,9039,202827,94787,59820,61101,18515,327132,176272,133803,98128,70806,45136,35262,449489,437050,19069,12136,70819,17301,5904,33472,18336,12241,19069,22108,69011,47727,27023,4340,134394,54884,621961,264578
9874,CODr101,1863191,8623780,219949,239189,383156,463249,557648,3.4827513658020033,4883972,1886106,994994,664686,194022,2835832,910564,379669,217425,57472,2048140,975542,615325,447261,136550,3277098,1726520,1276597,912278,658003,426177,347107,4400962,4222818,177920,115302,718276,183251,44060,336501,168927,118954,177920,221632,649964,499378,278460,35837,1834766,28425,8472776,151004
9875,CODr102,812937,4234637,172762,170392,159006,155134,155643,2.9391145931357534,3305734,574413,195640,140002,18848,1804031,240759,67908,42410,4670,1501703,333654,127732,97592,14178,1957923,815357,557217,368185,235205,152422,148328,2159778,2074859,67754,40559,293300,85348,25600,169330,76139,54907,67754,85910,234670,204740,179801,40062,554130,258807,2789163,1445474
9876,CODr103,2100525,11054765,573045,510001,368624,319932,328923,2.6770745408885874,8805951,1365052,483649,353402,46711,4781913,562415,168016,108034,11656,4024038,802637,315633,245368,35055,5128260,2123779,1448117,959944,610608,396694,387363,5632034,5422731,176495,105582,759610,222204,65223,436415,197846,137150,176495,218944,599482,528386,469791,107427,993580,1106945,4940652,6114113
9877,CODr104,1493089,7943580,391957,356564,272956,241455,230157,2.706173577060711,6582565,792518,310943,229840,27714,3538766,324643,107065,69475,6791,3043799,467875,203878,160365,20923,3726483,1520065,1030061,682060,430070,280902,273939,4046740,3896840,126769,75984,541646,155990,46938,310092,139251,96419,126769,152170,415650,370673,344275,83552,777291,715798,3924508,4019072
9878,CODr105,1549273,8226404,348189,337781,301849,286322,275132,2.8724737344548057,6684640,914491,337836,256255,33182,3610376,379952,116949,77482,8047,3074264,534539,220887,178773,25135,3857507,1575823,1067909,706646,444925,290043,283551,4192806,4033598,131292,78702,563887,162310,48388,321393,143628,99673,131292,158668,432614,384827,355035,86837,993749,555524,5075560,3150844
9879,CODr106,1273032,6526698,204559,227321,272612,284962,283578,3.169421507079162,4984044,964201,320394,225704,32355,2736869,407318,109908,67221,7942,2247175,556883,210486,158483,24413,2976742,1265358,868530,575481,370954,238350,231283,3329258,3197440,105786,62536,461345,135186,39225,263560,119200,86194,105786,138778,377890,323862,270138,56578,1100433,172599,5552240,974458
9880,CODr107,1118351,5926795,188487,211456,243088,248414,226906,3.10175338511791,4816233,658527,243483,184672,23880,2606386,275830,83160,54890,5707,2209847,382697,160323,129782,18173,2779200,1135251,769284,509203,320523,209061,204273,3025973,2900822,94506,56672,409497,116405,34933,231516,102660,72162,94506,114268,312024,277519,257414,62620,937865,180486,4883657,1043138
9881,CODr108,347124,1837884,78402,76386,67337,64426,60573,2.8628213549048755,1499694,200139,74468,56265,7318,808925,83004,25684,17071,1810,690769,117135,48784,39194,5508,861956,351818,238526,157939,99507,64729,63409,936494,901390,29217,17612,125508,35724,11248,72198,32103,23514,29217,35249,96810,85970,80276,19602,225048,122076,1151408,686476
9882,CODr109,1826576,9591670,343258,359187,379409,379845,364877,3.0349812983418154,7640212,1184545,419588,306802,40523,4152341,495892,144324,91871,9803,3487871,688653,275264,214931,30720,4448916,1842881,1256636,832715,529991,344306,336225,4894231,4697439,153237,91592,667098,192374,56354,378817,169286,117818,153237,189973,520323,458905,410762,93376,1401133,425443,7164036,2427634
9883,CODr110,1278547,6778538,223768,245612,274537,278439,256191,3.076393750092879,5508107,753580,278366,211188,27297,2979629,315480,95229,62873,6524,2528478,438100,183137,148315,20773,3178466,1298180,880473,582089,366527,239026,233777,3459735,3318803,108162,64817,467795,133342,39850,264774,117542,82265,108162,130706,356721,317399,293962,71597,1042953,235594,5418855,1359683
9884,CODr111,1034459,5499899,213517,218431,213340,206313,182858,2.9290102362684265,4606693,520669,206702,148044,17791,2473671,214799,69925,44103,4267,2133022,305870,136777,103941,13524,2587978,1047474,711002,471148,296428,195107,190762,2806765,2693134,86683,53129,379029,106944,32718,214441,94939,66576,86683,105612,287884,256127,239051,59102,738355,296104,3803124,1696775
10259,COGr201,22743,111881,5723,4954,4560,4288,3218,2.7504287033372905,85366,16365,5521,4044,585,45647,7377,2320,1678,213,39719,8988,3201,2366,372,51139,21679,14953,9734,6345,4051,3980,57235,54646,1918,1093,7416,2397,862,4857,2560,1640,1918,2407,6888,5581,4877,1072,18870,3873,90552,21329
10260,COGr202,54587,252282,13197,12671,11028,9678,8013,2.755234762855625,157134,53190,24097,14563,3298,86184,25485,10673,5957,1206,70950,27705,13424,8606,2092,104924,49684,35686,23993,17199,11033,9763,129505,122777,4952,2923,17920,5653,1953,11078,6174,3934,4952,6067,17812,14290,9830,1636,40662,13925,182774,69508
10261,COGr203,19793,97399,5490,4888,3944,3087,2384,2.595159905016925,74322,14305,4945,3318,509,39621,6432,2099,1329,198,34701,7873,2846,1989,311,44742,18729,13038,8496,5485,3512,3397,49679,47720,1678,962,6384,2089,749,4337,2183,1411,1678,2100,5895,4986,4220,914,13207,6586,62069,35330
10262,COGr204,68038,324929,17213,15871,13648,12061,9245,2.7097798289191335,223315,61324,22998,14718,2574,120642,28527,10143,6006,948,102673,32797,12855,8712,1626,143678,63103,44022,29590,19680,12821,12035,166266,158663,5932,3222,21704,7113,2620,14373,7911,5163,5932,7371,21362,17429,13371,2573,50959,17079,236334,88595
10263,COGr205,65746,331282,15323,13717,13729,13071,9906,2.82538861679798,262357,41332,15027,10998,1568,138478,18597,6389,4696,583,123879,22735,8638,6302,985,153161,63796,43755,28814,18218,11953,11585,168743,162539,5528,3124,21330,7018,2493,14021,7522,4710,5528,6572,19315,16056,14863,3412,62146,3600,310990,20292
10264,COGr206,37073,174140,10793,9983,7088,5369,3840,2.500445067839128,116250,34542,13309,8399,1640,63143,16304,5720,3456,620,53107,18238,7589,4943,1020,75696,33393,24202,16260,10882,7078,6629,89243,84897,3346,1853,11978,3954,1433,7619,4133,2757,3346,4204,11627,9574,7113,1209,19146,17927,85093,89047
10265,COGr207,37340,171561,8757,8371,7447,6797,5968,2.808462774504553,104912,36630,17097,10292,2630,57452,17680,7640,4208,958,47460,18950,9457,6084,1672,70689,33292,24803,16937,11753,7433,6654,87938,83623,3542,1970,12443,3852,1259,7437,4189,2648,3542,4115,12241,9642,6656,1144,29510,7830,132555,39006
10266,COGr208,15569,74964,4223,3784,2993,2539,2030,2.6383197379407797,55335,12090,4238,2878,423,29765,5461,1791,1193,148,25570,6629,2447,1685,275,34088,14181,10210,6639,4281,2838,2727,38358,36606,1364,735,5216,1658,562,3213,1737,1084,1364,1663,4765,3970,3193,614,10790,4779,50102,24862
10267,COGr209,19555,94317,5008,4546,3835,3418,2748,2.71117361288673,68212,16201,5609,3714,581,36854,7369,2350,1502,202,31358,8832,3259,2212,379,42320,18157,12887,8336,5599,3571,3447,48277,46040,1659,941,6405,1984,691,4232,2248,1395,1659,2123,6042,5005,3907,819,14921,4634,69509,24808
10268,COGr210,40855,195516,10212,9544,8188,7245,5666,2.7211846775180515,137633,34991,12802,8584,1506,74140,16241,5604,3467,559,63493,18750,7198,5117,947,87545,37663,26358,17438,11740,7536,7236,100011,95505,3515,1949,13263,4327,1548,8642,4638,2973,3515,4426,12786,10395,8170,1563,31959,8896,148589,46927
10269,COGr211,437348,1868096,70952,76661,86651,94795,108289,3.21220629795952,893972,418151,234895,252087,68991,492681,209536,110608,105725,23712,401291,208615,124287,146362,45279,636060,378126,291943,218928,159794,102340,80905,942262,925834,43144,30068,169391,41095,12158,72934,41784,26774,43144,54161,162791,114066,56612,6574,437326,22,1868004,92
10270,COGr212,267016,1159364,44167,47472,53111,57709,64557,3.191063456871498,577227,256926,143449,142858,38904,317381,127980,67398,59929,13531,259846,128946,76051,82929,25373,403042,234513,179560,132903,97676,62193,49477,586219,573145,27172,17570,101706,25354,7494,44670,26179,16871,27172,32295,96409,69937,36641,4562,267016,0,1159364,0
11174,COLr101,1878053,6376516,366668,373001,377480,381019,379885,3.018344530212939,2126800,1078999,993120,1579406,598191,1098029,531299,517043,786282,318034,1028771,547700,476077,793124,280157,1646252,1104201,977708,856074,738185,528204,525892,3250687,3125829,259249,243498,768062,176708,37209,200161,119187,73979,259249,368397,788452,358685,95800,7470,1545232,332821,5203539,1172977
11175,COLr102,740792,2429644,123859,139832,151233,160604,165264,3.1398260240391367,760852,409922,400067,597570,261233,400273,203305,207320,292888,137128,360579,206617,192747,304682,124105,607420,410692,373513,328791,285206,210574,213448,1240914,1188730,115604,102811,288348,66246,14743,76197,46679,30164,115604,147113,308905,132318,34270,2582,704604,36188,2305163,124481
11176,COLr103,2563845,7780820,383439,461589,513777,567813,637227,3.2394060483375555,2077365,1243900,1310720,2074222,1074613,1114160,631579,691840,1026802,559418,963205,612321,618880,1047420,515195,1744579,1195233,1153034,1073088,975959,799024,839903,4023799,3757021,478401,400253,950992,239150,41682,213759,126969,112639,478401,614051,1029701,357937,78288,5467,2557842,6003,7760898,19922
11177,COLr104,593305,2071554,119830,118327,119064,118974,117110,2.9919215243424544,722133,337575,292687,530530,188629,370154,165054,151384,263977,100748,351979,172521,141303,266553,87881,556835,367604,320866,276538,230707,160175,158829,1051317,1020237,72246,67950,245181,56338,12500,70518,43637,24935,72246,108260,252522,120857,36370,3050,463942,129363,1609137,462417
11178,COLr105,364667,1260773,94225,77697,69431,62560,60754,2.7749206810597067,436258,205059,182788,319681,116987,218155,98470,95874,162890,64347,218103,106589,86914,156791,52640,334176,222519,194571,169005,142203,99239,99060,639736,621037,45056,42646,148512,34974,7717,42537,27873,15352,45056,68586,154759,72857,21536,1873,197925,166742,676694,584079
11179,COLr106,294363,976057,60209,58162,58484,58887,58621,2.991673545927987,312434,167776,157727,241708,96412,161207,82426,82560,120747,51628,151227,85350,75167,120961,44784,248120,167633,150938,131427,113650,82554,81735,498568,477489,43420,39596,114745,26742,6046,31639,20114,12061,43420,57055,123751,54412,14608,1117,233377,60986,768056,208001
11180,COLr107,126498,471821,31762,27925,25331,22314,19166,2.75649417382093,190692,98504,63035,90494,29096,94587,47384,32776,45460,16059,96105,51120,30259,45034,13037,144933,89630,74194,61015,46400,29517,26132,236266,235555,13632,11727,51532,10885,3044,18347,11176,6155,13632,18743,51426,29716,11652,1329,79030,47468,291940,179881
11181,COLr108,363579,1361895,96602,82654,71099,60597,52627,2.6974330200589143,543379,281278,183600,267915,85723,267761,134724,95750,135632,47224,275618,146554,87850,132283,38499,410553,259352,214858,175706,136666,87069,77691,681091,680804,39459,34505,150258,31808,8670,51279,30422,17178,39459,54407,147190,85745,33300,3478,198634,164945,736131,625764
11182,COLr109,276608,1016507,58307,58194,57047,54459,48601,2.9163184000462747,403008,189398,136298,217250,70553,204139,91604,69849,107864,38052,198869,97794,66449,109386,32501,302465,192059,159775,131885,104124,66088,60111,511508,504999,30254,27396,116632,24480,6223,37208,22089,12326,30254,42988,114268,64229,22731,2138,219136,57472,800132,216375
11183,COLr110,448823,1688399,110113,100006,90019,79863,68822,2.771123583238827,686307,353582,224921,325863,97726,341766,170640,116137,163357,53514,344541,182942,108784,162506,44212,517534,322661,265458,216727,167413,105621,92985,845414,842985,48651,41830,186511,38565,10580,64075,37229,21382,48651,66321,181250,105882,42162,4557,291076,157747,1083071,605328
11184,COLr111,787165,2647024,168809,158546,155069,152561,152180,2.950146411489332,870032,452453,421463,653893,249183,446982,222056,220783,328326,133733,423050,230397,200680,325567,115450,678976,455676,404788,357645,307506,221148,221285,1351880,1295144,113128,104460,313039,72501,16135,84590,51790,31522,113128,152693,328197,149325,40687,3135,591988,195177,1972906,674118
11185,COLr112,128498,493848,35108,29564,25201,20906,17719,2.661971392550857,199829,107124,63919,96823,26153,98211,51482,33339,49463,14599,101618,55642,30580,47360,11554,155817,95571,77438,62703,47333,30039,24947,247094,246754,13341,11173,53325,10937,3157,19277,11124,6164,13341,17346,50749,31323,13893,1846,65506,62992,247404,246444
11186,COLr113,308746,1140511,77983,68009,61264,53832,47658,2.7576422042714723,454243,222293,150904,236216,76855,225557,107085,78460,119113,42166,228686,115208,72444,117103,34689,338378,216391,179876,148566,115763,74830,66707,572381,568130,33853,30010,127741,27103,7325,42509,25765,14440,33853,47378,126981,71974,26102,2458,188245,120501,688861,451650
11187,COLr114,245542,946150,57472,53683,50266,45200,38921,2.814349479926041,382173,207683,122447,184278,49569,191320,100379,63035,92391,27161,190853,107304,59412,91887,22408,297534,184326,149432,119803,90320,57160,47575,474286,471864,25735,21614,102056,20595,6042,36710,20684,12106,25735,33102,96517,59990,26844,3354,170722,74820,649452,296698
11188,COLr115,336580,1244486,73503,71880,68876,64752,57569,2.884140471804623,496423,243297,163936,257072,83758,250232,117154,84082,127454,45256,246191,126143,79854,129618,38502,371391,235075,196816,162002,125982,80624,72596,624178,620308,36936,32683,140148,29658,7743,46214,27548,15650,36936,51484,137966,78629,28808,2757,254984,81596,936087,308399
11189,COLr116,285114,949474,65712,58244,54970,53252,52936,2.892870921806716,304720,162617,153907,234978,93252,155494,79550,81243,118928,50713,149226,83067,72664,116050,42539,241155,163704,146813,127838,110028,79999,79937,485928,463546,41272,38062,111567,25859,5982,30745,19988,11639,41272,54994,120381,53083,14302,1082,193450,91664,636952,312522
11190,COLr117,461610,1722665,116778,102458,90973,80151,71250,2.7544182318407313,681333,350415,230575,348910,111432,337767,168643,119720,175489,61322,343566,181772,110855,173421,50110,513706,328472,270159,223190,174456,112445,100237,862941,859724,50249,44018,190918,40683,10857,64784,38142,21959,50249,69905,188553,107696,41083,4124,276847,184763,1022115,700550
11191,COLr118,380825,1339167,78705,76799,76464,76232,72625,2.966580450338082,483632,223651,187540,329532,114812,246962,109064,96763,164020,61444,236670,114587,90777,165512,53368,371271,241831,209186,177123,145436,98953,95367,678253,660914,45429,42018,156725,35293,8419,47155,28986,16800,45429,67588,162105,79405,24210,2088,296630,84195,1037196,301971
11192,COLr119,170365,558434,33920,32867,33832,34746,35000,3.0237079212279516,176000,94878,91320,136718,59518,91278,46876,47897,67880,31533,84722,48002,43423,68838,27985,140559,95046,85454,75463,65384,48068,48460,285464,272970,26021,23099,65252,15501,3476,18307,11615,7094,26021,33411,71396,30874,8055,608,140902,29463,458845,99589
11193,COLr120,273233,940024,49704,52542,55914,58088,56985,3.0735928676257993,326326,148979,137361,241161,86197,169545,72708,70666,118658,45886,156781,76271,66695,122503,40311,248546,164860,144723,126364,106629,74662,74240,477463,462561,34119,32285,112173,25793,5848,31496,20120,11399,34119,50940,116152,54615,15958,1449,242448,30785,830479,109545
11194,COLr121,609343,2035286,126927,121783,120393,119695,120545,2.975626207242883,652913,348231,329188,504804,200150,336226,170926,172484,252855,107462,316687,177305,156704,251949,92688,516145,350114,314801,274687,237549,171338,170652,1039953,995333,88449,81841,240781,55582,12473,65290,40527,24400,88449,118141,256460,113594,30463,2236,467747,141596,1548455,486831
11195,COLr122,235352,840938,54239,48838,46509,44041,41725,2.8732749243686055,315021,142244,117000,197335,69338,158677,68837,60722,98785,37527,156344,73407,56278,98550,31811,239929,153177,131111,110785,89119,59602,57215,424548,416390,27090,25133,96854,21501,5229,30497,18616,10432,27090,39867,98998,51242,16649,1506,162116,73236,575447,265491
11196,COLr123,393782,1390892,81653,79859,79561,78543,74166,2.9586319334047775,508861,233610,197248,333611,117562,259783,113996,101981,165826,63213,249078,119614,95267,167785,54349,389567,253381,216859,183615,150223,100379,96868,704799,686093,46852,43006,161653,36638,8707,49104,30293,17529,46852,69167,166482,82954,26164,2163,308009,85773,1081722,309170
11197,COLr124,1410258,4556767,245905,267749,283426,299388,313790,3.1187080661836344,1395362,772170,750799,1118783,519653,730334,382929,390212,550972,272828,665028,389241,360587,567811,246825,1112145,760304,695707,620260,542448,407824,418079,2327275,2229492,234848,203054,541749,125447,26638,137855,84412,56255,234848,287546,583237,240095,60138,4394,1297931,112327,4177567,379200
11198,COLr125,72324,258994,19180,15572,14207,12322,11043,2.7300481168076987,100476,45089,36160,57797,19472,49947,21675,18909,29545,10807,50529,23414,17251,28252,8665,74114,47302,40282,33794,27724,18565,17213,130883,128111,8073,7509,29814,6570,1625,9608,5925,3200,8073,11938,30681,15865,5268,499,40136,32188,142781,116213
