"GDLCODE,""X1est"",""X2est"",""X3est"",""X4est"",""X5est"""
GNQr102,109302.026226588,30614.3376243958,11615.3468909445,7165.72020514932,1361.56905292204
GNQr103,149218.330195707,47114.6610602514,20120.4565080823,11952.0170581357,2550.53517782396
GNQr104,181122.661666094,83320.7315446061,45244.8071372453,47509.5408437704,13191.2588082841
GNQr105,116257.967543569,26416.7185459628,9104.70830635087,6196.57811909528,984.027485022166
GRCr101,711298.984708929,379254.475134873,576550.810174448,1305241.50990188,829697.220079868
GRCr102,37485.7814058082,23369.2500332778,31783.6512790904,72597.2772197345,31943.0400620891
GRCr103,64861.5484855016,38959.2394057219,51886.8248649434,124165.702531984,54944.6847118488
GRCr104,123598.577006692,74458.2017302408,97438.4904576684,224722.00932993,111438.721475468
GRCr105,117919.060719072,71740.9380792638,95176.0572688795,222041.985883743,98637.9580490413
GRCr106,362048.382964496,223275.564693555,302114.82570745,699335.300857936,301832.925776562
GRCr107,53737.7658052086,30571.191360719,43794.1096618938,95588.8550408621,51456.0781313165
GRCr108,65528.1356403776,40434.0640070802,52931.1828089722,121348.229925808,57756.3876177616
GRCr109,140364.637569307,80871.3165941846,108895.263542501,277930.264048561,123473.518245446
GRCr110,40053.6313681335,24715.0491712932,32353.8288307944,74173.2878728339,35303.2027569451
GRCr111,126607.797024213,75423.2015515712,103818.347385463,254545.754346351,110369.899692402
GRCr112,106518.603459989,62372.3304652292,83528.0814387261,211290.867535039,93066.1171010166
GRCr113,112789.873688152,67747.4990061342,90227.70129986,215915.811940777,95545.1140650768
GRDt,34366.3437339282,18510.7836834062,18126.9113430063,26968.1257884878,11626.8354511715
GTMr101,1037812.94259919,479079.969015596,462317.87254019,802848.89809952,282853.317745503
GTMr102,846324.519555558,315361.323570282,159595.227785812,101909.965617026,27069.9634713226
GTMr103,584187.909587936,318937.177626132,180237.733300869,222512.817730607,63901.361754457
GTMr104,607913.066135055,309754.087748359,177356.719424645,209856.315771743,57268.8109201995
GTMr105,682297.669366276,385722.835170921,226045.443387372,315364.414767888,85550.6373075426
GTMr106,1769807.57145254,865408.146539904,483942.992887578,547139.5536352,149742.735484773
GTMr107,1300720.23680594,476059.973857251,242054.916425952,155028.486926968,39979.385983891
GTMr108,276160.292211667,135038.051868356,75514.3330186651,85375.5071736112,23365.8157277006
GUYr101,8285.48243297896,3041.02814976265,1584.2952674264,1034.92935823455,275.264791597434
GUYr102,18626.5149319504,9674.32080889473,5398.32816544962,6886.92265183295,1913.91344187229
GUYr103,50640.6101670787,27273.6505345075,15621.7131407461,21308.1689823154,5903.85717535223
GUYr104,138880.247002174,71160.2880263788,44418.5826455704,67968.2394178025,17376.6429080745
GUYr105,21458.1019979448,11911.2377376417,6822.53105066785,9719.8456330477,2596.283580698
GUYr106,47409.927964706,25169.6388504188,14550.6691090045,19768.6528776924,5545.11119817827
GUYr107,6039.47716099011,2738.9248411603,1493.27642516394,1600.69653527326,437.625037412391
GUYr108,5140.97233508578,1838.00455268773,842.12765480998,507.513175441817,128.382281974686
GUYr109,14359.2922326261,5609.43520809714,2997.07680204812,2141.92311454496,632.27264268368
GUYr110,15743.3629228158,8201.81984338527,5166.17448702488,7559.31296035744,2015.32978641657
HNDr101,199602.795971132,101610.230902177,58350.3178705708,70955.9890177001,18656.6662384206
HNDr102,185016.323349638,74507.387379618,40018.0621425402,29747.6092354077,9164.61789279614
HNDr103,311413.627641144,123672.037868297,65753.0403666142,47872.7057768022,14740.5883471422
HNDr104,250218.299614658,88119.6401139523,44002.0609118198,26408.6267659586,6800.37259361106
HNDr105,678762.374899913,360180.402025588,207273.56126116,283138.721262852,78527.9405504864
HNDr106,293609.083355233,105636.710535628,53546.7454241343,33176.5346169511,8770.92606805357
HNDr107,297340.768515393,106979.322080779,54227.3088215288,33598.1986216231,8882.4019606758
HNDr108,661410.702197183,352069.494749672,216534.459571928,322762.697666791,82170.6458144262
HNDr109,61923.6078023737,21346.6510616466,9173.86499189965,5600.08236273614,1286.79378134393
HNDr110,151208.935640464,51273.7598395506,23209.1785309065,14144.565828669,3296.56016041003
HNDr111,30626.330052941,14889.8461834456,8642.84246329947,10145.2989929017,2675.68230741235
HNDr112,141672.01323386,49831.2410386363,25547.2644536695,15556.8927416954,3963.58853213916
HNDr113,241890.751345976,72469.8664753991,28046.5516115834,17775.7433801994,3422.08718684242
HNDr114,102035.336929679,36702.3825276152,18680.7167150394,11643.7481422989,3080.81568536747
HNDr115,315324.303309864,121683.619987684,63630.8468184399,42132.5665922624,12113.6632917499
HNDr116,285403.819090185,104771.647217898,54596.7494337494,35779.723423395,9541.06083477257
HNDr117,114239.815490931,44085.1344147779,23053.0159704403,15264.3376458349,4388.69647801577
HNDr118,371109.332016446,149455.767778402,80297.4339918753,60291.9443906991,18942.5218225777
HRVr101,152617.386062556,78556.5825729886,119358.599470327,275721.52996652,173310.901927609
HRVr102,69098.0232063052,41481.6181219301,49581.8640538905,106803.17015185,49541.3244660244
HRVr103,34449.340368017,20805.8570842529,22028.4220751994,33960.9232108952,17660.4572616355
HRVr104,37350.4233748777,23012.0299836248,27657.0716539507,57027.5561843037,26831.9188032431
HRVr105,27285.9960564092,16098.8082637506,18805.2967746809,33197.2443040971,16969.6546010622
HRVr106,25395.1162951643,15082.9684857656,17889.615260336,36645.1721908127,17563.1277679213
HRVr107,31295.7346777907,18675.421900987,19602.0559583733,28852.6395223468,15320.1479405022
HRVr108,24282.7974960278,13399.6265555586,13335.0658076689,20152.6774698799,9439.83267086482
HRVr109,21007.7934490924,12319.3429549775,12702.0676323106,18692.0916200483,8751.70434357116
HRVr110,42647.8422962094,24938.8977934647,26673.2421561862,38440.8604971465,18311.1572569932
HRVr111,66136.9666427879,39335.6095953677,46821.1502506954,95846.4566595516,46092.8168515974
HRVr112,47791.1587472104,27946.5210725059,29890.0268232886,43076.8162581061,20519.477098889
HRVr113,28953.3244736179,17425.4463333276,20423.837270811,36521.0515687404,18516.3403535032
HRVr114,40310.9289923937,24066.6686956415,26644.5645121284,45315.2680387629,23954.5697610734
HRVr115,55554.7024864673,35135.1574644723,46896.8469021082,105900.455597925,48166.8375490276
HRVr116,12012.5292961944,7126.86289315075,7926.39391471393,13503.2990033802,7064.91489256076
HRVr117,37150.235423564,22302.401826735,26657.4619195921,57422.2348340947,26635.6659960141
HRVr118,23844.5928771136,14267.1223682521,17032.5147089135,32956.0793258144,16214.6907199063
HRVr119,92718.537218852,57724.6145283942,71806.3986076023,158587.583306169,72317.8663389825
HRVr120,39306.3805458491,23119.2461669864,32179.9392697895,79808.864728069,33765.5692893059
HRVr121,23679.0291130107,13762.8340200621,18323.3708672003,46209.0676002481,20305.6983994787
HTIr101,2509426.59235984,792334.1803889,338368.674582944,200998.827682145,42892.7249861748
HTIr102,460800.170381426,86597.390018732,29068.3324812395,20580.6246113297,2900.48250727278
HTIr103,764394.05622877,216547.445247082,82340.563769101,51828.6001167291,9714.33463831804
HTIr104,297398.19111665,61107.9947435123,20727.184662624,13864.5492107152,2004.08026649843
HTIr105,1253997.2181089,217848.987947318,74193.7432130805,53097.5982263058,7139.45250439193
HTIr106,630599.850060564,86243.3350364369,31868.1224587508,24166.4593728346,3129.23307141363
HTIr107,592783.988560287,134695.351339957,46423.7025517758,31595.5316480664,5017.42589991335
HTIr108,640020.731090493,109999.711540811,37525.2204691955,26867.5705275918,3613.76637190885
HTIr109,396234.945912216,92377.2748107972,31928.4584014942,21182.8673752003,3415.45350029274
HUNr101,552022.646080682,238857.657299177,410143.51129047,1068524.84610479,719290.339224877
HUNr102,219304.628865852,132490.576334974,160959.979510781,371446.060346144,177858.754942249
HUNr103,186212.809189155,109473.928339334,151920.296715378,372691.848974692,163631.11678144
HUNr104,208103.994278032,122356.537710307,142120.994371252,288725.039078413,143693.434561996
HUNr105,293729.672964732,174279.030131958,194845.5301872,322419.583159509,173986.183556601
HUNr106,354510.315978091,208600.29478057,236463.639715965,447590.447831422,229785.301693952
HUNr107,272523.954329504,164889.977980828,197791.767900863,427977.637884953,203806.661903853
IDNr101,2005589.92698498,925780.1279276,631669.634724157,985079.255160134,318093.055203131
IDNr102,5564212.41240271,2609934.33777647,1790258.45304515,2857934.79137657,943831.005399114
IDNr103,2066031.36781273,891025.71721008,687000.569780298,1139899.48844423,393815.856752657
IDNr104,3232921.05196291,1443414.26966729,1057826.53667757,1691051.7621917,574132.379500533
IDNr105,1409995.75492501,661708.844230582,419154.599545397,645841.696951574,188441.104347435
IDNr106,3280385.97298429,1552849.11007577,1002271.04674897,1534584.72681827,461872.143372703
IDNr107,755207.073063176,344455.21234331,240527.590616009,386574.73419543,130966.389782075
IDNr108,3449757.72086734,1612954.18906757,1014452.36004116,1535605.92286801,456399.807155913
IDNr109,594138.423240235,281249.624095633,181529.778592802,277941.607307538,83653.5667637912
IDNr110,3251916.85498064,1549822.46318467,1469585.0096859,2400082.88590644,858472.786242352
IDNr111,20069520.6959378,9264088.92831965,6320986.47710596,9857482.94433044,3183090.95430611
IDNr112,14432093.2505077,6917197.35970472,4444122.665243,6797362.65290296,2065592.07164164
IDNr113,1378316.63787316,642326.368888751,579951.227465155,1009425.0941572,364226.671615738
IDNr114,16899671.3993609,8099889.62477253,5203972.24417995,7959565.75546013,2418763.97622646
IDNr115,4604543.03842332,2129151.48551576,1447020.00395515,2301758.39661869,727915.075487073
IDNr116,1852049.08591359,802156.392553488,630369.047630062,1043665.23381404,353737.240088821
IDNr117,2239362.61110219,1091281.77937284,662228.010682572,942935.817210831,284811.781631568
IDNr118,2447888.94280031,1171930.7420232,672884.113214111,811014.817384337,249293.384578047
IDNr120,2054550.15078121,976366.705827342,604630.018738403,871112.163497354,262789.961155692
IDNr121,981675.848492964,469145.370151231,294058.399550639,425960.91070235,128425.471102817
IDNr122,1715493.80023506,810023.494084834,498185.165644052,759351.55309144,225431.986944619
IDNr123,1455771.92571413,630521.493837972,495490.950730563,820355.442404961,278049.187312376
IDNr124,991955.818465181,431288.21513263,314039.055416569,503501.305249946,171003.605735674
IDNr125,1246952.50365636,607662.43940894,368750.854291333,525058.41270592,158592.789937451
IDNr126,4074091.92540563,1928568.7942927,1244775.58807296,1905885.2512692,573624.440959506
IDNr127,1036538.05557349,487375.927898848,303485.259895271,473024.685494013,137469.071138381
IDNr128,521765.145188341,254209.294886136,147011.867324101,188539.204080443,57361.4885209783
IDNr129,1216361.03657722,574342.511049546,353235.333410801,538413.862013531,159841.256948902
IDNr130,1958503.78043808,873313.371100248,477076.253036349,474644.574654161,137820.020771162
INDr101,31887428.5167784,12066452.5986119,8206206.21322273,9581597.95570601,1867655.71568102
INDr102,18046472.3160726,6288928.55082339,3805622.31914326,2812243.98831554,658751.825645203
INDr103,67557103.0753676,22740835.1536792,11610119.3548621,6792851.00201505,1447352.41407609
INDr104,719251.860718285,311033.594399289,311391.112364467,544395.575852756,184456.856665203
INDr105,28271092.8231221,12199660.5384988,8301929.95345095,11851689.2154392,2365877.46948892
INDr106,12198431.4915745,5317355.87222124,3721511.26308722,5983164.7451175,1267163.62799954
INDr107,2996625.71290757,1303383.41431786,970062.601041903,1494308.5792248,365654.692507865
INDr108,5725706.18615943,2495461.65754839,1758711.87647071,2677199.19084436,578998.088977099
INDr109,28682202.1382804,12439693.9051919,8433108.88493778,12594234.6511465,2619943.4204434
INDr110,12741716.2820256,5864962.90070656,5712257.96125402,9525254.52819528,3317979.32781857
INDr111,48301513.4142407,15995148.5886122,9318256.46006748,5916269.03136801,1396757.50571157
INDr112,54145382.0298995,23205305.7581631,16306521.4802054,26027819.5035726,5437583.22815942
INDr113,1015914.66394707,460643.922432654,318353.22708084,518239.175420159,109391.011119278
INDr114,1398364.55524525,591893.24539205,400806.318948449,550059.586214867,112494.294199381
INDr115,464160.876359545,212018.148459337,147313.608077562,238769.946632693,50485.4204708636
INDr116,732481.366272872,317688.750504662,221304.967592668,350202.238591929,72628.677037869
INDr117,26765553.8820193,8863469.92334995,5163571.02994785,3278411.09618143,773992.068501437
INDr118,12048310.1244159,5316227.46743796,3923219.99237913,6129510.94646176,1458978.46930525
INDr119,40577248.3202634,13946870.4688991,8906911.32444947,7428551.74865634,1577470.1377317
INDr120,239285.386585345,105094.535714762,74214.0434033657,118296.451182829,25153.5831136991
INDr121,34893596.3520146,15448270.9082512,10830533.5570851,17208860.5303101,3649834.65233895
INDr122,51932944.5953571,18748874.9637519,12270780.4751238,12734862.1701517,2523242.79561553
INDr123,124501306.658457,41418150.2921409,22342914.2802147,14164719.8604348,3043947.90875298
INDr124,7906920.28782787,3224784.34911496,2785077.63800727,4584720.71262733,1347435.01242257
INDr125,525742.958506455,228809.26755054,156734.297106471,235651.509796606,48987.9670399275
INDr126,1792454.83224945,719243.392569058,501969.234730496,653375.809768552,136526.730682447
INDr127,5746402.98860486,2500899.41786024,1713115.54199057,2575685.54795554,535441.503588791
INDr128,23486316.6086669,7654271.95183304,4445007.33020056,2807941.76858116,639921.340718387
INDr129,18329184.5285611,6266120.62657334,3738294.87069974,2661082.23212346,620040.742042354
INDr130,18171270.8592925,7841343.00797794,5336073.09709831,7617684.12071306,1520669.91491817
INDr131,304841.015866349,122412.561724373,112942.864442997,190470.972896662,60188.58506962
INDr132,226086.537880612,98395.4122418652,67400.8353827877,101337.798508241,21066.4159864935
INDr133,562549.13242791,223374.813583988,199982.608483966,340978.717738687,104508.727765448
INDr134,78896.4171657856,34929.4241204544,24488.4558481028,38910.2179566189,8252.4849090383
INDr135,31051.7462849341,12344.1162966976,11076.2114233557,19089.7178687064,5928.2081263063
INDr136,151863.89459687,69324.3832992592,51744.7084233391,84504.4553453291,26765.5583352027
IRLr101,80700.152334894,43072.1517913456,62619.8124060492,142781.295740152,82901.5877275594
IRLr102,55635.041879935,29709.9672704313,44022.705738884,99200.9885041656,60569.296606584
IRLr103,81641.3653814361,35053.326044644,60694.1329369208,161253.908427387,109689.267209612
IRLr104,225333.854260364,99715.6894328074,169968.769570195,475289.699173627,354671.987563007
IRLr105,121203.556521933,50185.3993371475,87931.4869082392,235356.801207733,164315.756024947
IRLr106,83870.645885955,37516.8678177531,62445.6806046754,161464.481482992,109296.324208624
IRLr107,78540.4698509997,42322.1601067837,64713.2083192067,148369.343586675,98280.8181363353
IRLr108,115920.116837307,51297.4599733587,87438.2577440161,244506.701581178,182456.463864141
IRNr101,445324.525828426,245346.047114201,240657.449511005,379317.50568414,160298.471862227
IRNr102,762405.75690665,448960.819296433,434248.555728162,653960.043107988,302441.824960766
IRNr103,818688.251047614,512032.54194392,546688.266336189,901921.365074924,450624.575597353
IRNr104,1221223.5733096,638408.107280757,616904.865576229,1030869.37476333,403861.079070088
IRNr105,1153487.15165711,526109.434439523,460650.006815862,841757.614066951,284056.793020552
IRNr106,612959.988862965,348448.25583961,341918.717560611,516577.886567923,233451.151168891
IRNr107,1385899.57261186,816120.02787983,789376.106278099,1188767.18340358,549778.109826627
IRNr108,1344574.97639258,814046.555801825,823881.35478865,1249875.47481213,568205.63820481
IRNr109,1010741.0295658,494006.731469089,463035.237652002,783457.257478647,292687.74383446
IRNr110,2031686.30636656,1008718.52930705,963305.749490336,1645012.30347157,607891.111364488
IRNr111,1216827.16576142,773604.807320757,875865.09379456,1469721.82560952,758126.107513745
IRNr112,1080221.81693934,599843.620698081,348725.587521064,488346.604670917,131189.370170602
IRNr113,593595.897810043,278703.127607398,211179.926971867,353421.815204609,110965.232406083
IRNr114,597241.995396459,298072.745927212,274979.729986914,464197.23150494,167689.297184476
IRNr115,286007.609094723,159569.404529265,157831.710018978,245455.046572936,104816.229784097
IRNr116,595415.149845377,302363.371388408,287103.566284608,485262.552064581,186981.360417026
IRNr117,157028.807135308,94162.075359712,100241.697422979,153071.991114513,73983.4289674879
IRNr118,206740.775207464,113901.276558074,111724.607080198,176097.184472418,74418.156681846
IRNr119,269215.639392329,161834.832203204,168163.091294103,259560.440519862,120808.996590502
IRNr120,350497.832842408,174663.362957698,159297.82595217,272990.828252735,97485.1499949893
IRNr121,164533.537801854,102904.280705025,109869.116137865,181261.075659707,90562.9896955486
IRNr122,281054.588699176,174330.719566492,191211.375852983,311329.297845124,164513.018036224
IRNr123,544038.574421887,265746.723902866,237492.726707352,414523.822825968,145719.152141927
IRNr124,3601195.62289047,2293894.74106665,2641628.20845657,4536062.86732668,2309337.56025963
IRNr125,445900.965691656,207292.195343313,182161.590040352,330620.207795612,112663.041129067
IRNr126,318654.934698385,192627.445015258,204418.832827187,318098.842775703,160851.944683467
IRNr127,379460.61336036,211708.717498382,209403.231197533,325657.498483247,139064.939460478
IRNr128,620760.387586261,308333.700583702,286453.73478352,474382.354736141,175044.822310375
IRNr129,345261.119744066,162105.826992586,122831.40487118,205565.45641522,64542.191976948
IRNr130,239187.779382836,109202.301704131,93805.443718595,167011.72860927,56406.746585168
IRQr101,554904.943427561,297058.100951254,164861.341390321,219113.195368454,62429.4188624109
IRQr102,1433539.85626375,739588.652074645,417154.976969742,531410.09199645,148678.422695408
IRQr103,815834.807019863,448906.50188966,257020.563428361,366939.727545816,98378.4001162999
IRQr104,625095.604511449,328987.754805759,186896.719442154,250602.674870249,71192.2463703888
IRQr105,1083702.9629505,580140.34292226,321966.3588454,427917.649418712,121921.685863129
IRQr106,769802.574105612,411897.083355271,230148.516728304,301991.984407128,84827.8414036839
IRQr107,650532.757204947,334499.06720085,191525.088575243,235948.596770531,63989.4902484289
IRQr108,2615678.4906343,1451920.65300907,842311.028299952,1197594.22902918,316740.599027505
IRQr109,791298.565192731,406879.790452967,232968.326513117,287004.43446684,77835.8833743461
IRQr110,486623.5809367,240957.054843959,137658.43827385,161218.079169399,42785.8467760923
IRQr111,612650.415666524,275097.836590595,148668.98966153,150927.827097403,41362.9309839478
IRQr112,548269.121370675,279103.064403292,160276.700308469,194901.968008245,51246.1459093197
IRQr113,652364.51180628,306147.683030261,176661.343173307,201550.114085895,53656.347904257
IRQr114,522190.046429373,250446.142232636,144550.105090824,164338.409419957,44528.2968272105
IRQr115,557566.299343368,224535.908523542,120598.671575281,89647.5732271183,27618.5473306907
IRQr116,1032377.55510811,501919.197377852,291340.051387868,341986.093404841,90194.1027213322
IRQr117,733743.270968507,295483.626187546,158704.828215612,117973.958776777,36345.3158515589
IRQr118,1298808.09190068,643119.209368115,367413.131119399,430294.28492315,114196.282688652
ISLt,57112.7471466908,24166.8041408861,42702.8734927177,118594.812480142,88237.762739563
ISRt,1528768.85392901,773647.772035982,1216579.8713618,2903822.07378488,1957281.42888834
ITAr101,920145.673452536,413482.695007357,590633.441553495,1560086.09498009,930051.09500652
ITAr102,26256.4549354349,13347.5349087261,17072.5601885247,46808.2372074703,24315.2127598441
ITAr103,327525.548919171,143433.091252157,204918.596777605,567049.73023447,334273.032816597
ITAr104,1974730.22161076,881609.880525731,1390623.34868101,3439444.94555813,2318988.60362437
ITAr105,277019.272616367,124483.197297022,177816.242669635,469679.886260517,280001.401156458
ITAr106,63240.1343841913,32493.0453130537,42308.5656895914,117363.361871987,57294.892741177
ITAr107,1167164.36659466,638296.518441884,825777.1386612,2231957.57318255,993002.403119714
ITAr108,813391.174482725,421027.414157264,559872.896072127,1577845.81328887,711461.701999009
ITAr109,116333.685611809,58922.0205082117,76628.3397692288,219631.719931569,103684.234179182
ITAr110,395646.431711827,211066.576145506,274740.10943165,754222.926779303,337922.955931714
ITAr111,1021463.37866907,579715.099234371,720384.27668646,1907200.4965811,854434.748828996
ITAr112,336165.853374361,170257.959353916,224661.164128453,630135.336026198,299479.687117071
ITAr113,108327.250548327,48678.6438188581,69534.3125021891,183666.393445892,109493.399684734
ITAr114,102205.092484049,40388.2093740519,69693.187292139,192400.25797836,133113.252871399
ITAr115,1021990.81215144,447559.898462639,639415.532121929,1769387.50654717,1043045.25071682
ITAr116,252169.764363539,112354.139831853,158692.622100258,431212.197686243,269771.276018108
ITAr117,858671.419978023,386136.416428937,596545.029516799,1527441.01094392,1080505.12313232
ITAr118,755646.581470286,327969.300732034,495749.357424156,1312573.15724174,856560.603131781
ITAr119,186648.376380229,85068.5792929955,121884.089149146,315307.169645658,184091.785531972
ITAr120,320497.87664599,140767.509669613,199629.491726803,555166.536853024,331238.58510457
ITAr121,1145189.02591117,531167.574263165,811852.427768169,1998504.96302183,1403684.00903566
JAMr101,242226.324608799,117292.576114961,110898.69966441,181477.119578933,63719.2800328972
JAMr102,122090.226195147,62910.6385932649,41084.6103350924,58033.2914312534,17993.2334452428
JAMr103,264438.682061746,124346.015562625,108115.74400661,182357.707523537,63994.8508454821
JAMr104,99158.0212304311,50807.1774294354,31714.0763792434,48528.1116117254,12406.6133491648
JAMr105,168570.233268666,86166.9782355334,57802.5743951147,86064.4181922707,26953.7959084147
JAMr106,180082.278600053,80945.2220561934,64076.6439701587,103268.909477255,33351.9458963395
JORr101,1263978.80814631,584637.459883297,521588.644104462,934696.163382951,328434.924482976
JORr102,221284.829743471,99416.0704043179,79041.6132683528,127738.128574642,41302.3580092155
JORr103,520900.750158682,246920.090305821,176446.202623801,273652.401397942,87139.5555137537
JORr104,91203.8143700504,42365.7356198535,31083.0005449944,49061.3599663779,15708.0894987239
JORr105,655004.557915891,294418.139311044,233062.876495586,375615.00734246,121309.418935019
JORr106,210534.733746617,112067.822747946,68925.4416983302,102739.127732408,26155.8740746991
JORr107,105552.383995278,47741.0824849323,37372.7739117299,61136.1995467281,18999.5600613318
JORr108,79444.4736041596,35709.5134902641,28267.8300724751,45557.7540270737,14713.4288060276
JORr109,132449.381023611,59892.3907882593,51960.2586070384,84893.7397530748,29682.2298280161
JORr110,51558.3387887415,22984.6684970278,17888.6062914583,29723.5418311854,9217.84459158699
JORr111,63338.4880491646,32997.4523663425,20784.4843957773,30412.527231117,8108.04795759864
JORr112,79540.0481856554,35442.6286845483,29344.5391636343,48696.7981051154,16639.9858610466
JPNr101,981351.39201371,559447.373976112,842641.529775247,1930335.63595494,1070214.06827999
JPNr102,1658028.12772882,1035436.30994265,1425660.43384126,3209855.05082746,1657342.0776598
JPNr103,1179967.16296522,669066.493388273,1054709.72469177,2463458.5019089,1499336.11704583
JPNr104,6572484.44648976,2910531.74019503,5040869.6656695,14101049.4481909,10454510.6994548
JPNr105,940444.794698063,535680.343517607,811224.858159599,1903340.64224425,1122273.36138048
JPNr106,2546813.03062561,1422532.84970231,2250635.28902029,5298105.26575002,3518472.56490176
JPNr107,3627920.17214221,1795170.5347848,2930477.72939657,7317341.99998926,5061753.56368716
JPNr108,1256575.45206276,736566.447413569,1167031.68685789,2585395.01836958,1695182.3952962
JPNr109,686558.107305067,382882.554827784,584352.484087119,1415013.47891827,777615.374861765
JPNr110,2580172.85079059,1438921.42922292,2196071.09535403,5317800.95954117,2922377.66509129
KAZr101,263046.36820237,164718.680171965,205986.478633141,470404.072391261,214888.400601263
KAZr102,1782261.36110084,1045149.69627878,1077619.3321786,1585801.60897423,742478.001467553
KAZr103,813879.128709594,491546.504371074,520430.080050399,802340.082503238,417235.204365695
KAZr104,305319.914740436,190413.725007604,232451.782449507,480392.600173295,221335.977629158
KAZr105,935149.854413973,558922.016922416,668549.6995892,1417363.78706361,663970.642010802
KAZr106,359089.737392771,209982.540202657,224585.512550772,323667.453213674,154177.756640126
KENr101,1886390.73920119,995704.532802633,556245.33347053,706018.422384969,203472.972140673
KENr102,2671789.04092631,1225114.53684792,679879.033748339,691252.107397028,200629.281080398
KENr103,2785759.36278013,995760.335192145,519022.18859716,312117.650594885,88993.4628356792
KENr104,4137957.00257043,1485627.39881953,797073.53248105,475546.943076914,135686.123052077
KENr105,4037387.60474963,1440816.10813265,714641.293212186,407194.060802116,110588.933103416
KENr106,7424769.19070248,2665673.06832014,1430195.38458555,853277.665644406,243462.69074742
KENr107,3375147.73741339,1204483.61749361,597420.951362154,340403.312128774,92449.3816020674
KENr108,1125027.66548407,159153.541417324,58087.7819948776,43020.8697438019,5576.14135992274
KGZr101,297419.4248035,141043.563764204,125142.948918361,218154.844543028,76783.2179709067
KGZr102,190910.56517758,98582.0515591397,60520.4444894813,81715.6851821148,22581.2535916839
KGZr103,417340.524673047,222728.997024134,139127.051725357,188491.173126579,56999.2534508828
KGZr104,122832.675385161,63428.1142413645,38939.1132189426,52576.2218686757,14528.8752858558
KGZr105,471177.521635538,256317.325569665,148145.300847598,194379.489300009,55500.36264719
KGZr106,603090.724661381,337387.499934022,196533.095051247,239993.770384113,70422.9099692373
KGZr107,119123.336453708,65274.2146809595,37704.5430384155,46095.5540192889,13586.3518076284
KGZr108,200447.9417793,109100.787408717,63014.7300103446,77125.9608138792,22809.5799877588
KHMr101,393060.552399734,142929.994762617,70122.7193612635,47428.8439989737,12792.8894774117
KHMr102,1224820.32003375,442820.857016441,195670.597097893,125714.455201734,31864.7706501776
KHMr103,333113.938184245,118456.443410422,53920.4220416464,34716.4625061771,8785.73385750975
KHMr104,584380.899824196,217181.194949491,99754.1002830209,65599.9192982693,17608.8856450232
KHMr105,482531.628954211,162275.584498595,68651.3049899931,45052.5202566454,10730.9613005547
KHMr106,696743.601782824,257271.01097033,131796.032936988,90090.633614587,26078.7206952703
KHMr107,46879.6299438068,18964.715784377,9990.81401374048,7773.47659842438,2380.36365965135
KHMr108,581597.595073987,311465.667719593,198236.79555443,282599.830734906,82476.1109170838
KHMr109,639638.251985874,229118.336859492,102865.522269876,65638.9813565282,16799.9075282293
KHMr110,370715.494867025,128731.958609406,54176.2562988444,35373.314013267,8888.97621145767
KHMr111,343372.426464428,126578.654982549,59041.8584656859,39211.5155339008,10434.5445534361
KHMr112,524542.906952715,210152.896052507,110484.587231258,89327.6716323054,27820.9381312148
KHMr113,660470.681533504,265874.431434244,139394.855152207,109078.029648549,32905.0022314949
KHMr114,555270.351072934,202249.444541584,96690.363982632,65789.4742872688,17650.3661155809
KHMr115,596622.092111689,152105.482421316,54720.0660205133,37167.657533727,6544.70191275477
KHMr116,228834.267366258,61412.737567166,22327.6493241147,14759.1107970103,2807.2349454511
KHMr117,808591.10345806,263554.245220206,110405.461085027,72221.3157005603,16743.8745361468
KIRr101,26231.2336573746,13533.1589548378,7633.19528537528,9723.86099356634,2720.55110884591
KIRr102,10895.7076296073,4327.02440409406,2300.56054071586,1674.96525291219,515.74217267054
KIRr103,4247.32205445585,1558.89847491525,812.144891325395,530.527742179164,141.106837124344
KIRr104,8739.11580802229,3470.57471226211,1845.20966165158,1343.43870239665,413.661115667373
KIRr105,4513.24632384502,1817.6063933456,976.53728298581,733.240511361574,230.369488461999
KNAt,16319.4240434676,8653.09547594401,8452.12912022198,12546.8296690699,5231.52169129653
KORr101,3979365.68230422,1683836.89900621,2975348.89849096,8263166.28879106,6148020.23140755
KORr102,276673.102611769,118751.286305765,205121.078041665,545317.419337416,371775.113703385
KORr103,2429585.69731019,1478138.95400885,1960992.44733421,4574917.99727538,2032320.90407138
KORr104,120785.546007136,64506.9292155913,92756.9918142892,218669.182985779,121905.349977205
KORr105,1153865.1654093,616181.729004229,913026.4833589,2057418.51073194,1256201.11149564
KORr106,715412.183003719,383258.803173152,559465.456000081,1275352.95968526,705177.598137793
KORr107,728055.496511743,388585.596816996,564939.436837288,1288135.20365237,747916.266181599
KWTr101,696754.578409847,420808.527139546,445535.495660443,686876.105070066,357191.293720098
KWTr102,199098.901075797,116778.707938681,134729.691616129,235480.51494519,121611.184424202
KWTr103,118740.241979597,69843.5047782593,73065.0450387692,108130.54938921,50984.6588141641
LAOr101,292387.380874075,134044.887146644,115486.152401904,200379.895077419,68785.6844999589
LAOr102,136523.747724847,42078.9965539641,17309.5385663619,10411.9928891625,2021.72426566458
LAOr103,111268.175878785,40442.8100291851,20395.9882289384,13298.4349339458,3431.5909291457
LAOr104,216686.178521737,77469.8163437626,35494.7296842831,21391.107239655,5411.16821056199
