"GDLcode","X1","X2","X3"
"CMRr101",224030.245002016,27334.2585015166,912296.457496467
"CMRr102",89503.8077766602,122846.790605574,4494217.93361777
"CMRr103",142089.809020007,103804.224421013,659852.225058981
"CMRr104",1694459.70082334,11162.63216535,2208288.56301131
"CMRr105",4448.36881790517,58425.6969403042,3655007.34224179
"CMRr106",1139165.8676578,9232.46325945115,1225452.40008274
"CMRr107",166143.040517547,143396.339632613,1679056.45284984
"CMRr108",4660.91564653787,1160.81708843518,1881349.79326503
"CMRr109",6397.46078405425,3715.60672765388,782271.561288292
"CMRr110",0,12554.8038295937,1564175.27017041
"TCDr101",22978.1720784089,86.9934161157915,1200893.06350548
"TCDr102",1583144.434697,66950.3416358482,40452.7326671493
"TCDr103",1262408.41257755,55982.5269773136,349298.760445135
"TCDr104",1925921.37677613,87920.5504521151,354637.629771753
"TCDr105",913518.483641861,35530.5045229156,469889.685835224
"TCDr106",1224271.26331311,96255.0875331883,312344.731153702
"TCDr107",1627775.97173917,37386.8505707149,953009.323690111
"TCDr108",1011675.60338095,18508.3890406233,467481.280578423
"CODr101",1522.03628331892,20017.5804346284,8048612.43228205
"CODr102",1389018.01756833,138733.607072398,1825730.38935927
"CODr103",5512118.86567289,27516.6243307213,1034962.28199639
"CODr104",7026960.45336675,6079.46056691671,746637.981066331
"CODr105",7260981.12021029,34208.9665232478,2129086.74526646
"CODr106",2583333.38000435,51748.7742461388,3816850.00574951
"CODr107",1678990.40258758,12514.1498500289,2815343.33556239
"CODr108",1855658.74558649,0,285903.740413506
"CODr109",7933016.50974111,34320.3388430924,7109584.4814158
"CODr110",4308571.09465333,12770.9050311606,2574235.23031551
"CODr111",5682658.27570986,10869.1081608362,2674320.15512931
"DOMr101",2135.49016891317,1877210.18938214,2126298.53244895
"DOMr102",2492.27745754491,683506.84881203,460946.862730425
"DOMr103",1345.17949423672,892235.352167832,688539.236337931
"DOMr104",1538.85601466187,469727.326821493,195001.912863845
"DOMr105",8953.437761443,311406.424718556,84835.230420001
"DOMr106",162.724936892319,616863.888070828,436893.78699228
"DOMr107",1600.21223556852,255978.045114072,37801.6312503599
"DOMr108",2505.04398562838,374280.52325319,53606.3592611818
"DOMr109",2544.23742525329,549347.285215346,192765.385059401
"ETHr101",1067315.631857,498729.106604916,4516346.09653809
"ETHr102",486036.929553464,987089.81604752,370974.805399016
"ETHr103",6062766.29563526,51344.9012811617,16452508.7030836
"ETHr104",14871705.023495,702228.411351639,22627351.2351534
"ETHr105",2275287.73619721,1931473.65719045,1862774.09161234
"ETHr106",672925.975786666,45464.7984996069,385118.527713727
"ETHr107",10937461.4645559,1027660.15026219,8937364.90518191
"ETHr108",263416.074719189,8290.73277908089,230692.96200173
"ETHr109",5680.49067194226,10817.176845328,238756.30368273
"ETHr110",4131.65938475274,96378.453801917,4184109.63681333
"ETHr111",44292.6178534491,9029.97175260545,412662.019793945
"GMBr101",326.007349043294,8.37749682616278,32626.7563941305
"GMBr102",268.872643591251,1197.52303302486,356209.462623384
"GMBr103",10792.0219767524,13752.6389251162,928474.514898131
"GMBr104",10037.4329756516,0,81515.3899443484
"GMBr105",10595.342376603,5705.60105042191,244754.021072975
"GMBr106",92005.3674281976,5578.69794551007,157935.324426292
"GMBr107",1105.16304911904,61.0038380780739,2332.40418180288
"GMBr108",79836.3792821243,5028.43743015163,195583.304887724
"GHAr101",179678.900310982,1562352.51532701,986663.35336201
"GHAr102",69737.3301689368,2069450.21118093,472234.899650133
"GHAr103",71486.7282070833,2570535.99434917,1963298.66744375
"GHAr104",308637.148567128,1773101.84846132,372601.977971553
"GHAr105",116959.838544929,2280427.41595642,511833.946498649
"GHAr106",147252.355263873,3756774.53461932,2000212.44811681
"GHAr107",233421.109191853,1765258.44791677,607595.274891376
"GHAr108",874409.868727523,853614.691583508,1287857.30768897
"GHAr109",29212.4196661389,513580.721561745,233417.576572116
"GHAr110",167722.336691977,562590.488348459,395620.841959564
"GTMr101",0,1160.56503175623,3312995.97496824
"GTMr102",94671.3888613848,503.294219291049,1445115.34391932
"GTMr103",86692.7861754822,87.5441825015324,1157707.35564202
"GTMr104",19350.0349052081,0,1170506.13509479
"GTMr105",9490.68328337158,2182.12618564758,1754815.02953098
"GTMr106",31609.7573966504,8959.67919885956,3835579.42640449
"GTMr107",10592.6222088555,3197.85907906236,2316685.59571208
"GTMr108",137694.541462508,0,589951.572937492
"HTIr101",31358.5954604284,82137.3714990445,3085708.97104053
"HTIr102",32430.9511471644,9525.66674925691,591331.828203579
"HTIr103",13213.6489758345,16849.4840982826,1070578.11992588
"HTIr104",7050.25742340891,8939.59915049053,401715.159626101
"HTIr105",80280.6211794268,42503.9026880479,1749876.94613253
"HTIr106",91933.0630669781,43560.8299680849,652281.191864937
"HTIr107",50226.6634995892,31515.5560898232,685660.575610588
"HTIr108",77782.4181663505,67168.8711850747,675224.412548575
"HTIr109",119663.832707943,11743.3083816663,630490.048710391
"INDr101",4747631.60655259,1622787.69451846,45898019.6789289
"INDr102",1517179.76907312,226969.710757342,31883482.2901695
"INDr103",18877365.395355,6188575.80814406,91226314.5965009
"INDr104",11742.1520584517,85528.8494115951,1411564.28952995
"INDr105",1656273.77509644,1346458.90322781,63595280.3916757
"INDr106",477720.073078154,2483705.68522976,24785969.9416921
"INDr107",175045.134668863,31402.4434178604,7189375.48591328
"INDr108",820074.023736523,319835.073716242,12718529.7725472
"INDr109",6376254.2417964,4660730.31685472,55319673.1713489
"INDr110",772924.478501781,658007.277675232,35722217.223823
"INDr111",16501279.7856087,8242114.1091066,54835858.3852847
"INDr112",3057213.13399451,1363428.50109958,116702008.764906
"INDr113",136208.990078197,10277.5408917918,3059310.58003001
"INDr114",278328.07141044,120492.408300873,3080785.33728869
"INDr115",77062.7105333362,15931.1406554531,1163065.41381121
"INDr116",249831.505643529,24169.7317081862,1877558.90464828
"INDr117",12020835.9432214,795148.526918823,32400115.3698598
"INDr118",180198.585414084,1430569.56310126,28413943.4914847
"INDr119",3779320.77925249,5705324.04289406,66246557.9178534
"INDr120",3869.14941601835,4398.21267582044,634201.552108161
"INDr121",8160184.60464612,2540750.9002478,67656388.1051061
"INDr122",13706468.2272064,1194038.04594572,82684118.1568478
"INDr123",34732370.4722836,18100698.544509,166703918.883207
"INDr124",135410.492548733,1226960.04923176,16879181.1382195
"INDr125",513288.434848517,45717.9249538097,984185.860197673
"INDr126",97849.7664349401,20120.0081277536,3936826.24243731
"INDr127",311882.438301371,1216826.45761231,9665670.43408632
"INDr128",1320580.20845632,182934.805214889,35229203.7163288
"INDr129",550446.351569632,294022.868023964,27087394.5604064
"INDr130",1330603.16013836,954095.902637919,35682981.0172237
"INDr131",3715.83895390237,2959.89181901684,847296.089027081
"INDr132",203467.387053259,16909.256229435,272859.153117306
"INDr133",156765.729251504,21932.1722699186,1020537.59947858
"INDr134",7403.32055642004,1822.95251222413,151643.542131356
"INDr135",324.791838911913,107.967755671579,48669.0925454165
"INDr136",10430.9492643545,2063.73793392568,359364.04420172
"IDNr101",151545.736871384,5764.53501753374,4465716.74511108
"IDNr102",478261.092298409,34036.3277355614,13222117.399966
"IDNr103",21990.9067766075,0,5144674.44322339
"IDNr104",94576.5864516571,13657.0993233163,6570703.34522503
"IDNr105",0,0,3499942.439
"IDNr106",125706.981315354,4511.6380074232,7760376.90767722
"IDNr107",0,0,1824644.835
"IDNr108",0,0,8109863.709
"IDNr109",1039.4706343907,0,1384883.77036561
"IDNr110",9966.77296709727,18484.6186940716,9970548.69033883
"IDNr111",27019.096400608,18835.3420703348,47902468.5315291
"IDNr112",0,19760.6341532315,33236049.9758468
"IDNr113",0,0,3676394.032
"IDNr114",3630.56791535956,0,38748733.7020846
"IDNr115",83760.1472931804,1646.99389363831,12136178.6688132
"IDNr116",0,2340.66285334214,4251774.78814666
"IDNr117",21916.6099680525,7356.34000439168,4768361.57302756
"IDNr118",613710.460027223,6875.27998639442,4408258.04598638
"IDNr120",136862.134528058,27506.6860696625,4583595.63640228
"IDNr121",21583.7585175745,646.217836311811,2433133.54364611
"IDNr122",138675.947963589,4039.2106839,3833686.56935251
"IDNr123",3305.14419285328,0,4140129.75880715
"IDNr124",20132.6271424888,0,2360824.90185751
"IDNr125",254687.952593357,4167.80650855617,2468180.78789809
"IDNr126",102218.891964154,48645.7143011233,9667543.15473472
"IDNr127",144005.363905644,5864.32217190309,2256138.79092245
"IDNr128",50228.2519129284,0,1090616.12608707
"IDNr129",126385.246763532,3448.74308976233,2414161.04514671
"IDNr130",505017.44532813,615.480602778999,6406786.29406909
"JORr101",543.672640142182,35301.1367713276,3312333.53258853
"JORr102",1686.07993648528,8148.51106441999,1042058.50699909
"JORr103",265.948352939909,5544.75188694942,1095974.90476011
"JORr104",499.781516986972,1441.09942211974,243328.382560893
"JORr105",0,8306.52440690326,1871260.7625931
"JORr106",5286.95046231895,3825.18504546503,493881.606292216
"JORr107",97.9019623872423,49.1389497672042,172991.258587846
"JORr108",51.0936401428807,1442.582936586,292306.511023271
"JORr109",0,1510.56544316293,379582.809456837
"JORr110",0,27.662620213914,140176.777279786
"JORr111",0,4309.47025389011,168645.47344611
"JORr112",0,3328.11830052968,192593.89529947
"KENr101",0,3375557.98281694,802359.846183061
"KENr102",1812.05292992079,4749983.81402963,96218.6590404441
"KENr103",92739.9341357888,3817439.27053532,111806.890328892
"KENr104",131983.309800198,6268737.99142763,106387.405772172
"KENr105",37335.8164170068,6171972.11824634,38012.2713366585
"KENr106",547967.657295342,11802281.845674,107460.257030708
"KENr107",8140.44741150436,4990227.23691003,7377.45767847131
"KENr108",1634495.7768488,2066260.9305614,5013.80858979907
"LSOr101",54593.5442521172,247.501545595679,68424.5964022871
"LSOr102",64475.1019792744,0,258585.671420726
"LSOr103",67334.6492291201,2517.31960017655,236471.936770703
"LSOr104",47523.6205786451,941.641502355929,439166.281618999
"LSOr105",38560.3217915953,516.065070759742,170220.647937645
"LSOr106",56868.9583319495,0,125962.32396805
"LSOr107",42062.0434339908,0,95580.8492660092
"LSOr108",34702.4718603075,466.77058300943,44795.9348166831
"LSOr109",84349.0013972013,0,38406.1638027987
"LSOr110",100968.487917863,41.6856074004616,42514.3653747364
"LBRr101",28627.0652793288,2929.83678553527,141719.754435136
"LBRr102",77576.2139735375,507.947119837631,316564.528506625
"LBRr103",44889.7990929846,1647.8970470986,56042.4095599168
"LBRr104",111311.471000154,136.712019729305,151330.641880117
"LBRr105",49777.3045565918,1059.59421044875,116670.680732959
"LBRr106",82639.6682135688,7459.43747189323,76340.824014538
"LBRr107",37102.1866603715,247.611279769345,24917.6896498592
"LBRr108",70484.8295087002,3032.04275505415,292282.500036246
"LBRr109",32503.8134813255,1955.27169681583,378888.760021859
"LBRr110",73106.4360676704,5066.855977549,92141.7841547806
"LBRr111",7005.73113065666,5086.09192441505,1358263.98694493
"LBRr112",72144.8201397635,8314.75089196062,512348.743768276
"LBRr113",75911.3087615093,457.782285580333,21080.1143129104
"LBRr114",71611.7298760823,3479.88636919295,29888.5110547247
"LBRr115",70484.15961731,5429.29509431757,43823.7765883725
"MWIr101",195395.260324454,6611.36647194159,1004631.8852036
"MWIr102",541511.239695539,935.532401536488,260671.879502925
"MWIr103",461921.316792226,0,190972.066607774
"MWIr104",679923.105295964,12064.532708921,335899.661995115
"MWIr105",535242.599317923,10862.4732329006,592290.107449177
"MWIr106",335398.260644771,1402.74737797484,115145.511077255
"MWIr107",249891.816348912,9482.10728768487,500537.524363403
"MWIr108",409117.984846977,4021.07441121298,401320.81324181
"MWIr109",1188117.40277851,76202.6457250651,1331419.03649642
"MWIr110",239941.950485668,0,406050.606614332
"MWIr111",474020.1273446,1083.11229347363,615827.358361926
"MWIr112",2226881.25670344,7095.48136730571,1207950.28992925
"MWIr113",1171902.76972106,33093.0408277223,1068259.41645121
"MDVr101",1463.83882011241,0,178906.161179888
"MDVr102",165.145965303525,0,60546.8540346965
"MDVr103",350.713486962578,0,57040.2865130374
"MDVr104",160.179916938497,0,33665.8200830615
"MDVr105",699.173140843939,0,53784.8268591561
"MDVr106",756.358277683162,0,67386.6417223168
"MLIr101",889609.601612032,206038.227977127,1354886.17841084
"MLIr102",946368.513866393,258813.224256527,1994569.22387708
"MLIr103",884032.095918517,293391.12199527,2160780.12108621
"MLIr104",1273144.92746289,645264.146900371,909337.59363674
"MLIr105",1389288.16732594,696406.54985503,372007.52381903
"MLIr108",93254.2661887849,17216.2454557287,2066958.84735549
"MMRr101",360112.304379306,2717.11511283987,1351522.23350785
"MMRr102",31499.981106154,89.3711728335547,260924.822621012
"MMRr103",422131.143418098,23037.701123303,1072144.7384586
"MMRr104",60758.5536284222,16615.9115237548,473811.682147823
"MMRr105",1117418.88933501,118483.149438456,4374593.06522653
"MMRr106",834519.278557345,0,515719.758442655
"MMRr107",1003870.45941497,18744.875272881,3947489.79931215
"MMRr108",882219.238953602,133746.394250747,2951259.12179565
"MMRr109",860022.187397103,125173.227698714,6229403.84490418
"MMRr110",722765.189250344,6036.32959476032,1318335.5111549
"MMRr111",1216849.04694711,3887.51382719634,728801.298225692
"MMRr112",538371.715377211,0,7034064.65862279
"MMRr113",443189.706009791,44983.6391207967,5558912.12086941
"MMRr114",3092319.1844869,0,3175093.7625131
"NAMr101",54970.8530845187,20384.2591157363,22568.609579745
"NAMr102",7460.38873097113,43563.4654628216,124039.996306207
"NAMr103",8938.57983312746,15355.709629934,61498.8582569385
"NAMr104",8645.14478198502,16068.7722541068,61618.3526539082
"NAMr105",30937.2215039427,80601.3244523436,277122.355043714
"NAMr106",34175.3511236088,20933.5795897725,40434.1060366188
"NAMr107",164805.050964786,37377.7025362251,53968.6836989884
"NAMr108",157304.749638982,35236.7622517741,42828.3689092437
"NAMr109",18487.3766371712,15426.9393145005,39812.8252783283
"NAMr110",89856.3655718038,49240.1870057292,114155.261022467
"NAMr111",48941.6363671556,42419.8410851094,95922.824247735
"NAMr112",86498.3548172495,34986.3650280536,73297.8707546969
"NAMr113",17730.1028138487,30041.7674324442,102704.981953707
"NPLr101",886572.897073631,67840.5727440744,5253459.55518229
"NPLr102",664050.248092683,48728.9498990837,9676142.84200823
"NPLr103",351571.859522568,10568.7317527909,4419201.60672464
"NPLr104",808653.166456399,25548.1270961348,2515890.87644747
"NPLr105",241449.793282531,4256.14724170366,2665388.04247577
"NGAr101",555947.113081825,41581.3734784779,4849261.8404397
"NGAr102",217317.829264857,70464.2971976587,5432784.70853748
"NGAr103",3187450.12706849,81806.5366261688,2947799.54530534
"NGAr104",116482.069032251,67984.5718831032,3934251.31808465
"NGAr105",2819866.27339162,13231.0213036876,2688498.39830469
"NGAr106",1749109.16926805,195188.750569493,3542763.21316245
"NGAr107",253272.182567451,7947.03489219691,3404297.78154035
"NGAr108",1220184.40926717,29942.2133091276,2847737.8684237
"NGAr109",201941.805535605,111325.106503752,4846156.19696064
"NGAr110",870924.877927653,23219.6323807773,6794955.96269157
"NGAr111",1693372.90497752,709516.813181096,9874968.87184139
"NGAr112",2617360.33219891,1001682.44024147,3925081.34155962
"NGAr113",12784.461168206,0,3008398.89183179
"NGAr114",24381.6559120618,26899.2476299313,10772124.536458
"NGAr115",1257218.26525649,35710.827077671,3960210.79266584
"NGAr116",105028.908982545,0,4839144.69501746
"NGAr117",450596.369713242,137549.867638438,3883971.29664832
"NGAr118",419856.071472603,518846.186239834,6298172.53728756
"NGAr119",1470948.71127645,169314.057034043,2460466.6666895
"NGAr120",639400.307570482,250366.911779464,6172191.63565006
"NGAr121",1297104.07020614,554387.68082611,2989021.15596775
"NGAr122",295233.035707781,18668.4430285437,3497452.01426368
"NGAr123",90768.5508533828,162410.521003879,5255704.15214274
"NGAr124",247582.972232402,41163.4380932682,3975961.29367433
"NGAr125",1715543.03552238,1336238.68011298,2558751.66136464
"NGAr126",380160.567937751,644490.592465037,3257100.43159721
"NGAr127",70031.7481032643,24292.0206171925,4351763.47827954
"NGAr128",0,5667.75994721206,4402162.56605279
"NGAr129",1391739.11068629,12598.6503891966,1539272.93892452
"NGAr130",1718176.7770102,397012.292059749,1043292.98093005
"NGAr131",45158.3495899505,26988.6769612425,2125185.50644881
"NGAr132",408335.621654605,36759.1288620836,2440361.34848331
"NGAr133",0,0,3164001.447
"NGAr134",1061049.82225138,315234.898020353,1761930.31672827
"NGAr135",247053.001350985,9733.5930251696,2167989.98962385
"NGAr136",349087.1044909,1599386.33694893,2353161.40056017
"NGAr137",44935.8620757955,2096.75759397325,2179004.01933023
"PAKr101",3302263.13391132,10447813.4071701,101522335.358919
"PAKr102",2502071.8171843,11428728.9216975,33009310.7711182
"PAKr103",422749.305396242,7603430.47200183,21242355.7926019
"PAKr104",1699381.5161057,4162267.98354809,2131618.77034621
"PAKr105",72200.2307330576,22188.8942601172,2224586.41300683
"PAKr106",989.02486000549,385860.984667856,642583.580472138
"PAKr107",68894.4791209503,264609.641200864,3316532.23867819
"PAKr108",69018.913659164,1701401.56550348,2572953.17583735
"PNGr101",85447.1762295114,10763.3044163066,105840.801654182
"PNGr102",54912.3731893792,6917.00551076831,68018.2757998525
"PNGr103",107484.847251403,13539.2669735468,133138.190175051
"PNGr104",156472.359892937,19709.9508325694,193817.522574494
"PNGr105",112178.707683433,14130.5264036058,138952.331412961
"PNGr106",88020.4238341339,11087.4420710454,109028.204694821
"PNGr107",406666.198959757,40997.224854797,195101.716985446
"PNGr108",367330.461932788,37031.6726160101,176230.048151202
"PNGr109",275163.108785101,27740.0085659051,132011.942748994
"PNGr110",329006.949382672,33168.165726916,157844.002990412
"PNGr111",448638.318721524,45228.5586511814,215238.213827295
"PNGr112",386737.147430957,64052.6049067317,282188.093662312
"PNGr113",290856.7246778,48172.5921443302,212227.62077787
"PNGr114",261693.364741882,43342.4660906604,190948.172967458
"PNGr115",132638.910088629,21968.0673542828,96781.8101570887
"PNGr116",10090.109130761,2099.82036864461,29341.7278605944
"PNGr117",37705.7943370836,7846.83237206587,109647.293390851
"PNGr118",72382.7459849376,15063.3419706272,210486.805144435
"PNGr119",63509.592493395,13216.7783513251,184683.94695528
"PNGr120",61726.2728304378,12845.6573947969,179498.108074765
"PNGr121",117991.828152141,24554.9023183651,343116.617129494
"PNGr122",113202.039730137,23558.1147554477,329188.059314416
"PHLr101",2763.12304030892,65524.9914794664,12103668.1754802
"PHLr102",24233.5062302162,27020.5805240528,1801552.33724573
"PHLr103",66215.7498532873,8112.59071559447,5107244.06443112
"PHLr104",109320.91020739,15618.3740700495,3530038.46272256
"PHLr105",138894.457047618,114750.232433843,11162407.7205185
"PHLr106",169616.527839547,33411.5009328523,13994798.9412276
"PHLr107",320281.50634554,39469.9195364707,2502995.06811799
"PHLr108",1288314.32265615,233029.099709817,4245654.84263403
"PHLr109",485042.11030284,87924.5139260376,6851765.00977112
"PHLr110",423554.927668273,64129.2306189051,6675090.01471282
"PHLr111",161455.801320746,17541.7275237774,3937180.49015548
"PHLr112",781688.853723773,15930.2983846734,2694272.58489155
"PHLr113",209935.558343282,35826.5977623742,4631866.97989434
"PHLr114",299820.576463041,24973.0422134199,4727588.30532354
"PHLr115",463907.099633579,53880.8694793088,3870068.07188711
"PHLr116",475651.439963471,19269.090166786,2114555.97886974
"PHLr117",250006.759681293,19620.831947834,2416290.87137087
"RWAr101",581.762309064953,1614.12469117594,1303223.58999976
"RWAr102",5159.72318912807,6158.69295818058,2815099.41385269
"RWAr103",6882.17379629597,3110.37868677652,2638757.11351693
"RWAr104",855.704831959356,4388.39420524191,1809528.5229628
"RWAr105",3357.51453889568,2808.79664468223,3020915.49481642
"SENr101",10940.2839955506,0,3212544.13800445
"SENr102",6942.74451208345,0,576004.773687917
"SENr103",75761.0916827017,0,1526376.1663173
"SENr104",272429.279628606,13537.3550727967,1264593.1182986
"SENr105",323946.429094121,248714.052863218,328839.456042661
"SENr106",399714.466928626,238434.391340588,993940.643730785
"SENr107",23035.4068161399,8025.34059046013,1840063.0325934
"SENr108",231204.387785055,0,688161.683314945
"SENr109",173700.384319636,0,581476.934480364
"SENr110",414351.372508281,0,782402.680491719
"SLEr101",95912.808585156,5385.47309742938,489789.626517415
"SLEr102",54180.4232401091,5829.16366650154,336128.898693389
"SLEr103",122145.643798616,5892.40087032395,261946.66383106
"SLEr104",61236.8938857149,11278.8803967616,580295.721617523
"SLEr105",111316.688869418,35021.9163139455,354790.614516637
"SLEr106",76007.5648104216,19746.015124654,415061.079264924
"SLEr107",182698.243622813,21215.1628939337,501970.000083253
"SLEr108",40292.0427784658,10065.1526713439,376458.80975019
"SLEr109",126355.890251299,26379.4983063492,570344.172842352
"SLEr110",107287.068436447,7480.64908325743,82431.3947802953
"SLEr111",148975.677159177,21541.2148242096,190319.520516614
"SLEr112",121006.766362614,17037.2213939464,216233.09474344
"SLEr113",14796.1664853126,18539.7329375071,527318.70397718
"SLEr114",1934.5016498004,13139.2319526456,850163.608697554
"ZAFr101",37147.2146245008,60071.1168077253,6381904.76056777
"ZAFr102",808596.886371132,200482.553406428,5813779.66722244
"ZAFr103",0,52441.5633981054,1209465.45260189
"ZAFr104",25152.0265714513,77408.3175730545,2736237.04485549
"ZAFr105",506209.468606524,250326.381856387,9977644.45953709
"ZAFr106",16219.8012938868,27094.2713484331,3807309.99435768
"ZAFr107",31010.6683797196,144985.925209385,13423657.8464109
"ZAFr108",18851.7844480185,14701.0120151311,4420112.48753685
"ZAFr109",106873.467907661,8057.22966639644,5676713.24842594
"TJKr101",8274.36823188857,1892.96793679131,708479.66383132
"TJKr102",20803.7732795264,1751.11654684303,3054408.30717363
"TJKr103",99733.7945076461,10683.8732094421,2357530.38728291
"TJKr104",4308.68892673619,1453.39442347099,2763905.23764979
"TJKr105",78160.2531105502,223.661802911455,158181.111286538
"TZAr201",2360.20904212762,2388560.33795787,0
"TZAr202",0,3581231.11703196,49273.2919680424
"TZAr203",0,1810349.15834675,48030.8206532536
"TZAr204",25669.2867239161,2303804.46632651,28140.245949578
"TZAr205",6792.93309712436,2546702.66227045,10381.3146324254
"TZAr206",5699.83499169635,1258340.9110083,0
"TZAr207",0,5346829.18263243,124553.74336757
"TZAr208",0,952176.483423137,2210.34327686284
"TZAr209",10539.0672491916,1412252.42159672,3529.69615409307
"TZAr210",1936.00735592042,1575159.16652399,805.545120088683
