"GDLcode","X1","X2","X3"
"JORr109",0,853.515410379206,380239.859489621
"JORr110",0,135.268110150641,140069.171789849
"JORr111",0,4871.68031488838,168083.263385112
"JORr112",0,3324.49442483762,192597.519175162
"KENr101",5841.19684518738,47098.3509656004,4124978.28118921
"KENr102",96264.4409586529,312835.716914478,4438914.36812687
"KENr103",95117.3124208939,1561216.41982455,2365652.36275455
"KENr104",145559.655432737,382610.67443405,5978938.37713321
"KENr105",208675.162125365,425224.791154885,5613420.25271975
"KENr106",700191.587344174,2712906.26468376,9044611.90797206
"KENr107",7155.88896837695,489051.444595541,4509537.80843608
"KENr108",1880525.53084135,550675.350035756,1274569.63512289
"LSOr101",3029.97634039509,60861.1881556847,59374.4777039202
"LSOr102",13421.1325216549,73162.7732517169,236476.867626628
"LSOr103",26682.9977638638,56244.9407813814,223395.967054755
"LSOr104",9812.4241844686,65762.2191222041,412056.900393327
"LSOr105",4996.43378948988,63767.5932177184,140533.007792792
"LSOr106",11005.0342126533,75370.9538290247,96455.294258322
"LSOr107",4217.928733972,62029.8114647946,71395.1525012334
"LSOr108",840.113671704325,55022.5413876306,24102.5222006651
"LSOr109",1918.46690990761,84624.086458798,36212.6118312944
"LSOr110",893.866913670534,100922.446666862,41708.2253194674
"LBRr101",106009.923378259,10577.3999982388,56689.3331235021
"LBRr102",277303.736890427,51466.6448460121,65878.307863561
"LBRr103",88188.1442135,7109.17448430105,7282.78700219894
"LBRr104",156287.000190249,8534.03094163826,97957.7937681124
"LBRr105",114696.681081017,11891.5801911943,40919.3182277882
"LBRr106",125719.917120308,9451.32743846344,31268.6851412286
"LBRr107",59072.8914961583,552.079847222917,2642.5162466188
"LBRr108",234155.489105357,44940.600448051,86703.2827465924
"LBRr109",201647.609899473,29677.9187457554,182022.316554772
"LBRr110",125375.441986292,4139.87910710709,40799.7551066013
"LBRr111",106440.939582696,39346.0516436667,1224568.81877364
"LBRr112",239167.046504673,173066.049893109,180575.218402218
"LBRr113",91752.8388423383,2236.55374541251,3459.81277224923
"LBRr114",92640.5543991082,3489.19328217297,8850.37961871883
"LBRr115",98376.0924436626,5533.76300098737,15827.37585535
"MWIr101",755.14839328521,207141.875993377,998741.487613338
"MWIr102",33311.8615271413,90024.0496168621,679782.740455996
"MWIr103",5066.48903879972,153656.664687013,494170.229674187
"MWIr104",25304.5847092561,200983.898307511,801598.816983233
"MWIr105",67587.4107190593,68668.963960611,1002138.80532033
"MWIr106",23363.2677576397,67929.9749096114,360653.276432749
"MWIr107",1672.90300491178,125402.253424453,632836.291570635
"MWIr108",13807.9640838694,283808.40511597,516843.50330016
"MWIr109",90997.9751589305,543964.808331286,1960776.30150978
"MWIr110",3800.8532770117,131524.206454823,510667.497368166
"MWIr111",16422.0486493858,152375.066562991,922133.482787623
"MWIr112",105954.284450286,699742.977193689,2636229.76635602
"MWIr113",43261.7479503288,467310.13048762,1762683.34856205
"MDVr101",5316.84094468446,1224.41601277855,173828.743042537
"MDVr102",4051.66821036228,84.142042029249,56576.1897476085
"MDVr103",10190.4936482796,196.373882534341,47004.132469186
"MDVr104",318.169556658521,44.5655613166097,33463.2648820249
"MDVr105",5323.35864339063,194.764604376985,48965.8767522324
"MDVr106",9786.96734121851,233.275076636887,58122.7575821446
"MLIr101",1646505.63005514,224273.339873655,579755.038071206
"MLIr102",1965187.97496102,280182.915468922,954380.071570059
"MLIr103",2294086.42560865,322454.063766291,721662.849625058
"MLIr104",2164912.14723892,292312.943427287,370521.57733379
"MLIr105",1812936.13928406,471881.049585274,172885.052130668
"MLIr108",357671.476138608,47860.4523182315,1771897.43054316
"MMRr101",25639.3407002521,1435276.52004273,253435.792257015
"MMRr102",458.190709132416,168128.916550836,123927.067640031
"MMRr103",98499.0731958639,780279.347496898,638535.162307239
"MMRr104",13058.9684045982,287107.331622498,251019.847272904
"MMRr105",40678.0629234745,4277567.40206486,1292249.63901167
"MMRr106",111346.572149754,863825.016860659,375067.447989587
"MMRr107",209468.486263341,4029218.59646384,731418.05127282
"MMRr108",90414.4828771414,3069787.51722815,807022.75489471
"MMRr109",86272.0351956258,5131527.18893332,1996800.03587106
"MMRr110",295811.076119169,892145.252304407,859180.701576423
"MMRr111",145646.553003622,1535692.35548291,268198.950513465
"MMRr112",661386.6368988,2912143.23718073,3998906.49992048
"MMRr113",239614.606545823,2810691.1776001,2996779.68185407
"MMRr114",2562291.96667238,2969713.62851471,735407.351812912
"NAMr101",55063.646182174,20067.5333422679,22792.5422555581
"NAMr102",7722.52215514278,38861.786419576,128479.541925281
"NAMr103",8938.57983312746,14636.2962399018,62218.2716469707
"NAMr104",8913.08363632711,13035.4732712987,64383.7127823742
"NAMr105",30500.3527082957,74651.1230433312,283509.425248373
"NAMr106",34608.4065125773,17293.7529020449,43640.8773353778
"NAMr107",101315.796150348,56470.614958978,98365.0260906742
"NAMr108",141464.010054863,47737.9531652236,46167.9175799132
"NAMr109",19078.2305522159,12726.0232438863,41922.8874338978
"NAMr110",60107.0761934462,9992.78651049291,183151.950896061
"NAMr111",46337.3303832475,35332.3600082149,105614.611308538
"NAMr112",60675.2714579972,31812.9484444019,102294.370697601
"NAMr113",18921.6435509261,24646.4048870918,106908.803761982
"NPLr101",691325.065043497,3084615.69515906,2431932.26479745
"NPLr102",754974.95361218,4044547.02656796,5589400.05981986
"NPLr103",196328.233470779,1675465.18828798,2909548.77624124
"NPLr104",503272.177605531,1925742.11168174,921077.88071273
"NPLr105",193950.064962835,1863908.25380818,853235.664228987
"NGAr101",732929.685370444,517182.903899304,4196677.73773025
"NGAr102",172697.166510568,188263.475760834,5359606.1927286
"NGAr103",4436917.05601205,307723.491586548,1472415.6614014
"NGAr104",416660.211380542,355957.040049991,3346100.70756947
"NGAr105",2107186.83814251,229772.156804619,3184636.69805288
"NGAr106",2983805.80013257,153240.554827127,2350014.7780403
"NGAr107",897944.197119831,578861.789057626,2188711.01282254
"NGAr108",2327576.31835208,38999.6262898092,1731288.54635811
"NGAr109",518546.351830986,194501.589461771,4446375.16770724
"NGAr110",3137710.63028949,675173.893574259,3876215.94913625
"NGAr111",4494975.25899367,919614.423369865,6863268.90763647
"NGAr112",5394245.9974844,82212.0911543507,2067666.02536125
"NGAr113",142085.59109849,41115.4346719309,2837982.32722958
"NGAr114",74869.4775164702,34701.246834661,10713834.7156489
"NGAr115",1670184.10538288,672563.446307935,2910392.33330918
"NGAr116",814534.156168905,13394.428691062,4116245.01914003
"NGAr117",883057.173736375,306911.796407367,3282148.56385626
"NGAr118",1204305.52507867,57118.1452634903,5975451.12465784
"NGAr119",2356079.3906771,143044.083172514,1601605.96115038
"NGAr120",975257.670763819,504187.211736061,5582513.97250012
"NGAr121",2197451.52007708,1501830.53861811,1141230.8483048
"NGAr122",161453.168321,342951.618269633,3306948.70640937
"NGAr123",751772.39717991,332842.833199912,4424267.99362018
"NGAr124",899998.79866957,15506.5215073098,3349202.38382312
"NGAr125",4218293.77763324,503381.241429078,888858.357937686
"NGAr126",2804288.49154883,425837.262977408,1051625.83747376
"NGAr127",736124.419657421,59479.5851323887,3650483.24221019
"NGAr128",436961.348747317,30194.9157251718,3940674.06152751
"NGAr129",1953822.90363392,9037.2821640149,980750.514202061
"NGAr130",2717442.73897119,2372.31700268795,438666.994026127
"NGAr131",46931.0549843766,452050.208390441,1698351.26962518
"NGAr132",1231640.84584631,150065.017211781,1503750.23594191
"NGAr133",62467.6930155793,1713.06779422738,3099820.68619019
"NGAr134",2463949.8090937,124310.658820502,549954.569085802
"NGAr135",716809.827556063,51397.7551017,1656569.00134224
"NGAr136",3672937.7215158,38284.8501783936,590412.27030581
"NGAr137",272789.290402584,140369.594105114,1812877.7544923
"PAKr101",4168264.00682647,12210771.9348379,98893375.9583357
"PAKr102",12446782.180234,4703983.13487916,29789346.1948868
"PAKr103",4792692.02558418,3530359.62329839,20945483.9211174
"PAKr104",1495222.99887136,3479036.20120218,3019009.06992645
"PAKr105",30912.6027428876,10209.0607971473,2277853.87445997
"PAKr106",124758.421626407,281730.79583585,622944.372537744
"PAKr107",812680.64674514,389373.772544276,2447981.93971058
"PAKr108",1407406.06865378,1874538.85799443,1061428.72835179
"PNGr101",49675.4136717969,75418.6308662143,76957.2377619888
"PNGr102",31923.756573952,48467.5583946008,49456.3395314472
"PNGr103",62487.1936823494,94869.8409505218,96805.2697671287
"PNGr104",90966.4841937674,138107.912657447,140925.436448786
"PNGr105",65216.0077750764,99012.804391584,101032.75333334
"PNGr106",51171.392180159,77689.8681356486,79274.8102841924
"PNGr107",207226.412427414,342022.463330216,93516.2650423705
"PNGr108",187181.954134254,308939.542474517,84470.6860912293
"PNGr109",140215.892079965,231423.129153632,63276.0388664035
"PNGr110",167653.298844751,276707.942702061,75657.8765531887
"PNGr111",228614.302108074,377322.68702432,103168.102067606
"PNGr112",136649.198346906,407920.610568231,188408.037084862
"PNGr113",102770.935052532,306788.35355382,141697.648993648
"PNGr114",92466.3915587961,276027.575412111,127490.036829092
"PNGr115",46866.4591793688,139904.184399864,64618.1440207667
"PNGr116",3695.51181509883,19734.653495803,18101.4920490981
"PNGr117",13809.7821009266,73746.5548076027,67643.5831914707
"PNGr118",26510.2477614591,141569.173591261,129853.47174728
"PNGr119",23260.4470764285,124214.692356086,113935.178367486
"PNGr120",22607.3045980716,120726.801871985,110735.931829943
"PNGr121",43214.6163505826,230773.306189526,211675.425059892
"PNGr122",41460.3519044851,221405.23954114,203082.622354375
"PHLr101",8514.75568610744,1625078.49089586,10538363.043418
"PHLr102",2332.32728748301,200228.610565104,1650245.48614741
"PHLr103",39578.1607998182,935703.885720432,4206290.35847975
"PHLr104",2425.60644190082,713077.003152035,2939475.13740606
"PHLr105",213098.937617592,1088943.40904286,10114010.0633395
"PHLr106",61655.4135584921,2022960.45509449,12113211.101347
"PHLr107",99943.0622083389,1228146.66739077,1534656.76440089
"PHLr108",262448.087008863,1767305.90454348,3737244.27344765
"PHLr109",67136.9092610237,3927622.66449121,3429972.06024776
"PHLr110",74851.9220888541,2855933.62888231,4231988.62202884
"PHLr111",54596.7456173324,1374037.92644651,2687543.34693615
"PHLr112",60885.50142287,2021723.3376641,1409282.89791303
"PHLr113",357330.35213492,1505268.09735239,3015030.68651269
"PHLr114",137235.000752919,2108699.84547409,2806447.07777299
"PHLr115",831205.991984139,1376097.8020916,2180552.24692426
"PHLr116",122281.431148731,780960.744435666,1706234.3334156
"PHLr117",115311.391240065,1151330.39985907,1419276.67190086
"RWAr101",16649.4658872884,384762.907548428,904007.103564283
"RWAr102",20787.5566026767,1929502.37611988,876127.897277446
"RWAr103",45998.8808855682,2080624.37716489,522126.407949538
"RWAr104",38334.4278299357,1282067.01770452,494371.176465545
"RWAr105",62168.711862047,2119946.9646095,844966.129528454
"SENr101",42479.1577334717,8037.43693422317,3172967.8273323
"SENr102",340662.852985487,7930.04699453486,234354.618219978
"SENr103",222046.251164155,82943.1822737268,1297147.82456212
"SENr104",274562.176059407,279516.825323814,996480.751616779
"SENr105",417546.12212055,28188.5905378162,455765.225341633
"SENr106",533787.212143672,42529.4540879752,1055772.83576835
"SENr107",196732.123045402,10442.6954374322,1663948.96151717
"SENr108",180690.278215221,96444.7375026558,642231.055382123
"SENr109",160096.911261189,14016.2796309996,581064.127907812
"SENr110",816596.829176898,41558.9967439802,338598.227079122
"SLEr101",345592.753703464,21169.7682413257,224325.386255211
"SLEr102",80704.6287833427,95420.5776047113,220013.279211946
"SLEr103",151912.730532,124230.333828235,113841.644139765
"SLEr104",216922.498342188,115550.838348418,320338.159209394
"SLEr105",281606.226168281,43497.1029357823,176025.890595937
"SLEr106",352644.728742189,41215.1406203928,116954.789837418
"SLEr107",315609.544550076,105023.16136052,285250.700689404
"SLEr108",111729.85041518,76934.527059368,238151.627725452
"SLEr109",209219.520324766,178705.843783291,335154.197291943
"SLEr110",96074.5620562046,13949.313100574,87175.2371432214
"SLEr111",276113.52884192,15598.0008739448,69124.882784135
"SLEr112",208602.446129357,53134.3161846131,92540.3201860297
"SLEr113",66418.456618974,23788.0071029253,470448.139678101
"SLEr114",12021.7996250677,168574.207915069,684641.334759864
"ZAFr101",23777.2719674171,205864.968131546,6249480.85190104
"ZAFr102",1373381.29262175,415561.382429302,5033916.43194895
"ZAFr103",30175.5127552918,21138.8676195614,1210592.63562515
"ZAFr104",61110.5009565447,32834.2402913524,2744852.6477521
"ZAFr105",1079716.0997187,848686.163736429,8805778.04654487
"ZAFr106",183190.884125709,403459.99925088,3263973.18362341
"ZAFr107",627206.59549115,168877.418768149,12803570.4257407
"ZAFr108",381033.327087551,207181.751783679,3865450.20512877
"ZAFr109",145604.951029955,71817.5852435878,5574221.40972646
"TJKr101",42277.0319816454,13650.0657125499,662719.902305805
"TJKr102",1381730.63861537,129145.778740942,1566086.77964368
"TJKr103",655147.840485801,174543.802924395,1638256.4115898
"TJKr104",1894013.71562351,169444.480330066,706209.125046422
"TJKr105",3831.85343715005,119658.418528386,113074.754234464
