"GDLcode","X1","X2"
"TZAr213",268862.569813509,1317487.48018649
"TZAr214",437549.513344234,2263752.53465577
"TZAr215",538736.658601317,1305142.64639868
"TZAr216",490232.58589788,1953214.36310212
"TZAr217",1016041.50077781,2611838.36822219
"TZAr218",271463.200869555,2500326.41613044
"TZAr219",1832613.42293912,3444676.11306088
"TZAr220",637375.388115258,1333146.20488474
"TZAr221",147630.493804443,66262.709095557
"TZAr222",60943.3279538701,64645.7991461299
"TZAr223",577108.022263828,135444.670636173
"TZAr224",136741.503307671,94203.2421923285
"TZAr225",126514.378100528,88814.3162994718
"TLSr101",4220.67566152739,50561.9136884726
"TLSr102",5630.57160337785,55581.5984366222
"TLSr103",41517.3296956879,76629.4872043121
"TLSr104",20923.1632030937,76958.9833869063
"TLSr105",13824.7889791743,50829.8089608257
"TLSr106",246483.91732688,41707.7860731205
"TLSr107",8586.05083113635,120902.721068864
"TLSr108",19610.0114637509,49251.7632862491
"TLSr109",16178.6720834474,45627.3937765526
"TLSr110",5024.6442751673,45662.0481948327
"TLSr111",13203.7265711202,34486.3442388798
"TLSr112",10798.5992798171,54781.5603101829
"TLSr113",41557.440094994,34256.735635006
"TGOr101",1534847.7820396,211787.796960402
"TGOr102",551308.696101397,794832.630898603
"TGOr103",571544.592826657,1073571.71017334
"TGOr104",234094.365924714,530955.855975286
"TGOr105",229783.168342495,672928.394957505
"TGOr106",127919.784414608,932912.718585392
"UGAr101",2022606.89150922,2674273.17049078
"UGAr102",1233552.35212833,2706095.43287167
"UGAr103",1216361.84089114,393519.380108864
"UGAr104",1450817.05418916,2732552.69681084
"UGAr105",905999.114833463,4657291.90716654
"UGAr106",791529.181344221,4117569.12865578
"UGAr107",389375.688034125,2472843.75296588
"UGAr108",1335898.85004033,3650385.84295967
"UGAr109",794469.135733109,3817406.15226689
"ZMBr101",525246.688769435,1494976.29523056
"ZMBr102",1323366.00859124,1023681.49940876
"ZMBr103",163838.671888783,1774018.56711122
"ZMBr104",265665.234241061,1005197.40075894
"ZMBr105",1955829.36994542,495298.345054578
"ZMBr106",334555.335111693,1970776.26388831
"ZMBr107",152707.731150589,720673.369049411
"ZMBr108",580784.200707894,1399381.07329211
"ZMBr109",135754.640697978,916123.572302022
"ZWEr101",421059.969951458,1488057.94804854
"ZWEr102",278206.707655189,998338.271344811
"ZWEr103",329318.612467011,1175278.26053299
"ZWEr104",485047.158879108,1205996.62412089
"ZWEr105",118373.273493954,694548.875006046
"ZWEr106",159224.783992026,576453.342907974
"ZWEr107",471970.769293254,1282386.11470675
"ZWEr108",254545.592004397,1375052.0529956
"ZWEr109",1475209.98741741,715244.417582588
"ZWEr110",489859.070461027,158553.664538973
