"GDLcode","X1","X2","X3","X4","X5","X6","X7","X8"
"IDNr120",468671.217458895,972625.913405088,812594.048838623,736971.135461579,702249.079908129,526158.053183197,306752.058977099,221942.949767391
"IDNr121",247993.124615956,501341.429784736,353816.874252249,379007.998252744,399305.122051603,268153.561745043,192788.13000882,112957.279288849
"IDNr122",373797.925402673,759946.710823586,592835.244520051,689120.876906669,593009.784350691,490936.215032153,313047.299371233,163707.671592942
"IDNr123",432978.126329003,880618.389766982,659300.537488375,612576.565164595,661274.27726219,461846.295408039,285475.408341803,149365.303239013
"IDNr124",175998.574957497,442237.199247975,326476.921037944,273117.253450308,365478.633685386,355648.205872284,247529.027891528,194471.712857077
"IDNr125",256257.924432739,569550.819897316,446255.429660954,410307.6768387,421303.360401815,321907.099432797,173276.544458002,128177.691877676
"IDNr126",886839.684627149,1968568.48564201,1592071.86913306,1282411.2292635,1453971.50107765,1205723.91271956,806554.431387254,622266.647149828
"IDNr127",259859.593614975,556644.95529693,398524.471303299,380211.998894903,340732.847475043,233650.214431585,136329.634306933,100054.761676332
"IDNr128",97832.462985825,216615.011283757,212423.488544438,171536.010525024,162433.032056921,146749.212844134,84316.8185056236,48938.3412542776
"IDNr129",284383.137591639,606317.177979582,429023.709887954,370673.247601576,324913.590053986,258777.25169096,158061.101746016,111845.818448285
"IDNr130",826809.018814617,1719039.03300801,1194772.67954484,1131056.86504737,919960.693864312,637084.540027626,336498.917893144,147197.471800078
"JORr101",308340.53105545,723487.525836732,666238.254023753,504079.59177532,425519.630873615,337469.2119707,205637.156708622,177406.439755809
"JORr102",106997.173022628,224074.703608865,204457.200489989,158171.896510976,129443.702960715,110280.856393264,67010.3047140346,51457.2602995298
"JORr103",101452.303528233,270744.255369738,233917.553346243,146471.697185713,130025.373802689,117434.363530334,55927.9502210209,45812.1080160298
"JORr104",27720.5451890701,55980.2187105274,47714.7630449557,36431.1260745528,30397.2015687967,22541.4007321143,13759.7270479458,10724.2811320371
"JORr105",205339.393145647,419098.236869242,416200.998915562,266527.991702962,203029.930708095,182795.906585771,102458.134215942,84116.6948567791
"JORr106",67154.0584224183,132951.198234931,106163.16632836,66113.2996930827,57485.7225062788,36091.7921653184,19292.6175082775,17741.8869413339
"JORr107",19410.2871043073,43936.0905757837,37693.3992171781,25657.2384746917,18264.3707884867,14797.4888209665,8251.48816657963,5127.93635200632
"JORr108",35774.1239535803,70588.8660223608,62742.4873229201,42681.3069370456,33485.870566459,27237.7378688984,12075.4933089001,9214.30161983571
"JORr109",34798.6486699166,85726.2669489724,80149.1003774877,60590.7643417367,45974.198131946,36779.2919574681,21061.9232045928,16013.1812678798
"JORr110",16020.1532319902,34318.3911156365,29851.2494696268,22090.0187544927,16264.034876533,12126.7950215187,5479.27841680663,4054.51901339551
"JORr111",18835.4409368054,39282.336155671,34702.5782926174,31729.1846158725,19000.8402150627,14951.3615818994,9030.36343053308,5422.83847153867
"JORr112",21985.9456849917,46406.1753477637,37545.6554108274,34207.5687817611,23757.2451165826,18351.5900851091,8915.9249571357,4751.90821582864
"KENr101",571460.734585129,773921.732629977,858408.840951785,1105219.18463301,511903.614847646,217793.366671614,101590.382559274,37619.9721215669
"KENr102",531044.499364813,1134706.92972238,872448.074196988,807301.66808106,581001.35347951,433102.434197678,230985.696412089,257423.870545476
"KENr103",585082.007700816,1130334.35914976,753057.818047723,619748.496284165,414313.269698766,237358.238097019,167543.321303584,114548.584718164
"KENr104",771096.136482701,1836563.71945685,1212276.89535842,905458.647538801,630247.460230688,452674.783621186,336556.276704611,362234.787606747
"KENr105",905785.620719372,2074278.23740718,1120561.99203931,769802.173595993,523280.972266139,359871.804050165,246447.775759218,247291.630162625
"KENr106",1883751.27824217,3722369.8148977,2307029.98656835,1808416.47898375,1155013.17133707,683220.908960757,481519.715067638,416388.405942557
"KENr107",773839.092644597,1625580.83106059,927621.277035904,529500.668161848,399435.070195981,319202.306336163,222032.521887444,208533.374677468
"KENr108",604604.581878947,1447988.96020616,576908.961841599,377247.674941464,245732.212289324,170315.0168491,150572.407423839,132400.70056957
"LSOr101",14152.1040782809,31983.1690593709,24452.1646674379,16433.4531677375,11510.7721635545,9086.12510221201,7328.34777231216,8319.50618909416
"LSOr102",35007.995726174,73560.3619900479,71808.3063658821,46192.4063004743,32799.4250792036,25028.8945881174,17216.5092268749,21446.8741232257
"LSOr103",33912.4646032193,66658.1663781076,66882.9254366982,49078.595641205,29477.8591230414,24802.0758950737,17153.5554352433,18358.2630874116
"LSOr104",52351.5927748563,101319.478951643,102218.015299496,87480.3424003505,54346.8218315226,40568.6467651557,26244.1907352706,23102.4549417048
"LSOr105",21020.4331204897,50177.4873070124,42108.2188066976,32328.9799209527,18119.204921466,14857.8557232836,13809.2019820785,16875.6530180195
"LSOr106",18253.7626251191,43469.9653863191,36449.742482184,28345.4485542617,16781.4285911129,12568.1760466087,11794.6852056236,15168.073408771
"LSOr107",14515.1627690918,34440.3834308698,28219.3583095249,19157.990113823,11050.0650786119,10686.3344371855,8802.24136161345,10771.3571992796
"LSOr108",7571.93300477825,22321.847593639,15405.5461845282,10108.4019367271,7457.57941555508,5888.50215466561,5103.99591607644,6107.37105403037
"LSOr109",13660.8940475432,36034.5813259144,26391.1496087931,15864.8825959956,10679.8455004331,6282.66081302545,6512.16496731565,7328.98634097944
"LSOr110",17198.5596211967,39977.9437672079,27870.0630793787,20271.9229848483,13175.9405231925,7235.70327213552,6891.68688526791,10902.7187667725
"LBRr101",26335.3255522118,57517.127658023,26423.8758839937,18547.9466404409,16709.8902968473,12499.4817767996,8563.21568179681,6679.79300988691
"LBRr102",72369.7310977208,114903.459516191,48013.0242137109,52239.0112694412,39227.8948069724,31206.8138076482,18394.0843685997,18294.6705197158
"LBRr103",18384.392032865,29947.8609317323,14670.3380645871,14004.6404414278,10884.7711543422,6338.85605748705,4250.50910279262,4098.73791476587
"LBRr104",44165.1388904899,75209.2812157936,38047.0866134156,31036.29023149,27689.5422501032,23386.6760006151,11454.5417992906,11790.267898802
"LBRr105",32766.2423283721,47800.2392358544,22148.2956080679,22761.1668659876,17703.341972882,11341.5521422478,7194.66099541757,5792.08035117051
"LBRr106",28330.6881204795,46818.8454587458,25376.6762481346,20406.5521272548,15776.6290322679,12166.4392008428,7579.6680385408,9984.43147373373
"LBRr107",10812.593794227,18784.9732113848,9168.10436335511,7439.36560619451,6720.46653659488,4718.27437046751,2486.05956551221,2137.65014226401
"LBRr108",56515.7363957566,113264.26958609,54087.3959945381,45072.2173282194,35173.4875524768,27026.6206612542,16047.7997735701,18611.8450080946
"LBRr109",63560.0832589852,122727.635212396,74901.586483932,47996.8995468179,41132.8125684184,30085.4522002167,18165.4016932433,14777.9742359902
"LBRr110",26336.9116459119,54885.1845710325,32162.8002421995,19950.9368808448,15684.6717389075,9759.92551629919,6352.9500111712,5181.69559363339
"LBRr111",177333.382185175,392566.940795662,299027.521663071,205356.583635921,131053.381716596,87307.7498666855,47767.82841571,29942.421721179
"LBRr112",112662.162413988,164208.68523862,92991.7299277768,69530.9054183704,54421.528911049,40584.7668445258,26813.2843048358,31595.2517408337
"LBRr113",19743.0465461141,29049.3840374845,13031.2602134648,11852.7567483465,9986.33384240285,6867.95202298633,3342.13646144342,3576.33548775753
"LBRr114",18476.8928889203,29375.4659124465,13815.3189610677,15941.1014730463,11522.9946881258,6822.94443219858,4735.41026823345,4289.99867596135
"LBRr115",20550.2598747982,36787.1969666444,14965.8665562003,15273.7456954775,12560.4054435758,10668.4671343559,5310.61737478702,3620.67225416085
"MWIr101",168649.267824299,350093.544408841,252678.032200841,185497.122471827,122575.882085545,57967.3785884012,38880.0313418268,30297.2530784187
"MWIr102",127563.143897519,256596.059930701,154592.174834379,101103.500827298,72172.4050236758,41197.3960683707,27325.5910473217,22568.3799707346
"MWIr103",119366.882894833,230370.614259249,106736.639892958,65491.9378779861,44030.3315841667,33532.5701091356,25952.2900169811,27412.1167646913
"MWIr104",175570.687000044,361966.417311025,181197.343339365,108008.427589405,73822.983747793,41671.6223369105,37527.0479887965,48122.7706866619
"MWIr105",159797.816528338,380051.51049282,217551.313313855,131879.826333764,93063.102658444,66018.4004645594,41970.8870034534,48062.3232047662
"MWIr106",74893.270059326,156412.377075434,80069.7541686672,48227.9766895358,34251.3510087212,21760.88002165,14541.2605754446,21789.6495012211
