"GDLCODE,""X1est"",""X2est"",""X3est"",""X4est"",""X5est"",""X6est"""
JPNr108,1064385.82724411,2170176.80134149,3077528.91391517,968996.747694501,153016.640474789,6646.06932993025
JPNr109,513873.920519991,1054083.0808916,1670438.33504144,520001.101701772,84167.1476859161,3858.41415928299
JPNr110,1931203.67285366,3961378.53279435,6277720.11594443,1954230.40048078,316310.865864099,14500.4120626667
KAZr101,131359.062915927,277515.716065383,607243.298646299,244081.534368382,55078.89882549,3765.48917851882
KAZr102,314148.388621211,878081.207100198,2797708.98355107,1661770.01554231,533361.858337077,48239.5468481342
KAZr103,194418.171831982,479599.053406532,1383003.66170849,748596.774720309,221245.349502702,18567.9888299832
KAZr104,131073.447204894,280563.330091196,661097.32388578,285390.557570464,67157.9799667738,4631.36128089386
KAZr105,342820.109799749,773909.229708623,1975683.932566,905214.477714166,227136.75812217,19191.4920892903
KAZr106,66301.6223718358,181422.454542352,570073.237529723,336349.999592029,107849.533389568,9506.15257449311
KENr101,101652.571558234,270613.28061508,1369068.46648419,1456753.61876347,966112.616677491,183631.44590154
KENr102,110967.257866132,307820.415637936,1619151.92073151,1817364.30593347,1333326.4426353,280033.657195647
KENr103,85986.1258246591,233368.286826748,1230863.73883101,1496607.9326016,1341666.28557288,313160.630343113
KENr104,129692.641456846,355757.973379141,1850912.80604612,2244056.98371751,1981764.16032155,469706.435078834
KENr105,126270.232329632,324383.992910011,1678777.83218822,2087892.86119232,1986546.81122872,506756.270151099
KENr106,232708.539008852,638339.363712912,3321107.58243046,4026529.31012492,3555895.20907387,842797.99564898
KENr107,104094.870534144,266018.303791475,1374554.12349167,1722932.43683575,1677581.56740418,464723.697942789
KENr108,21517.4044658715,55195.7788845644,264558.42289955,358877.79904458,491922.864676528,198793.730028906
KGZr101,29439.2663466886,92762.9102766931,362020.51112091,262949.302894429,101178.624159499,10193.3852017803
KGZr102,12050.8246252351,33502.7669135604,160671.894094361,150431.462717355,85123.5835792111,12529.4680702776
KGZr103,28958.8291399761,81345.473718666,375648.469067783,337577.12544417,178034.048333569,23123.0542958356
KGZr104,7753.55218260516,21555.8237385667,103376.984885326,96788.2474733032,54768.8782948236,8061.51342537582
KGZr105,29296.9467174773,80383.7070781502,392247.735882891,374794.446525434,216940.993818485,31856.1699775622
KGZr106,36711.1025183687,101248.19680764,497250.53432912,480809.391230735,284588.41816681,46820.3569473259
KGZr107,7257.69487628699,19715.6442325105,96377.0105972925,93541.0870059596,55751.0557308948,9141.50755705556
KGZr108,12195.8306176606,32880.2827911345,160062.995296229,156647.144647279,94685.0365771563,16027.7100705411
KHMr101,14168.9853653605,34974.8872946034,170341.991427505,205783.377103225,192384.782047943,48680.9767613628
KHMr102,42940.6753112738,98503.7691474176,468650.867187293,590833.061676333,633626.824089367,186335.802588315
KHMr103,11715.0515346842,26904.8598647271,128356.483048306,161058.151548887,171319.715263906,49638.7387394884
KHMr104,20360.9954760434,49179.3786065709,240765.051228627,295538.828353732,294017.188322904,84663.5580121226
KHMr105,16109.9400319594,37031.5559658544,175754.541739621,223818.473897189,244586.735452184,71940.7529131924
KHMr106,25273.6885902563,63061.9765691735,310640.79486752,370558.50690686,345460.710294133,86984.3227720578
KHMr107,1937.30008162061,4615.1838535392,22803.4445630298,26893.7383194432,23862.2726699845,5877.06051238264
KHMr108,41452.5229236897,114673.941104679,526024.025160928,482900.122268577,256821.237951008,34504.1505911184
KHMr109,22397.0967059958,51377.8236487253,244440.002809803,308168.074291794,330488.543828669,97189.4587150131
KHMr110,12577.9986061066,28936.3982446642,137648.925374019,174620.92785454,188737.862049729,55363.8878709417
KHMr111,12245.857733409,29635.4746996764,144179.61023528,176111.490871089,171192.744233631,45273.8222269144
KHMr112,21720.9962930608,51662.3559246568,255735.660805735,299965.146455149,266798.504301497,66446.3362199022
KHMr113,27333.3999469785,64838.4976871175,320675.360768688,377251.725177552,335361.067445025,82262.9489746393
KHMr114,20003.3261425618,48810.3821697536,238095.68428898,287249.051762366,272967.895387671,70523.6602486677
KHMr115,16034.855218432,37705.043651372,178458.176017641,233174.544603731,283652.975332201,98134.4051766231
KHMr116,6259.9306892417,14788.5155386549,70326.9324641265,91653.8034846832,110302.362185793,36809.4556375008
KHMr117,25620.6407415067,59655.1606797036,285763.451672831,369353.351513887,408964.826296817,122158.569095255
KIRr101,1421.13210309112,3739.80125940121,18804.2897551728,20030.9352942854,13314.5700511307,2531.27153691883
KIRr102,421.268344588351,1046.65231751264,5425.96611866567,6371.639282519,5254.49557984588,1193.97835686845
KIRr103,144.890408617447,373.642299199954,1923.82629064059,2321.29159701186,2051.26721498999,475.082189540167
KIRr104,337.886530619408,839.488000634569,4352.00244842962,5110.49814016387,4214.47114276773,957.6537373848
KIRr105,174.832268033076,438.721752366981,2287.10208636586,2672.88161578642,2191.31959108225,506.142686365409
KNAt,2014.55005993924,6147.69446645005,22393.4626841976,14986.9940504605,5187.65044815928,472.64829079338
KORr101,3542011.16879717,6756436.82837429,9229417.75776531,2970680.02291447,527504.542506213,23687.679642555
KORr102,225378.446469114,444136.619116687,612657.656383099,200151.430441027,33676.6813523921,1637.1662376814
KORr103,1309169.95265342,2766864.13997302,5750538.5040142,2158545.99002574,460063.769327318,30773.6440062906
KORr104,82433.3267665819,171574.068038871,269005.011248472,81753.3711641207,13277.433889394,580.788892561026
KORr105,822795.979721287,1701239.30472162,2544900.92942486,793641.563272165,128363.790269375,5751.4325906892
KORr106,468837.965030123,984844.247809515,1597261.64192766,500315.7984889,83653.8013526336,3753.54539117311
KORr107,503169.486239168,1039877.46272508,1605845.6863586,486544.620954995,78661.6219573031,3533.12176484794
KWTr101,166439.642658954,410580.422171343,1183976.95586664,640866.944206074,189406.147399682,15895.8876973118
KWTr102,58372.3858347524,137330.766222473,371518.522698378,186458.982169838,50021.969310985,3996.37376357321
KWTr103,21940.4404359747,60036.0657136145,188647.840953546,111304.472917752,35689.4172228678,3145.76275624518
LAOr101,26342.1697058212,83169.6602560218,335668.752868859,254251.4998359,101438.933988749,10212.9833446494
LAOr102,3946.84304985846,9680.38539026249,48757.0513498891,62711.7964205933,65712.8770621193,17537.0467272773
LAOr103,3739.95833769219,9575.95248967288,49513.4055774187,60081.9559623294,53692.4142926319,12233.3133402549
LAOr104,6812.58608819416,16830.5053172081,86130.1944151844,108933.854570443,107964.104205658,29781.7554033123
LAOr105,3789.04322793208,9538.76978673525,49266.5282435747,60870.4369695816,56300.724190054,13095.4975821223
LAOr106,9307.24982387434,24013.4800615436,124121.709631442,149553.634776208,132182.53541168,29724.3902952517
LAOr107,6377.31160844848,16282.324627576,84334.8131564743,102684.655547675,92471.7428818657,20965.1521779602
LAOr108,9301.93890943894,24049.6044943184,120889.707532567,132131.57403727,92117.4207400962,18171.7542863094
LAOr109,6089.73412335396,15850.7811798047,81084.5909234188,92914.6344382904,71161.4843157586,15250.7750193735
LAOr110,11989.3719620373,31859.2238501663,162421.854069696,179415.084430727,128050.22304975,25534.2426376236
LAOr111,6726.63086363991,17482.8815933191,87464.0221352941,93725.6584313538,63867.1876245732,12504.6193518199
LAOr112,7678.74127941904,19660.9841695671,101659.055252084,123358.003950617,110239.238192935,25116.9771553787
LAOr113,18583.9235986703,45738.4352327952,233497.502501877,296310.667768376,296915.001376704,81766.469521577
LAOr114,8058.06326175169,19660.5505605695,98352.6292154858,127046.9186577,141564.2764034,44420.5619010936
LAOr115,2456.87036956163,6272.79383244806,32490.1331922006,39559.4418327479,35624.8994963961,8076.86127664572
LAOr116,12503.7991649835,32633.5253463863,169570.676455157,202483.099534818,175364.46414045,41115.435358206
LAOr117,2601.50212294842,6606.6479306792,34418.9878240636,42264.3839659049,38887.5322640299,9015.94589237401
LBNr101,19750.8184301898,58289.3054896557,260272.074778665,231373.963470334,113499.333677471,13655.5041536847
LBNr102,84177.2193725228,266982.553655217,1058055.01257181,778931.303176381,301665.53505307,30691.3761709955
LBNr103,44095.1353400729,136758.407607701,566529.389103326,448779.1397464,188454.182106348,19909.7460961512
LBNr104,31911.755361626,97176.0177655437,353008.659392127,235386.182514804,80839.7375224025,7352.6474434972
LBNr105,42069.9357575405,129571.640587311,473944.290809762,330997.067926312,117299.282052468,11250.7828666061
LBRr101,1964.27797099608,5130.41817562997,24975.957893924,33853.8921423912,44937.3404942383,18430.1133228204
LBRr102,7139.3239223111,18965.9951108324,91847.3448336019,125223.717749571,168144.592026281,70517.0263574023
LBRr103,1443.99182954374,3805.9998596344,18492.6084751125,25245.204666938,33928.1715760257,14176.0235927458
LBRr104,3539.81155330372,9330.05436690257,45332.9082558652,61886.2692414127,83171.7543479692,34751.2022345467
LBRr105,3113.76214054034,8271.87534511897,40058.5248917301,54615.377544055,73334.9922885347,30755.4677900209
LBRr106,1501.88101836928,3883.95582020328,18902.7452054509,25450.6383760131,33167.7748253025,13559.004754661
LBRr107,1829.14576919951,4788.38655608858,23263.1311999936,31727.4264312799,42560.4066179521,17699.5034254863
LBRr108,3609.97680252862,9450.29350863851,45911.7941283099,62616.8101796381,83996.6301123345,34931.4952685504
LBRr109,6038.58749931522,15257.3770716156,74849.4897899421,97554.2789047192,114496.903949467,41666.3627849403
LBRr110,2298.50214584732,5805.49472499816,28509.3438508972,37729.163938185,46520.7056923738,17686.7896476985
LBRr111,29467.417371258,72391.5544005774,366639.405659075,465340.249029155,465004.296632863,127708.076907072
LBRr112,10185.7748689885,25730.3641489766,126400.306274005,164656.201016022,195420.881436926,73039.4722550808
LBRr113,1110.10627179174,2925.96137192386,14216.6736888657,19407.9076211179,26083.1642439924,10898.1868023084
LBRr114,869.321987604444,2291.31446252369,11133.0485579376,15198.2934041101,20425.6734330517,8534.34815477254
LBRr115,1725.80017414302,4507.54766467134,21943.6928577197,29743.7805735461,39481.6167546561,16192.5619752637
LBYr101,49285.7085347052,135447.638707743,646613.16706272,619483.354012416,358008.287886164,54398.8437962512
LBYr102,114328.297068191,316429.781428384,1462567.58285018,1356259.76723331,724885.284912668,96795.2865072672
LBYr103,13051.692258831,36410.6185126282,170083.321217396,160496.60872002,90245.5411278896,13525.2181632354
LCAr101,1135.89850331392,3602.69780076487,14277.533923821,10511.0017657726,4070.71452730864,414.153479019028
LCAr102,5054.20452227442,15824.4710009977,61275.3058667795,44270.7428572209,16969.0241223141,1720.2516304134
LIEt,5411.1588547666,10961.3112856481,15349.3091893005,4927.34679446295,784.296995649241,36.5768801725949
LKAt,881349.362732711,2645873.79053332,9279738.74757336,5983340.07994193,2000988.809365,178709.209853681
LSOr101,2132.36145807873,5570.61584583654,28106.9006304327,36333.575443792,39746.8161968473,12485.7304250128
LSOr102,5437.47146345857,14072.3413280189,70167.4688935788,90881.3979059882,105078.222543349,35333.0978656066
LSOr103,4482.79152872982,11669.739833434,60115.5506023873,77199.2401501853,79066.4356841681,21612.2422010955
LSOr104,8774.38012618616,22841.7343559269,117667.013756891,151105.728247503,154760.478480719,42302.6650327739
LSOr105,3161.87807100474,8241.36313192019,40884.3827127886,52991.6103880232,62030.9950227044,21138.7706735589
LSOr106,3168.86054363256,8373.43690019016,40677.9222033289,53741.3641597621,69482.3056154595,26010.1105776267
LSOr107,1918.45567535276,5069.35137163319,24626.7671416919,32535.48827848,42065.1908498847,15746.7466829574
LSOr108,1152.28932676241,3037.86029880743,14795.8510717708,19453.6479383226,24764.32375166,9349.02761267676
LSOr109,1741.80141749874,4730.41871567766,22835.5834367608,31080.3338923068,43848.5551523669,17896.3073853891
LSOr110,2267.94466613153,6150.82538071838,29739.5624349625,40148.9161121919,55263.7300504793,22027.0213555165
LTUr101,13101.5415637599,29120.115668083,68400.2729107221,29457.7265322972,6849.58406706162,491.759258076166
LTUr102,70734.0624293283,149138.519462459,261111.682934965,85827.5944147225,14374.9457902157,782.19496830982
LTUr103,39656.5144903365,83472.1948559816,146209.199948136,47892.4325872166,8051.87441322105,437.783705107788
LTUr104,11594.695334226,27006.6245638035,70228.0039516687,32707.0304018664,8315.28456773985,698.361180695567
LTUr105,22394.8741700832,49616.9559708367,108679.749044802,43577.5661865145,9608.83450211028,676.020125652888
LTUr106,26725.9135166878,59553.0927217765,131687.952636676,53238.6625071354,11890.8539992638,834.524618460169
LTUr107,6339.07603647262,15991.1798648913,47554.233028684,25573.8318006192,7365.92566471882,606.753604614132
LTUr108,12779.9500751054,28330.3054136521,66160.5452433493,28533.5548765011,6687.07902051156,475.565370880486
LTUr109,11741.0813905755,26539.5890576537,65405.4683659585,29322.7160879219,6975.41220162602,539.732896264266
LTUr110,112072.211869683,230020.525503731,331496.769918703,103408.93522886,16156.4854655177,689.072013504959
LUXt,81779.7840898641,167765.968946326,235365.874310296,72767.6021722723,11491.1086535761,433.661827666492
LVAr101,95091.2546105573,187389.295613432,258491.377968639,84447.51896603,14208.8027097914,690.750131550422
LVAr102,44933.6654192001,92707.1371355785,166517.908812504,53195.3086515688,9153.66611432005,470.313866828314
LVAr103,19669.5419066009,41554.8564805314,90927.8525979633,36548.4638997394,8247.44547173573,563.839643429339
LVAr104,28656.0247282289,59667.8379741803,115056.553625674,40854.7514320944,8146.23609742924,523.596142393061
LVAr105,22139.7033237684,47385.1037082002,111252.761876551,47960.8715906481,11237.0330280491,777.526472783583
LVAr106,21052.4523807297,48571.5228188457,129147.055787847,62639.1283313374,16272.7903622944,1377.05031894582
MARr101,209918.504111773,569943.676086315,2797337.85690119,2764379.19049183,1638630.79143863,248235.98097027
MARr102,102302.455020063,276158.008132865,1351854.50279724,1370984.10971317,854935.207050196,150709.717286459
MARr103,177893.90071711,499637.217812458,2348211.56881974,2223549.24653576,1259110.14050951,187219.925605423
MARr104,61753.4566720433,160736.168275604,822245.05552008,942208.598234102,721618.965524099,154651.755774071
MARr105,71706.1208918382,186119.639499265,932631.003536626,1000774.64823848,682605.262561731,134270.325272065
MARr106,72861.6397447053,187632.902315355,955657.082316923,1109697.01465312,855947.66948904,187505.691480859
MARr107,152932.729436432,397480.529953363,1988530.64837289,2130891.53436574,1452046.87500413,284297.68286744
MDAr101,25846.7855179006,76768.8274771985,340467.098601324,295954.745718775,139595.572821728,15263.9698630729
MDAr102,24004.3696748391,70981.8564501533,320317.106079077,283690.711307765,139277.556582272,16849.3999058935
MDAr103,17227.9840406628,52654.1539767125,219181.570142948,173874.355436954,73082.316771733,7869.61963098979
MDAr104,35695.1287388181,86427.0892884077,248043.545328345,131059.42952343,37484.102183179,2997.7049378207
MDGr101,75941.7896354692,201799.267154235,1028795.02888221,1136431.71989411,811081.942607997,161736.251825983
MDGr102,38304.9832908869,94831.1629453933,484330.30659693,621481.619838171,645987.81277282,173656.114555799
MDGr103,16775.134599425,41419.6734835059,207879.768877622,267992.739969991,291967.843913721,82266.8391557358
MDGr104,12504.7886965551,30260.0463076915,149427.772655269,194414.825965514,221296.320465853,70420.2459091168
MDGr105,24373.7617433497,60360.2703471409,304432.963407538,391934.600142582,416137.748247076,114384.656112313
MDGr106,15469.7023419216,38298.1465456615,195599.763647689,250989.16234638,260886.138605417,70132.086512931
MDGr107,20520.2949050113,52281.0076340309,253481.799806545,344308.245586579,469294.696032743,179502.95603509
MDGr108,5691.22449359052,14543.9901245299,70105.7261917393,95645.2690398648,133138.009554429,53316.7805958465
MDGr109,14431.318522503,38254.2913392014,184370.290547304,252546.906903375,358015.997420856,147950.19526676
MDGr110,26412.2254236022,64751.027200617,331333.603980358,417821.718609767,411737.764694525,112971.660091132
MDGr111,20256.3701555642,49987.4550646694,256795.57282423,329441.9017983,334059.956265277,88674.7438919597
MDGr112,22723.6434277027,57198.4449029841,293775.66505837,375733.166506097,379251.931274259,101573.148830588
MDGr113,14142.8804861164,35233.4871232677,181976.481193771,233958.189372015,241848.062008386,65300.8998164433
MDGr114,25767.885676094,64861.2091542337,333132.218683465,426069.4069615,430059.573791724,115180.705732983
MDGr115,6097.82401354834,15145.3665147583,73564.6377913867,97757.0140197007,125702.745961217,45723.4116993893
MDGr116,4124.89725412958,10473.551272065,50401.9008179897,68511.3606757223,94696.1781437862,37434.1118363072
MDGr117,24996.3240240542,65277.4067775435,315200.622994634,432749.907469072,613187.536749764,250434.201984932
MDGr118,13811.2714440985,36610.6811905986,176448.751027531,241696.133182225,342633.704189873,141593.458965674
MDGr119,11413.2498201856,29805.4766152427,143919.699962843,197592.365935638,279979.669683214,114347.537982877
MDGr120,12155.9697383343,30699.1452805052,148344.494255434,200976.556779925,271165.776308826,102329.057636976
MDGr121,15666.3698390921,40400.3170579115,208014.971197445,250991.166428291,221794.604180363,51368.5712968976
MDGr122,17197.218714964,42654.3106821187,218668.713528393,274104.652914052,265784.063480305,67385.0406801677
MDVr101,7088.05670812105,21588.1521646884,78522.5781631641,53124.1891925357,18390.4729916127,1656.55077987807
MDVr102,1626.91137433513,4539.75327341143,21277.849313403,20136.7477062093,11426.6258076264,1704.11252501468
MDVr103,1518.08712392211,4172.02719411223,19916.8309081972,19081.1846105067,11027.2894162551,1675.58074700677
MDVr104,858.198319168442,2369.48274784781,11624.2270947226,11369.2818515623,6612.34038207933,992.469604619528
MDVr105,1466.02988216316,4101.34144221807,19202.0537361424,18045.8330136936,10147.2192444993,1521.52268128356
MDVr106,1860.61966474358,5201.00535852559,24283.3678505808,22683.444565083,12433.6819223394,1680.88063872762
MEXr101,69455.0035611042,190007.432869074,590609.734680701,346550.453223359,108889.324649011,9339.05101675135
MEXr102,218314.410745996,543858.634600278,1554196.21361404,838540.21748486,247063.686116694,21024.8374381304
MEXr103,40885.0768561724,106621.005860675,315440.726225676,178423.663502777,54735.0436053014,4579.48394939817
MEXr104,35759.6602219833,107604.28442642,389367.843653712,266036.825946913,97048.3457702602,9590.03998071151
MEXr105,158414.020097721,433371.81982515,1347071.59430648,790417.502656981,248356.414641892,21300.6484717798
MEXr106,34533.1246007623,98362.119362253,324892.939872592,199828.112634329,65057.0512540635,6038.6522759996
MEXr107,136843.456593806,375589.901665577,1831934.54038913,1779449.52418046,1032057.89440222,158363.682768802
MEXr108,162267.478183699,482523.368880582,1639205.1817929,1034033.9880768,342377.887037198,31897.0960288196
MEXr109,832448.367416346,1803203.15379251,4244182.46444493,1776726.2568753,416994.104576407,30475.6528945051
MEXr110,71567.4261755882,215353.323663032,779259.484929455,532431.538296298,194227.245959857,19192.9809757696
MEXr111,215565.338018796,654381.03645011,2460664.56260432,1763014.51653349,671983.055058042,68964.4913352431
MEXr112,100272.197453757,276524.05063605,1283717.21211148,1186341.8928748,638288.168581597,85303.4783423167
MEXr113,109652.499460193,333063.358099936,1236517.64073067,861171.867863558,318945.030424254,32345.6034213847
MEXr114,380961.763771088,1085109.06307271,3584146.78201186,2204459.37401626,717694.945882396,66617.0712456852
MEXr115,730887.95094409,2176628.0974766,7407513.22653095,4667878.54413201,1542640.49218613,143442.688730219
MEXr116,153264.946563314,458355.249649259,1882280.63061578,1497627.84998574,642156.080375593,71262.242810319
MEXr117,77734.1124278569,235900.855237072,848870.744265185,560097.268157372,195782.622969731,19160.3969427831
MEXr118,51138.2830976432,155190.100475971,558439.417106971,368466.452715088,128797.858318858,12604.8882854695
MEXr119,328598.585996826,818595.42712342,2339317.30118078,1262138.98947599,371870.906880105,31645.7893428801
MEXr120,113010.198908797,309629.819839516,1434486.08564937,1348859.20242864,749923.648876941,112938.044296733
MEXr121,196812.281884082,591516.250153583,2472102.06004189,1992508.29181021,854240.679385792,94187.4367244385
MEXr122,99989.6979394778,287135.847531932,952260.149848496,592500.19525691,194063.158967273,17537.950455911
MEXr123,65685.6525163009,193975.209156462,667482.106666104,430278.325401473,147750.480412022,14400.225847638
MEXr124,104592.075697704,319627.741415598,1179286.70039683,818023.220392608,300751.895139632,30496.3669576301
MEXr125,172152.988585014,454175.828828753,1355284.01018272,771604.299568705,238619.913151591,20498.9596832132
MEXr126,163656.768922278,431761.012571708,1288397.04672917,733523.522257017,226843.369423232,19487.2800965986
MEXr127,96486.3667832254,290489.261010291,1042170.33168062,695575.605681543,251192.682912984,24693.7519313386
MEXr128,174743.992474336,487435.895165165,1556074.24492751,938992.87143177,301421.629860659,26477.3661405584
MEXr129,51054.0951150945,154824.113323514,561026.165049789,377882.609383059,136026.168795904,13321.8483326399
MEXr130,264366.513072556,796924.428140825,3311688.23382964,2641622.03695578,1130860.20456325,125058.583437943
MEXr131,86005.0948426882,258933.539285428,928959.823099176,620015.531015952,223905.731327386,22011.2804293697
MEXr132,63849.7542689206,193394.663365531,702061.659942202,481968.869427109,176397.379820024,17665.6731762133
MKDr101,29267.7495922766,83359.9103202497,274307.609790121,167871.111970498,53603.1755930798,4659.44273377467
MKDr102,10671.8324260294,32550.4668828885,118346.769422147,82206.909582894,29165.2557630155,2673.76592302611
MKDr103,5495.15746402026,17196.4708307135,63844.3498554514,45108.6243144932,16569.9200689445,1642.47746637716
MKDr104,6505.74621831911,20186.1118481014,83431.0591685296,65854.8320902245,27588.4409820026,2910.80969282289
MKDr105,7168.31112896629,22077.7573460868,80755.5341634369,56398.7066523181,19986.6658652017,1917.02484399018
MKDr106,5319.47453984809,16211.4761201773,71230.1534505001,59588.4855809505,26803.5950809753,2954.81522754864
MKDr107,9684.56002841586,30716.2506279901,121728.86392542,89615.7775209934,34706.5156642521,3531.03223292882
MKDr108,5854.14227805121,18381.0256841844,72852.5984034692,53778.680541266,20939.8511496956,2129.70194333353
MLIr101,36068.409957268,93566.6396219091,449051.812043603,613673.157171587,863950.458025138,337804.523180495
MLIr102,53685.1583721482,137639.315289289,662367.851428504,905498.511144742,1273610.71727202,498864.446493293
MLIr103,53969.5098857141,138368.342618545,665876.182349044,910294.620162263,1280356.58793966,501506.757044773
MLIr104,46312.2804053141,120140.711938416,576588.029816577,787963.854403791,1109322.97586069,433745.147575214
MLIr105,31811.2614575113,82522.9845241214,396050.300465486,541241.415281964,761978.527446461,297933.510824458
MLIr106,10955.8634202219,28421.0844226637,136400.532409982,186404.648904504,262426.961187798,102608.90965483
MLIr107,8587.54519737025,22277.3265489428,106914.963439036,146109.739239059,205698.383027405,80428.0425481871
MLIr108,46840.865805947,118254.447129646,612340.316060382,728999.269887418,612940.853683312,134303.247433295
MMRr101,35266.287672362,83711.7462636021,427927.143643512,512070.249518309,442504.94505419,103988.627848025
MMRr102,5951.27698061256,14615.9654060629,74258.4407868574,89862.5765815118,80158.6664021162,18721.0738428391
MMRr103,29393.6411742566,69019.5525228825,345842.956545258,451703.82737301,481908.173088508,136224.849296084
MMRr104,10594.4933816703,25366.7361739442,128333.895194771,159107.998570065,151556.59992091,38325.2767586393
MMRr105,118845.825727811,273479.175530436,1357287.5300462,1730734.47036029,1790045.16850892,500943.829826345
MMRr106,27568.0347812996,65056.1365989263,326159.187532392,411574.928086203,410869.316122171,114354.396879009
MMRr107,104249.636602212,241132.849177417,1201678.57095791,1530843.28363022,1565670.8632524,436356.796379836
MMRr108,84454.0917728011,201639.990988379,1019629.54188542,1289905.82986844,1272566.04932568,350146.496159277
MMRr109,148390.821690578,363111.650465249,1843427.11873579,2256436.3733621,2070671.13932949,497742.896416787
MMRr110,41607.9653235622,104559.715317494,535165.572177006,648015.507012817,586420.051046181,141057.189122939
MMRr111,64206.4481240635,150195.877848139,738792.543763152,972667.664629851,1082251.1578106,323015.307824199
MMRr112,165063.214154148,425646.355236753,2123762.60216272,2292334.24554889,1572576.2720484,305641.310849091
MMRr113,105316.457636297,252328.634646171,1228600.72622027,1626314.58385482,1964632.81584817,643092.781794271
MMRr114,141510.697790049,327626.353983458,1626624.43781588,2114666.75979945,2242211.93083498,613901.819776177
MNEr101,10401.9749317266,25660.036218867,73994.9835142486,40052.2482607313,11837.3121072092,993.444967217271
MNEr102,27883.6047132177,60479.4846671985,145456.882542981,62671.8371700022,14744.910586417,1109.28032018374
MNEr103,11011.2538525261,25452.5815708607,67973.0751573763,33106.9503949976,8583.51587417355,725.623150065727
MNGr101,9492.1661660198,26162.2576411557,129329.72987095,129659.13625812,77582.3864679343,11909.3235958198
MNGr102,13977.8376928304,38525.6415227113,190446.515724215,190931.588249738,114245.156153429,17537.2606570757
MNGr103,15028.8977983711,45569.0444047915,193669.598539719,158399.147649706,70060.0448263779,8043.26678103407
MNGr104,5797.60683373137,16283.302219464,76528.8038744262,72466.0275303864,41034.7152185206,6101.54432347144
MNGr105,69856.6115514305,191150.042492108,600639.671932023,354384.559929036,113632.256504155,10015.8575912478
MOZr101,23115.8629664693,59886.3593837156,292704.964627247,403500.229464217,586110.310320955,242599.273237396
MOZr102,30489.3636168971,79682.0737404786,387533.567973229,535202.469959778,780961.518378209,324072.006331409
MOZr103,59340.8363267063,153734.543916712,751404.237996865,1035827.26325885,1504606.42739583,622777.691105039
MOZr104,73347.9897238918,190022.932695598,928770.029860175,1280329.90709712,1859762.40994539,769781.730677823
MOZr105,47816.5421154802,124965.587433541,607769.824486747,839359.317783792,1224783.82308398,508242.905096456
MOZr106,29106.5052217642,72295.3583603947,353929.874290969,472733.788572862,626807.748360742,230439.725193268
MOZr107,40030.6627128798,100920.1946015,493346.89345025,666963.673617206,914323.158297954,349078.41732021
MOZr108,24502.4682422199,62674.7818569211,307519.317077008,417569.827293326,578016.895253406,224935.710277119
MOZr109,21770.7464471106,56401.5605938916,275672.406345104,380020.473376173,552004.438447481,228482.374790239
MOZr110,33298.4056540038,83419.2065562777,422415.248606911,544400.334570763,590838.141140439,171785.663471606
MOZr111,27414.6979083252,71690.4452135619,372198.111963885,444442.324411624,383326.8332925,88993.5872101049
MRTr101,7535.52896721412,18622.0105486137,89775.9047662365,118540.038885971,150568.753423407,53252.7634085571
MRTr102,5446.44182324699,13513.050776105,65068.0330712789,85451.0354062365,107129.342502333,38073.0964207995
MRTr103,7674.84124655451,19041.783973042,94034.2252366827,122008.01703776,142070.437384194,46425.6951217663
MRTr104,5582.0364452583,14221.7493149535,68953.4264141718,93660.5045962505,127659.963414144,48829.3198152221
MRTr105,7141.2745828086,17539.479616357,88502.046338753,114032.039815545,121290.795857666,33505.3637888702
MRTr106,29846.3137028131,74363.7287472544,385047.00276599,458137.659023532,393760.830375789,91356.4653846212
MRTr107,1872.59807804779,4692.39465336079,24268.1612586642,29955.7653920747,27805.9577822641,6574.12283558841
MRTr108,3130.66078818047,8238.53682070022,41424.6166546057,44126.8363018457,29331.1243056793,5576.2251289886
MRTr109,2035.99344874378,5008.39974234896,25688.1741356675,32873.1672788253,33426.3076496839,8882.95774473063
MRTr110,4409.84842035385,11350.4844360678,54467.0229471351,74084.8707524789,102741.375453521,40962.397990443
MRTr111,1342.9277030252,3449.32844647479,17977.6797593068,21289.7971599429,17643.6284685826,3927.63846266766
MRTr112,190.536356431805,468.944824911596,2393.99194289721,3037.99973717612,3044.19581967662,838.331318906643
MUSr101,28647.0285103499,80952.2239874616,263054.054552555,160372.003236949,51280.360329985,4384.32938269928
MUSr102,40692.0433509615,100365.806286625,287540.549371501,156100.652481847,46528.5095170089,3761.43899205751
MUSr103,1072.57101952403,3174.11855899268,14377.5470313279,12946.8101775252,6546.29799810361,808.655214526521
MWIr101,22297.1660965296,54650.1773501928,279409.02508777,359626.766968188,370917.803765028,99352.0607322919
MWIr102,12614.0638814826,30726.3575174226,148438.178362351,196933.989338303,253326.072338445,94179.3385619953
MWIr103,9583.5780125056,24000.877470606,114253.493190271,159229.280039308,231346.29370494,94425.4775823703
MWIr104,16715.4016721589,42122.4356844675,200515.652651702,279686.270253231,408126.2391283,168103.00061014
MWIr105,18901.2909007021,45512.3050683312,226207.100918093,296143.200664188,346298.258185629,112346.844263057
MWIr106,7658.09112949736,19178.7353969425,91298.2251068192,127237.690916075,184865.297423576,75453.9600270906
MWIr107,12309.5616723125,29828.5102003815,142735.75364646,194125.738334806,265244.492165641,100491.943980399
MWIr108,15737.1413607888,38514.740774825,186192.935486983,247708.413225424,311052.449061016,113383.320090963
