"GDLcode","X1","X2","X3","X4","X5","X6"
"BGDr208",24830.741716953,690056.687977053,5653942.58055682,4925124.36361199,2358937.22794222,364057.008194965
"BGDr209",50678.7244756994,612823.105091606,3986430.55923448,3392884.44686511,2062394.468189,331794.696144113
"BGDr210",39790.3939520628,513408.472258475,2915489.25898966,2460897.33051201,1586101.87999814,241817.293289649
"BGDr211",29823.3966323516,369537.113151602,2823323.5166487,4274916.25908303,3170976.21003204,531794.954452273
"BGDr212",10327.8250206393,178380.298317427,1228273.91213331,2350829.20228798,645702.856989416,257854.608251227
"BGDr213",32514.663960941,198260.20842134,1392709.02294856,2141996.53541874,1144025.31846386,332583.542786559
"BGDr214",17993.70539838,214998.872348143,2454685.35341572,2128991.22592355,971014.020236883,145501.659677317
"BGDr215",18824.3350055685,195920.397741076,2005919.20655224,1582511.59099045,881251.119072127,62801.3176385353
"BGDr216",19457.8607686947,300499.427040325,2290422.03554723,2104394.56799799,999102.227390104,114696.176255651
"BGDr217",46586.3078314399,361624.992710506,3048039.15459173,2462208.7257639,1340197.54243928,120877.16266314
"BGDr218",23610.1142547495,312129.679556639,2923764.83738549,2815200.12580166,1621390.42421337,208372.013788099
"BGDr219",45082.3563808872,387931.102241991,3497678.45923667,2210418.11473139,1013163.77735397,39105.4420550891
"BGDr220",16312.9036284021,377465.313779965,2666202.60368425,3267759.62013662,1306539.2995593,85995.6862114617
"BGDr221",31522.968544382,300788.635605143,2345174.21024935,2508855.32863401,1316644.18335148,211511.071615641
"BGDr222",7004.12872397258,126984.254291375,1051649.77551822,2062770.5991793,1940774.90156768,826303.498719453
"BGDr223",4050.01776857731,99936.2948249118,735721.626632985,1566704.02618016,1993862.23656509,633789.622028275
"BENr101",12648.8784063608,24891.9518377251,154196.072154033,293491.903887402,525248.378132423,488012.750582055
"BENr102",59817.3812110795,118204.094448042,528105.019503584,707733.062401922,623329.789242117,149358.487193255
"BENr103",17750.6586272341,30878.5255145235,258696.005901901,445702.91713833,780818.241178552,785796.289639458
"BENr104",33343.193467548,74756.5984340893,310594.974352215,396600.430387707,370236.892138945,103663.864219496
"BENr105",50768.8644871606,95737.8152876463,482679.589434696,632254.71547267,537072.474752746,95908.2995650819
"BENr106",31515.9673109857,82222.5972076504,419558.768812691,512817.003817256,479286.191438603,194553.357412814
"BDIr101",42757.2447831156,161066.67988547,884851.226266462,1178554.20995083,1021936.91608525,55687.4520288726
"BDIr102",12677.8205715004,42619.2852362082,229748.603124852,397222.219014777,603117.896133695,78076.7999189672
"BDIr103",13379.6360908337,44219.3390939449,293089.603248259,430542.055378907,538890.98663618,35632.9725518754
"BDIr104",32468.1200570823,99720.0552472271,481858.655520016,789562.259179013,963467.287378664,116864.830617999
"BDIr105",24648.437773662,99619.8935455846,536864.47403557,781726.483309045,695484.094800887,31636.2485352527
"KHMr101",4140.84517819212,25297.4235173367,230755.783564712,314665.953011795,169950.471278613,26283.8865493511
"KHMr102",12643.7283267166,56685.0314474105,491239.584948731,621501.869786085,466960.612560047,72069.2099310096
"KHMr103",5924.74399290873,25484.1374394302,177132.979896405,186226.020590314,102244.769480878,4033.59540006408
"KHMr104",4201.12270962078,16106.5839327795,229009.077295136,327307.190705609,189560.438103601,12759.6949532534
"KHMr105",5894.18172533729,25668.0946723833,212664.747930464,250638.305714304,163509.693841042,13735.9314164695
"KHMr106",10786.9116957913,57184.4106603326,420629.126787801,547563.980786421,342043.415099082,34740.8409705726
"KHMr107",1250.79217871638,5290.66738786978,41541.9613580221,50149.526491501,34207.7341417095,3229.60684218131
"KHMr108",9612.62017689046,49925.906736743,341461.906781052,582206.611260524,541199.308023118,188031.824021673
"KHMr109",9183.82343539046,65935.3304009772,376698.077974232,330845.814232319,154239.236258424,11543.8868986564
"KHMr110",2958.41639176994,15719.1185218723,124431.155538286,163932.511223712,93156.2838276571,12383.6402967018
"KHMr111",5349.30418827707,33699.4789254369,189594.946763938,179844.757772973,73211.769180353,271.403269023014
"KHMr112",5206.05366291838,39699.7447765595,281291.712354989,339711.140286536,211760.566936879,3296.39408211745
"KHMr113",9114.73132162169,47043.9790686777,446924.413714913,568470.809696594,332509.72694933,58045.3572488635
"KHMr114",5037.88453694804,42830.6872043834,303064.728321602,341269.09137468,182502.918433728,20269.6335286588
"KHMr115",2825.40860406511,18051.1469917577,188048.496718145,276194.374379177,231801.059846325,9558.21266053039
"KHMr116",1320.90947673905,8725.07856492833,80401.5042470709,96251.0015866399,87486.991366254,26132.3869583678
"KHMr117",5476.40502812658,37046.2717123944,487202.968684315,635922.919926799,354602.921173924,33854.2764744414
"CMRr101",48021.229825203,47157.7672565855,166281.583629754,244473.126724736,381010.844495458,276716.409068264
"CMRr102",115055.987958262,198840.633414904,780289.297361325,1037905.0817658,1632424.90261956,942052.628880156
"CMRr103",17752.1119704657,26834.6759031765,134892.431196267,196940.532635172,322730.300172248,206596.206622671
"CMRr104",91370.2251330949,140191.882798623,539754.224918543,918510.188982214,1401846.76321917,822237.610948357
"CMRr105",151385.156927552,209877.966396184,772968.969789345,1134671.93915525,1229535.54867206,219441.827059614
"CMRr106",40226.5979375507,65578.6041945224,251843.542069139,460587.513322678,766869.578492191,788744.894983919
"CMRr107",66789.4734566991,114632.087025666,457246.944338094,541947.405454025,696919.565719057,111060.357006459
"CMRr108",32431.5645598529,61581.2076273441,301887.496583246,393164.698947186,743079.681594878,355026.876687493
"CMRr109",13171.8599290131,26087.4280081843,84353.6105499674,171781.81213278,282430.754082349,214559.164097706
"CMRr110",119041.48551518,154304.767579719,432653.995217318,482969.972721668,281271.130951887,106488.722014229
"TCDr101",16194.7568245346,41721.9352724443,160539.499341364,233089.747715676,409042.668399548,363369.621446432
"TCDr102",7105.69678324884,35961.8323015607,233999.555562237,502647.941352235,780316.593848274,130515.889152445
"TCDr103",17298.3852926565,33780.4835980935,225184.128862498,405486.120822448,754221.409686834,231719.171737471
"TCDr104",17072.4379589413,86698.3739296781,427673.680378994,737738.495698112,925750.42284174,173546.146192535
"TCDr105",11823.7745713279,40472.3894277626,202943.422542869,330861.890162931,571337.380360244,261499.816934865
"TCDr106",18078.7115412884,37468.8732849462,202929.604529814,337987.065514629,572700.842554267,463705.984575055
"TCDr107",58943.0914482534,75834.8850964336,394420.362399628,617538.155650742,944926.371868893,526509.27953605
"TCDr108",27359.9130933523,29138.9882852071,195193.879171895,324883.73676506,585717.731765897,335371.023918588
"CODr101",83494.960551592,233396.24408009,1100812.33271241,1706263.44656617,3437537.70979015,1508647.35529958
"CODr102",82939.9110878471,149448.618369559,665193.36539217,1167101.16058452,1106424.14166887,182374.816897033
"CODr103",79353.8480275606,228256.097286837,1145904.65885108,2093912.45656577,2658761.26032279,368409.450945965
"CODr104",68371.7307405014,227245.620442186,1375103.30682168,2090615.71618106,3185489.92883863,832851.591975934
"CODr105",200845.603620226,491379.213542015,1676858.44288668,2767903.40022664,3421069.46986044,866220.701863999
"CODr106",42853.8550088754,228373.201451975,942793.228725679,1801198.08279132,2753405.23638681,683308.555635345
"CODr107",63170.9762789479,133510.14303282,703714.049359884,1165075.58124232,2060083.28779757,381293.850288461
"CODr108",16431.3302918525,107314.762460737,429070.812987054,580185.075068747,788980.673602151,219579.831589458
"CODr109",267268.09211543,546747.857740042,2187553.05281082,3516444.37174491,6282638.58978801,2276269.36580079
"CODr110",88691.3241823916,243688.192193693,1212207.34672555,1644200.26392638,2886141.60372271,820648.49924928
"CODr111",92512.1642681184,268793.040912089,1309330.47671293,2335267.14412662,3732804.50058938,629140.212390865
"DOMr101",135199.281925102,375794.596228738,1527787.18540922,1368321.92433025,552144.462731748,46396.761374946
"DOMr102",36088.4328667968,115078.35478654,417382.579731363,396609.198082394,166878.085539014,14909.3379938928
"DOMr103",60228.4264410056,200332.726752853,650817.944762994,445305.918921218,215410.366084419,10024.3850375108
