"country","GDLCODE","X1","X2","X3","X4","X5","X6","X7","X8"
"Brazil","BRAr113",493498.82,964138.15,4176884.77,1071674.34,241418.7,1004119.09,894272.77,460054.84
"Brazil","BRAr114",174394.6,289736.11,1525024.69,359282.02,85871.12,400050.86,304396.83,139871.36
"Brazil","BRAr115",115683.74,220702.86,1039862.61,273788.19,51134.89,211758.39,216184.17,105373.16
"Brazil","BRAr116",888933.33,1341477.34,6681047.43,1637254.09,387807.83,1670429.1,1366440.14,679109.93
"Brazil","BRAr117",1231858.29,2468570.42,10134699.58,2411195.62,443097,1705463.05,1420601.92,962348.53
"Brazil","BRAr118",211729.3,514828.74,1957911.28,415251.35,83272.52,316647.46,249932.06,127209.5
"Brazil","BRAr119",1279198.51,2054584.83,7429146.02,2010151.89,370787.44,1564465.63,1407221.41,840452.99
"Brazil","BRAr120",2449361.31,4933736.24,22481660.27,4733725,886417.07,4539296.08,2800114.53,1955309.92
"Brazil","BRAr121",553330.62,1531288.13,5758354.64,980471.77,275405.62,1030771.05,614572.94,433144.86
"Brazil","BRAr122",397408.64,1031077.19,3487262.62,610709.48,144580.83,654040.55,354899.44,208949.05
"Brazil","BRAr123",748580.71,1736767.93,5353052.1,1143869.86,239554.53,1066706.75,540417.18,389732.15
"Brazil","BRAr124",147311.71,315379.87,1208504.58,299105.64,80222.69,290505.28,170423.01,109722.39
"Brazil","BRAr125",166770.44,405267.48,1519591.85,305392.05,114614.33,429659.19,223205.26,145247.99
"Brazil","BRAr126",348511.12,835399.85,3238133.73,702845.65,225375.66,641671.84,456543.03,286712.9
"Brazil","BRAr127",186358.95,299911.29,1377280.33,373968.1,42044.7,274160.69,209636.65,126470.84
"Canada","CANr101",52735.517,145658.57,215322.944,33560.511,13848.152,9846.784,2575.86,40642.821
"Canada","CANr102",15672.692,38536.454,63392.37,6842.395,3681.337,3895.138,3791.083,8716.868
"Canada","CANr103",117601.272,245161.399,334628.283,67459.036,16064.387,35547.529,11396.594,82359.846
"Canada","CANr104",86109.768,197753.917,285026.728,55476.054,19442.465,16575.884,14483.943,47611.78
"Canada","CANr105",1183775.959,1959062.713,3388008.292,509273.635,55264.732,244207.957,154743.568,592068.402
"Canada","CANr106",1371969.806,2613514.892,5809699.016,946449.317,239468.977,967433.358,309929.159,1258760.332
"Canada","CANr107",138067.934,255841.767,532695.362,61904.856,16590.419,64510.408,31121.167,99648.298
"Canada","CANr108",122214.477,250120.435,446627.512,59137.359,20919.55,41080.773,17250.23,89021.13
"Canada","CANr109",392675.979,810718.332,1688533.983,166684.276,27308.212,401467.435,65427.311,521334.663
"Canada","CANr110",548162.505,990220.964,1702716.966,265559.47,88122.888,359887.427,85917.904,490988.195
"Chile","CHLr101",20609,35394,198119,51870,13640,104516,54924,15461
"Chile","CHLr102",20332,35334,224962,62754,15620,119679,74099,21554
"Chile","CHLr103",9962,17622,100684,32922,6896,66572,37869,8551
"Chile","CHLr104",27797,54106,280193,88333,19879,157041,100308,30378
"Chile","CHLr105",89003,169216,659389,227821,52593,328930,216910,79487
"Chile","CHLr106",41684,72228,366147,112304,23646,173013,96103,29147
"Chile","CHLr107",47599,87750,418579,129212,31821,185238,95404,36998
"Chile","CHLr108",92353,165080,834871,262474,52471,364985,206929,86894
"Chile","CHLr109",42440,82814,386135,120355,31501,168340,109400,41981
"Chile","CHLr110",53188,112128,497450,136249,39004,222298,121309,50391
"Chile","CHLr111",4970,9396,46923,14335,2432,12009,9372,3714
"Chile","CHLr112",8508,18786,64289,16912,4117,19682,11754,6627
"Chile","CHLr113",282274,519920,2618243,838203,180908,1459747,898854,318343
"China","CHNr101",1637304.4,13592884.6,51077988.1,2456756.4,790907.8,11538377.2,1323794.4,2089452.5
"China","CHNr102",1637304.4,13592884.6,51077988.1,2456756.4,790907.8,11538377.2,1323794.4,2089452.5
"China","CHNr103",1637304.4,13592884.6,51077988.1,2456756.4,790907.8,11538377.2,1323794.4,2089452.5
"China","CHNr104",1637304.4,13592884.6,51077988.1,2456756.4,790907.8,11538377.2,1323794.4,2089452.5
"China","CHNr105",1637304.4,13592884.6,51077988.1,2456756.4,790907.8,11538377.2,1323794.4,2089452.5
"China","CHNr106",1598745.3,16609377.5,35181953.1,1597860.9,1926094.7,11216295.5,1898877.4,423184.1
"China","CHNr107",1598745.3,16609377.5,35181953.1,1597860.9,1926094.7,11216295.5,1898877.4,423184.1
"China","CHNr108",1598745.3,16609377.5,35181953.1,1597860.9,1926094.7,11216295.5,1898877.4,423184.1
"China","CHNr109",8122714.5,48393272.7,181117511.5,3505277.6,5616337.2,103065074.3,10787636.1,2700754.5
"China","CHNr110",8122714.5,48393272.7,181117511.5,3505277.6,5616337.2,103065074.3,10787636.1,2700754.5
"China","CHNr111",8122714.5,48393272.7,181117511.5,3505277.6,5616337.2,103065074.3,10787636.1,2700754.5
"China","CHNr112",8122714.5,48393272.7,181117511.5,3505277.6,5616337.2,103065074.3,10787636.1,2700754.5
"China","CHNr113",8122714.5,48393272.7,181117511.5,3505277.6,5616337.2,103065074.3,10787636.1,2700754.5
"China","CHNr114",8122714.5,48393272.7,181117511.5,3505277.6,5616337.2,103065074.3,10787636.1,2700754.5
"China","CHNr115",8122714.5,48393272.7,181117511.5,3505277.6,5616337.2,103065074.3,10787636.1,2700754.5
"China","CHNr116",12028378.2,40619869,260230841.7,7943213.1,12087371.7,187223148.9,17054741.3,7571931.3
"China","CHNr117",12028378.2,40619869,260230841.7,7943213.1,12087371.7,187223148.9,17054741.3,7571931.3
"China","CHNr118",12028378.2,40619869,260230841.7,7943213.1,12087371.7,187223148.9,17054741.3,7571931.3
"China","CHNr119",12028378.2,40619869,260230841.7,7943213.1,12087371.7,187223148.9,17054741.3,7571931.3
"China","CHNr120",12028378.2,40619869,260230841.7,7943213.1,12087371.7,187223148.9,17054741.3,7571931.3
"China","CHNr121",12028378.2,40619869,260230841.7,7943213.1,12087371.7,187223148.9,17054741.3,7571931.3
"China","CHNr132",12028378.2,40619869,260230841.7,7943213.1,12087371.7,187223148.9,17054741.3,7571931.3
"China","CHNr122",4136373.1,27987074.1,101068326.8,5158467.4,7343717.3,90060789.1,11847480.9,3605192.2
"China","CHNr123",4136373.1,27987074.1,101068326.8,5158467.4,7343717.3,90060789.1,11847480.9,3605192.2
"China","CHNr124",4136373.1,27987074.1,101068326.8,5158467.4,7343717.3,90060789.1,11847480.9,3605192.2
"China","CHNr125",4136373.1,27987074.1,101068326.8,5158467.4,7343717.3,90060789.1,11847480.9,3605192.2
"China","CHNr126",4136373.1,27987074.1,101068326.8,5158467.4,7343717.3,90060789.1,11847480.9,3605192.2
"China","CHNr127",775908.8,2802846.4,19805201.9,912991.5,483598.3,14530470.6,1316030.8,334106.6
"China","CHNr128",775908.8,2802846.4,19805201.9,912991.5,483598.3,14530470.6,1316030.8,334106.6
"China","CHNr129",775908.8,2802846.4,19805201.9,912991.5,483598.3,14530470.6,1316030.8,334106.6
"China","CHNr130",775908.8,2802846.4,19805201.9,912991.5,483598.3,14530470.6,1316030.8,334106.6
"China","CHNr131",775908.8,2802846.4,19805201.9,912991.5,483598.3,14530470.6,1316030.8,334106.6
"CzechRepublic","CZEr101",216201.395,288722.566,521254.64,86646.946,6512.551,23230.892,17160.365,47347.805
"CzechRepublic","CZEr102",119101.826,241503.945,661558.209,101896.758,15404.681,75236.252,13793.063,44539.164
"CzechRepublic","CZEr103",147345.75,231592.547,612634.145,109160.365,11047.665,49538.465,8459.763,21335.63
"CzechRepublic","CZEr104",123624.398,253091.577,534632.289,109882.58,8413.227,31265.175,13257.355,23532.943
"CzechRepublic","CZEr105",160631.809,323453.359,748714.289,88803.639,12269.649,95357.52,9133.12,44826.533
"CzechRepublic","CZEr106",181576.212,305398.401,882841.64,131772.461,16341.132,79296.158,18964.103,35774.775
"CzechRepublic","CZEr107",110258.447,247087.509,626964.704,99474.777,12114.509,64923.904,10844.608,32424.708
"CzechRepublic","CZEr108",140855.275,236461.099,587681.64,113176.586,14797.712,46618.616,25702.172,41952.807
"Denmark","DNKr101",356385.631,380230.379,675550.191,161587.198,25711.924,79584.526,29874.807,98654.203
"Denmark","DNKr104",148792.455,224244.708,305114.83,76064.442,11784.632,28313.726,12702.915,20600.149
"Denmark","DNKr103",225407.866,344294.905,469824.19,100245.894,9978.675,24242.671,12825.353,30640.043
"Denmark","DNKr102",230458.423,338785.207,537562.866,96083.011,10866.349,30884.918,11447.928,45424.399
"Denmark","DNKr105",110102.131,167311.162,223540.691,41537.001,5019.947,12090.726,4652.634,16376.047
"DominicanRepublic","DOMr101",116264.728,133202.02,1282580.507,369038.923,123654.728,568331.884,441005.659,148720.119
"DominicanRepublic","DOMr102",33211.493,42507.75,446462.397,101767.767,59305.023,204367.647,126415.101,48996.628
"DominicanRepublic","DOMr105",11408.543,14103.908,134458.189,25074.392,22863.093,91350.358,45261.123,30426.116
"DominicanRepublic","DOMr108",17028.304,28307.829,171684.225,48897.615,11496.555,76641.368,47525.429,26315.56
